#model	root	verb	class	bab	note	note1	note2	note3
5	غرز	أَغْرَزَ	x					
5	غزر	أَغْزَرَ	x					
5	غلط	أَغْلَطَ	y					
5	تجر;وجر	أَتْجَرَ	v					
5	نجم	أَنْجَمَ	v					
5	عدم	أَعْدَمَ	yz					
5	جهش	أَجْهَشَ	y					
5	محص	أَمْحَصَ	y					
5	كشر	أَكْشَرَ	v					
5	ضرب	أَضْرَبَ	x					
5	ورم	أَوْرَمَ	y					
5	ردف	أَرْدَفَ	y					
5	كمد	أَكْمَدَ	y					
5	فطر	أَفْطَرَ	y					
5	خبر	أَخَبَرَ	y					
5	طول	أَطْوَلَ	x					
5	عور	أَعْوَرَ	y					
5	شهد	أَشْهَدَ	y					
5	غدق	أَغْدَقَ	x					
5	شهر	أَشْهَرَ	x					
5	جحف	أَجْحَفَ	v					
5	زعج	أَزْعَجَ	y					
5	دمع	أَدْمَعَ	y					
5	عنف	أَعْنَفَ	y					
5	لهم	أَلْهَمَ	y					
5	قرس	أَقْرَسَ	x					
5	غمض	أَغْمَضَ	x					
5	نقب	أَنْقَبَ	v					
5	فقد	أَفْقَدَ	yz					
5	نعت	أَنْعَتَ	v					
5	ربذ	أَرْبَذَ	x					
5	دمج	أَدْمَجَ	y					
5	ثلث	أَثْلَثَ	v					
5	نصب	أَنْصَبَ	y					
5	شمس	أَشْمَسَ	v					
5	رجح	أَرْجَحَ	y					
5	نعش	أَنْعَشَ	y					
5	هدب	أَهْدَبَ	v					
5	وضخ	أَوْضَخَ	x					
5	وشق	أَوْشَقَ	v					
5	لزق	أَلْزَقَ	x					
5	هجر	أَهْجَرَ	y					
5	فظع	أَفْظَعَ	y					
5	نزل	أَنْزَلَ	yz					
5	جهز	أَجْهَزَ	v					
5	ملق	أَمْلَقَ	x					
5	قلق	أَقْلَقَ	y					
5	فتق	أَفْتَقَ	v					
5	نضح	أَنْضَحَ	x					
5	لبس	أَلْبَسَ	yz					
5	وحد	أَوْحَدَ	y					
5	سعف	أَسْعَفَ	y					
5	مجد	أَمْجَدَ	y					
5	فتل	أَفْتَلَ	v					
5	غضب	أَغْضَبَ	y					
5	مهر	أَمْهَرَ	y					
5	وهج	أَوْهَجَ	x					
5	عقب	أَعْقَبَ	y					
5	قرن	أَقْرَنَ	x					
5	شعل	أَشْعَلَ	x					
5	وثق	أَوْثَقَ	y					
5	عطب	أَعْطَبَ	y					
5	نطق	أَنْطَقَ	y					
5	حلف	أَحْلَفَ	y					
5	نجل	أَنْجَلَ	x					
5	ورع	أَوْرَعَ	y					
5	نغص	أَنْغَصَ	x					
5	نصف	أَنْصَفَ	y					
5	هرع	أَهْرَعَ	x					
5	سبل	أَسْبَلَ	x					
5	خفق	أَخْفَقَ	y					
5	وقع	أَوْقَعَ	y					
5	عصم	أَعْصَمَ	x					
5	زهق	أَزْهَقَ	x					
5	طرق	أَطْرَقَ	x					
5	صلد	أَصْلَدَ	x					
5	فرج	أَفْرَجَ	v					
5	سهر	أَسْهَرَ	y					
5	سمل	أَسْمَلَ	v					
5	سدر	أَسْدَرَ	y					
5	ودع	أَوْدَعَ	yz					
5	برخ	أَبْرَحَ	y					
5	بطر	أَبْطَرَ	y					
5	سلس	أَسْلَسَ	x					
5	شبه	أَشْبَهَ	y					
5	بلج	أَبْلَجَ	v					
5	رهب	أَرْهَبَ	y					
5	وتر	أَوْتَرَ	y					
5	نجد	أَنْجَدَ	x					
5	كسد	أَكْسَدَ	x					
5	نبت	أَنْبَتَ	y					
5	شرف	أَشْرَفَ	x					
5	مكث	أَمْكَثَ	y					
5	وحج	أَوْحَجَ	y					
5	قصص	أَنْقَصَ	x					
5	وثب	أَوْثَبَ	yz					
5	رسب	أَرْسَبَ	y					
5	شرح	أَشْرَحَ	x					
5	وجه	أَوْجَهَ	y					
5	وجب	أَوْجَبَ	x					
5	نضج	أَنْضَجَ	x					
5	قسط	أَقْسَطَ	x					
5	وبر	أَوْبَرَ	v					
5	سلم	أَسْلَمَ	x					
5	ندف	أَنْدَفَ	x					
5	جنح	أَجْنَحَ	x					
5	شفق	أَشْفَقَ	x					
5	هرم	أَهْرَمَ	y					
5	لهج	أَلْهَجَ	y					
5	رشم	أَرْشَمَ	x					
5	رتع	أَرْتَعَ	v					
5	وجس	أَوْجَسَ	x					
5	وجع	أَوْجَعَ	y					
5	نفس	أَنْفَسَ	y					
5	هدر	أَهْدَرَ	x					
5	بهظ	أَبْهَظَ	y					
5	لزم	أَلْزَمَ	y					
5	قرض	أَقْرَضَ	yz					
5	كره	أَكْرَهَ	yw					
5	قتر	أَقْتَرَ	x					
5	وضف	أَوْضَفَ	v					
5	قرف	أَقْرَفَ	y					
5	كسل	أَكْسَلَ	y					
5	قمع	أَقْمَعَ	y					
5	ملح	أَمْلَحَ	x					
5	كحل	أَكْحَلَ	v					
5	نكف	أَنْكَفَ	y					
5	كفر	أَكْفَرَ	y					
5	جزل	أَجْزَلَ	x					
5	نكل	أَنْكَلَ	y					
5	فرط	أَفْرَطَ	y					
5	سهب	أَسْهَبَ	x					
5	قعر	أَقْعَرَ	x					
5	قفل	أَقْفَلَ	y					
5	قذع	أَقْذَعَ	y					
5	قرح	أَقْرَحَ	y					
5	صعق	أَصْعَقَ	y					
5	وعب	أَوْعَبَ	y					
5	قعد	أَقْعَدَ	y					
5	دهش	أَدْهَشَ	y					
5	ورس	أَوْرَسَ	v					
5	ورط	أَوْرَطَ	y					
5	ترح	أَتْرَحَ	y					
5	وكد	أَوْكَدَ	x					
5	شرب	أَشْرَبَ	yz					
5	معن	أَمْعَنَ	x					
5	ورث	أَوْرَثَ	yz					
5	صدق	أَصْدَقَ	x					
5	عذر	أَعْذَرَ	y					
5	وقد	أَوْقَدَ	x					
5	ورق	أَوْرَقَ	v					
5	عقم	أَعْقَمَ	y					
5	نصل	أَنْصَلَ	x					
5	وهب	أَوْهَبَ	x					
5	نشر	أَنْشَرَ	y					
5	نفذ	أَنْفَذَ	y					
5	نقه	أَنْقَهَ	y					
5	ذنب	أَذْنَبَ	v					
5	نصع	أَنْصَعَ	y					
5	دعق	أَدْعَقَ	x					
5	وسع	أَوْسَعَ	y					
5	خلص	أَخْلَصَ	x					
5	مرغ	أَمْرَغَ	x					
5	هلك	أَهْلَكَ	y					
5	سعد	أَسْعَدَ	y					
5	نفر	أَنْفَرَ	y					
5	نعم	أَنْعَمَ	x					
5	شرك	أَشْرَكَ	y					
5	هضل	أَهْضَلَ	v					
5	بصر	أَبْصَرَ	y					
5	هذب	أَهْذَبَ	x					
5	وطن	أَوْطَنَ	y					
5	غمط	أَغْمَطَ	v					
5	هيق	أَهْيَقَ	v					
5	وسق	أَوْسَقَ	x					
5	تعب	أَتْعَبَ	y					
5	لمح	أَلْمَحَ	y					
5	جرس	أَجْرَسَ	x					
5	وزن	أَوْزَنَ	y					
5	وسخ	أَوْسَخَ	x					
5	نحف	أَنْحَفَ	y					
5	ولع	أَوْلَعَ	y					
5	ضجع	أَضْجَعَ	y					
5	وقف	أَوْقَفَ	yz					
5	وقر	أَوْقَرَ	y					
5	وسط	أَوْسَطَ	y					
5	مرع	أَمْرَعَ	x					
5	وضع	أَوْضَعَ	y					
5	رصع	أَرْصَعَ	y					
5	مكن	أَمْكَنَ	y					
5	نمس	أَنْمَسَ	v					
5	خصب	أَخْصَبَ	x					
5	مرق	أَمْرَقَ	x					
5	لمع	أَلْمَعَ	v					
5	محض	أَمْحَضَ	y					
5	مخض	أَمْخَضَ	v					
5	مشق	أَمْشَقَ	y					
5	نتج	أَنْتَجَ	x					
5	لهف	أَلْهَفَ	v					
5	نعس	أَنْعَسَ	y					
5	عرض	أَعْرَضَ	x					
5	بشر	أَبْشَرَ	yz					
5	مهل	أَمْهَلَ	y					
5	ملس	أَمْلَسَ	v					
5	حرج	أَحْرَجَ	y					
5	لهب	أَلْهَبَ	y					
5	شرط	أَشْرَطَ	y					
5	وجف	أَوْجَفَ	x					
5	لين	أَلْيَنَ	x					
5	لقم	أَلْقَمَ	yz					
5	عنس	أَعْنَسَ	x					
5	كمل	أَكْمَلَ	x					
5	عجز	أَعْجَزَ	y					
5	لعق	أَلْعَقَ	x					
5	تلع	أَتْلَعَ	v					
5	نشل	أَنْشَلَ	x					
5	فجع	أَفْجَعَ	y					
5	بطل	أَبْطَلَ	x					
5	نتن	أَنْتَنَ	v					
5	وضح	أَوْضَحَ	y					
5	لحن	أَلْحَنَ	yz					
5	ضجر	أَضْجَرَ	y					
5	لسن	أَلْسَنَ	y					
5	حقد	أَحْقَدَ	y					
5	نجح	أَنْجَحَ	y					
5	لحم	أَلْحَمَ	y					
5	نجس	أَنْجَسَ	x					
5	كمش	أَكْمَشَ	y					
5	لحد	أَلْحَدَ	y					
5	جسد	أَجْسَدَ	x					
5	قطع	أَقْطَعَ	yz					
5	نجر	أَنْجَرَ	y					
5	فحش	أَفْحَشَ	v					
5	فحم	أَفْحَمَ	y					
5	فصح	أَفْصَحَ	v					
5	حدث	أَحْدَثَ	x					
5	فرك	أَفْرَكَ	v					
5	فرش	أَفْرَشَ	x					
5	فرح	أَفْرَحَ	yw					
5	فطم	أَفْطَمَ	v					
5	فرز	أَفْرَزَ	y					
5	فرد	أَفْرَدَ	y					
5	حسن	أَحْسَنَ	x					
5	كثر	أَكْثَرَ	y					
5	قمر	أَقْمَرَ	v					
5	عنق	أَعْنَقَ	x					
5	وحل	أَوْحَلَ	y					
5	قمح	أَقْمَحَ	y					
5	كتب	أَكْتَبَ	yz					
5	ءكسد	أَكْسَدَ	x					
5	فعم	أَفْعَمَ	y					
5	وعد	أَوْعَدَ	yz					
5	فرم	أَفْرَمَ	x					
5	فره	أَفْرَهَ	v					
5	فسد	أَفْسَدَ	y					
5	فقر	أَفْقَرَ	yz					
5	ثبت	أَثْبَتَ	y					
5	قبر	أَقْبَرَ	y					
5	فقع	أَفْقَعَ	v					
5	فكر	أَفْكَرَ	v					
5	رهق	أَرْهَقَ	y					
5	مثل	أَمْثَلَ	y					
5	عفن	أَعْفَنَ	x					
5	ملك	أَمْلَكَ	yz					
5	دبر	أَدْبَرَ	y					
5	منح	أَمْنَحَ	v					
5	مطر	أَمْطَرَ	yz					
5	فلج	أَفْلَجَ	y					
5	كنف	أَكْنَفَ	y					
5	فلس	أَفْلَسَ	v					
5	فهم	أَفْهَمَ	yw					
5	رخم	أَرْخَمَ	v					
5	وكب	أَوْكَبَ	y					
5	فزع	أَفْزَعَ	y					
5	وعر	أَوْعَرَ	x					
5	كبح	أَكْبَحَ	y					
5	وعز	أَوْعَزَ	v					
5	قبس	أَقْبَسَ	yz					
5	عرق	أَعْرَقَ	x					
5	بشم	أَبْشَمَ	y					
5	نجع	أَنْجَعَ	x					
5	بحر	أَبْحَرَ	x					
5	نسف	أَنْسَفَ	x					
5	هبط	أَهْبَطَ	y					
5	نذر	أَنْذَرَ	yz					
5	هبل	أَهْبَلَ	y					
5	نقض	أَنْقَضَ	x					
5	قفر	أَقْفَرَ	x					
5	نهل	أَنْهَلَ	y					
5	عجف	أَعْجَفَ	x					
5	هرب	أَهْرَبَ	y					
5	برز	أَبْرَزَ	y					
5	قرع	أَقْرَعَ	y					
5	نعث	أَنْعَثَ	v					
5	خرس	أَخْرَسَ	y					
5	ندم	أَنْدَمَ	y					
5	دكن	أَدْكَنَ	v					
5	نجف	أَنْجَفَ	x					
5	وفق	أَوْفَقَ	x					
5	نشط	أَنْشَطَ	y					
5	لغز	أَلْغَزَ	x					
5	وتد	أَوْتَدَ	y					
5	قصر	أَقْصَرَ	x					
5	نزر	أَنْزَرَ	x					
5	عظم	أَعْظَمَ	y					
5	نشد	أَنْشَدَ	y					
5	ثمر	أَثْمَرَ	x					
5	وكل	أَوْكَلَ	x					
5	ليل	أَلْيَلَ	v					
5	تخم;وخم	أَتْخَمَ	y					
5	وجل	أَوْجَلَ	y					
5	نمر	أَنْمَرَ	v					
5	نهك	أَنْهَكَ	y					
5	غرب	أَغْرَبَ	y					
5	هذر	أَهْذَرَ	v					
5	نهج	أَنْهَجَ	y					
5	قلب	أَقْلَبَ	y					
5	نفل	أَنْفَلَ	yz					
5	تقن	أَتْقَنَ	x					
5	تمر	أَتْمَرَ	v					
5	ظرف	أَظْرَفَ	x					
5	قطر	أَقْطَرَ	x					
5	تبع	أَتْبَعَ	y					
5	بهم	أَبْهَمَ	y					
5	نهض	أَنْهَضَ	y					
5	بهج	أَبْهَجَ	y					
5	رعب	أَرْعَبَ	y					
5	عشب	أَعْشَبَ	v					
5	نفش	أَنْفَشَ	x					
5	ترع	أَتْرَعَ	y					
5	دعص	أَدْعَصَ	y					
5	وغر	أَوْغَرَ	y					
5	وجز	أَوْجَزَ	x					
5	نفد	أَنْفَدَ	y					
5	ثمن	أَثْمَنَ	yz					
5	بلغ	أَبْلَغَ	yz					
5	عجل	أَعْجَلَ	y					
5	تحف	أَتْحَفَ	y					
5	خلد	أَخْلَدَ	y					
5	لطف	أَلْطَفَ	y					
5	مسك	أَمْسَكَ	y					
5	سكت	أَسْكَتَ	y					
5	خضب	أَخْضَبَ	v					
5	سفر	أَسْفَرَ	x					
5	ثقل	أَثْقَلَ	y					
5	نكد	أَنْكَدَ	y					
5	نهز	أَنْهَزَ	y					
5	وغل	أَوْغَلَ	y					
5	نطف	أَنْطَفَ	x					
5	ثلج	أَثْلَجَ	y					
5	سهم	أَسْهَمَ	v					
5	قرب	أَقْرَبَ	x					
5	نظر	أَنْظَرَ	yz					
5	ضنك	أَضْنَكَ	y					
5	وصل	أَوْصَلَ	yz					
5	وشم	أَوْشَمَ	v					
5	وصف	أَوْصَفَ	v					
5	نضر	أَنْضَرَ	x					
5	نكر	أَنْكَرَ	y					
5	برم	أَبْرَمَ	y					
5	ثخن	أثْخَنَ	y					
5	سبغ	أَسْبَغَ	x					
5	نظم	أَنْظَمَ	v					
5	نعل	أَنْعَلَ	x					
5	ركض	أَرْكَضَ	v					
5	وهن	أَوْهَنَ	x					
5	نجز	أَنْجَزَ	x					
5	ندب	أَنْدَبَ	y					
6	علل	تَعَلَّلَ	v					
6	دهور	تَدَهْوَرَ	v					
6	برك	تَبَرَّكَ	v					
6	توج	تَتَوَّجَ	v					
6	ولع	تَوَلَّعَ	v					
6	كرش	تَكَرَّشَ	v					
6	فصح	تَفَصَّحَ	v					
6	جمه	تَجَمْهَرَ	v					
6	برز	تَبَرَّزَ	v					
6	لحف	تَلَحَّفَ	v					
6	تلمذ	تَتَلْمَذَ	v					
6	هور	تَهَوَّرَ	y					
6	قصف	تَقَصَّفَ	v					
6	كحل	تَكَحَّلَ	v					
6	عسف	تَعَسَّفَ	y					
6	شوق	تَشَوَّقَ	v					
6	عهد	تَعَهَّدَ	y					
6	عمج	تَعَمَّجَ	v					
6	شنج	تَشَنَّجَ	v					
6	ورط	تَوَرَّطَ	v					
6	حسن	تَحَسَّنَ	v					
6	عصب	تَعَصَّبَ	v					
6	وهج	تَوَهَّجَ	v					
6	عفف	تَعَفَّفَ	v					
6	جلب	تَجَلْبَبَ	v					
6	زحزح	تَزَحْزَحَ	v					
6	صلب	تَصَلَّبَ	v					
6	حبر	تَحَبَّرَ	v					
6	ربل	تَرَبَّلَ	v					
6	جلد	تَجَلَّدَ	v					
6	قمص	تَقَمَّصَ	y					
6	عقد	تَعَقَّدَ	v					
6	صور	تَصَوَّرَ	x					
6	جشم	تَجَشَّمَ	y					
6	عقل	تَعَقَّلَ	y					
6	بلبل	تَبَلْبَلَ	v					
6	عمد	تَعَمَّدَ	x					
6	قين	تَقَيَّنَ	v					
6	كنس	تَكَنَّسَ	v					
6	بس م	تَبَسَّمَ	v					
6	عمق	تَعَمَّقَ	v					
6	ضعضع	تَضَعْضَعَ	v					
6	شمم	تَشَمَّمَ	x					
6	بلل	تَبَلَّلَ	v					
6	عقب	تَعَقَّبَ	y					
6	بصر	تَبَصَّرَ	y					
6	شقق	تَشَقَّقَ	v					
6	بيض	تَبَيَّضَ	v					
6	صبن	تَصَبَّنَ	v					
6	مدن	تَمَدْيَنَ	v					
6	ورد	تَوَرَّدَ	x					
6	صرف	تَصَرَّفَ	v					
6	هزم	تَهَزَّمَ	v					
6	طرب	تَطَرَّبَ	y					
6	صيد	تَصَيَّدَ	y					
6	ليث	تَلَيَّثَ	v					
6	صنع	تَصَنَّعَ	x					
6	عفر	تَعَفْرَتَ	v					
6	شرد	تَشَرَّدَ	v					
6	حجر	تَحَجَّرَ	v					
6	درش	تَدَرْوَشَ	v					
6	حسس	تَحَسَّسَ	y					
6	ضمد	تَضَمَّدَ	v					
6	شيع	تَشَيَّعَ	y					
6	ضوع	تَضَوَّعَ	v					
6	حبب	تَحَبَّبَ	v					
6	قول	تَقَوَّلَ	v					
6	وغر	تَوَغَّرَ	v					
6	فلسف	تَفَلْسَفَ	v					
6	سهل	تَسَهَّلَ	v					
6	صبح	تَصَبَّحَ	v					
6	دعد	تَدَعْدَعَ	x					
6	عطف	تَعَطَّفَ	x					
6	شوه	تَشَوَّهَ	x					
6	كلل	تَكَلَّلَ	y					
6	يتم	تَيَتَّمَ	v					
6	قوم	تَقَوَّمَ	v					
6	طرف	تَطَرَّفَ	x					
6	ترب	تَتَرَّبَ	v					
6	لمس	تَلَمَّسَ	y					
6	بله	تَبَلَّهَ	v					
6	بهرج	تَبَهْرَجَ	v					
6	بهر	تَبَهَّرَ	v					
6	يمن	تَيَمَّنَ	x					
6	نحنح	تَنَحْنَحَ	v					
6	فرنج	تَفَرْنَجَ	v					
6	بلغ	تَبَلَّغَ	v					
6	ضخم	تَضَخَّمَ	v					
6	صعب	تَصَعَّبَ	x					
6	عين	تَعَيَّنَ	y					
6	ستر	تَسَتَّرَ	v					
6	زمل	تَزَمَّلَ	v					
6	ميس	تَمَيَّسَ	v					
6	عفر	تَعَفَّرَ	v					
6	ضرج	تَضَرَّجَ	v					
6	ضرر	تَضَرَّرَ	v					
6	حيز	تَحَيَّزَ	v					
6	خضب	تَخَضَّبَ	v					
6	خمر	تَخَمَّرَ	v					
6	نجم	تَنَجَّمَ	v					
6	بين	تَبَيَّنَ	x					
6	جفف	تَجَفَّفَ	v					
6	مول	تَمَوَّلَ	x					
6	نفس	تَنَفَّسَ	x					
6	خير	تَخَيَّرَ	y					
6	قحم	تَقَحَّمَ	x					
6	رجع	تَرَجَّعَ	x					
6	صفح	تَصَفَّحَ	y					
6	طبع	تَطَبَّعَ	v					
6	بهج	تَبَهَّجَ	v					
6	رجح	تَرَجَّحَ	v					
6	عوق	تَعَوَّقَ	y					
6	عوذ	تَعَوَّذَ	v					
6	دثر	تَدَثَّرَ	x					
6	قبب	تَقَبَّبَ	x					
6	وجه	تَوَجَّهَ	v					
6	ثبت	تَثَبَّتَ	v					
6	دجج	تَدَجَّجَ	v					
6	ذبذ	تَذَبْذَبَ	v					
6	خيم	تَخَيَّمَ	v					
6	دفق	تَدَفَّقَ	v					
6	ءمرك	تَأَمْرَكَ	v					
6	خلخل	تَخَلْخَلَ	v					
6	درع	تَدَرَّعَ	x					
6	جمع	تَجَمَّعَ	v					
6	سوس	تَسَوَّسَ	v					
6	كلم	تَكَلَّمَ	x					
6	غضن	تَغَضَّنَ	v					
6	قيض	تَقَيَّضَ	y					
6	حسب	تَحَسَّبَ	v					
6	عصر	تَعَصَّرَ	v					
6	خصص	تَخَصَّصَ	v					
6	علم	تَعَلَّمَ	x					
6	حرر	تَحَرَّرَ	v					
6	برع	تَبَرَّعَ	v					
6	جورب	تَجَوْرَبَ	v					
6	عبد	تَعَبَّدَ	y					
6	فسخ	تَفَسَّخَ	v					
6	بعثر	تَبَعْثَرَ	v					
6	رفه	تَرَفَّهَ	v					
6	ميد	تَمَيَّدَ	v					
6	حزب	تَحَزَّبَ	v					
6	رحم	تَرَحَّمَ	v					
6	كهف	تَكَهَّفَ	v					
6	خيل	تَخَيَّلَ	y					
6	بختر	تَبَخْتَرَ	v					
6	رزن	تَرَزَّنَ	v					
6	قوس	تَقَوَّسَ	y					
6	رجف	تَرَجَّفَ	v					
6	كرس	تَكَرَّسَ	x					
6	طوع	تَطَوَّعَ	y					
6	دخن	تَدَخَّنَ	v					
6	لبنن	تَلَبْنَنَ	v					
6	دلك	تَدَلَّكَ	v					
6	روع	تَرَوَّعَ	v					
6	سوق	تَسَوَّقَ	v					
6	وعر	تَوَعَّرَ	y					
6	ولول	تَوَلْوَلَ	v					
6	حرق	تَحَرَّقَ	v					
6	ثلم	تَثَلَّمَ	v					
6	برج	تَبَرَّجَ	v					
6	فتت	تَفَتَّتَ	v					
6	درب	تَدَرَّبَ	v					
6	خلق	تَخَلَّقَ	x					
6	كهر	تَكَهْرَبَ	v					
6	وحل	تَوَحَّلَ	v					
6	رجح	تَأَرْجَحَ	v					
6	ضلع	تَضَلَّعَ	v					
6	طوف	تَطَوَّفَ	v					
6	لقن	تَلَقَّنَ	x					
6	قصص	تَقَصَّصَ	x					
6	ثقف	تَثَقَّفَ	v					
6	ثلج	تَثَلَّجَ	v					
6	توق	تَتَوَّقَ	v					
6	جبن	تَجَبَّنَ	v					
6	هدد	تَهَدَّدَ	y					
6	قصد	تَقَصَّدَ	y					
6	كيس	تَكَيَّسَ	v					
6	جهز	تَجَهَّزَ	v					
6	جدد	تَجَدَّدَ	v					
6	جسد	تَجَسَّدَ	v					
6	ودع	تَوَدَّعَ	v					
6	ملق	تَمَلَّقَ	y					
6	خفف	تَخَفَّفَ	x					
6	نجح	تَنَجَّحَ	x					
6	جرع	تَجَرَّعَ	x					
6	خلل	تَخَلَّلَ	x					
6	بلج	تَبَلَّجَ	v					
6	جوع	تَجَوَّعَ	v					
6	نكب	تَنَكَّبَ	y					
6	ذمر	تَذَمَّرَ	v					
6	هذب	تَهَذَّبَ	v					
6	كشف	تَكَشَّفَ	v					
6	نصف	تَنَصَّفَ	y					
6	مرد	تَمَرَّدَ	v					
6	مكن	تَمَكَّنَ	v					
6	بسط	تَبَسَّطَ	v					
6	حدر	تَحَدَّرَ	v					
6	كفل	تَكَفَّلَ	x					
6	عجر	تَعَجْرَفَ	x					
6	عجب	تَعَجَّبَ	y					
6	لفت	تَلَفَّتَ	v					
6	وغل	تَوَغَّلَ	v					
6	ءكسد	تَأَكْسَدَ	v					
6	بحر	تَبَحَّرَ	x					
6	نصب	تَنَصَّبَ	v					
6	سلل	تَسَلَّلَ	v					
6	لبث	تَلَبَّثَ	v					
6	منع	تَمَنَّعَ	v					
6	بدل	تَبَدَّلَ	x					
6	عود	تَعَوَّدَ	y					
6	بدد	تَبَدَّدَ	v					
6	هتك	تَهَتَّكَ	v					
6	بجح	تَبَجَّحَ	v					
6	درج	تَدَرَّجَ	v					
6	شعب	تَشَعَّبَ	y					
6	سلم	تَمَسْلَمَ	v					
6	فقم	تَفَقَّمَ	v					
6	صدع	تَصَدَّعَ	v					
6	لهب	تَلَهَّبَ	v					
6	دنس	تَدَنَّسَ	v					
6	جمد	تَجَمَّدَ	v					
6	حلق	تَحَلَّقَ	v					
6	بيطر	تَبَيْطَرَ	v					
6	عذب	تَعَذَّبَ	v					
6	وزر	تَوَزَّرَ	v					
6	هلل	تَهَلَّلَ	v					
6	عطر	تَعَطَّرَ	v					
6	سفر	تَسَفَّرَ	y					
6	لطخ	تَلَطَّخَ	v					
6	نهد	تَنَهَّدَ	v					
6	ذلل	تَذَلَّلَ	v					
6	دهن	تَدَهَّنَ	v					
6	وسع	تَوَسَّعَ	v					
6	طرز	تَطَرَّزَ	v					
6	صنف	تَصَنَّفَ	v					
6	فكه	تَفَكَّهَ	v					
6	حفظ	تَحَفَّظَ	x					
6	حدب	تَحَدَّبَ	v					
6	حلل	تَحَلَّلَ	y					
6	شكر	تَشَكَّرَ	x					
6	قزز	تَقَزَّزَ	v					
6	نطع	تَنَطَّعَ	v					
6	عفن	تَعَفَّنَ	v					
6	وقد	تَوَقَّدَ	x					
6	روح	تَرَوَّحَ	y					
6	نشد	تَنَشَّدَ	x					
6	عشق	تَعَشَّقَ	y					
6	لزج	تَلَزَّجَ	x					
6	صبب	تَصَبَّبَ	x					
6	ركب	تَرَكَّبَ	v					
6	زمزم	تَزَمْزَمَ	v					
6	نطق	تَنَطَّقَ	v					
6	كمكم	تَكَمْكَمَ	v					
6	خندق	تَخَنْدَقَ	v					
6	جعد	تَجَعَّدَ	v					
6	رسل	تَرَسَّلَ	v					
6	شبث	تَشَبَّثَ	v					
6	فرد	تَفَرَّدَ	v					
6	طرق	تَطَرَّقَ	v					
6	وسم	تَوَسَّمَ	x					
6	نكر	تَنَكَّرَ	v					
6	دسس	تَدَسَّسَ	v					
6	غطر	تَغَطْرَسَ	v					
6	رقرق	تَرَقْرَقَ	v					
6	قلد	تَقَلَّدَ	x					
6	غير	تَغَيَّرَ	v					
6	شمس	تَشَمَّسَ	v					
6	عرق	تَعَرَّقَ	v					
6	وجب	تَوَجَّبَ	v					
6	طلب	تَطَلَّبَ	x					
6	معن	تَمَعَّنَ	v					
6	نشب	تَنَشَّبَ	v					
6	غمد	تَغَمَّدَ	y					
6	برد	تَبَرَّدَ	v					
6	كسر	تَكَسَّرَ	x					
6	مصر	تَمَصَّرَ	v					
6	شتت	تَشَتَّتَ	v					
6	برر	تَبَرَّرَ	y					
6	مرغ	تَمَرَّغَ	v					
6	كثم	تَكَثَّمَ	v					
6	نصر	تَنَصَّرَ	v					
6	جنن	تَجَنَّنَ	v					
6	لجن	تَلَجَّنَ	v					
6	غضب	تَغَضَّبَ	v					
6	فقف	تَفَقْفَقَ	v					
6	هيم	تَهَيَّمَ	y					
6	رسخ	تَرَسَّخَ	v					
6	كتل	تَكَتَّلَ	v					
6	قطع	تَقَطَّعَ	v					
6	كرم	تَكَرَّمَ	v					
6	حقق	تَحَقَّقَ	x					
6	مطر	تَمَطَّرَ	v					
6	حمم	تَحَمَّمَ	v					
6	وطد	تَوَطَّدَ	v					
6	نجد	تَنَجَّدَ	v					
6	سلط	تَسَلَّطَ	v					
6	كبد	تَكَبَّدَ	x					
6	نزه	تَنَزَّهَ	v					
6	مقت	تَمَقَّتَ	v					
6	فضل	تَفَضَّلَ	v					
6	زند	تَزَنْدَقَ	v					
6	بلع	تَبَلَّعَ	x					
6	نصل	تَنَصَّلَ	y					
6	خثر	تَخَثَّرَ	v					
6	قيح	تَقَيَّحَ	v					
6	مدن	تَمَدَّنَ	v					
6	ندم	تَنَدَّمَ	v					
6	لعلع	تَلَعْلَعَ	v					
6	خرم	تَخَرَّمَ	y					
6	فتك	تَفَتَّكَ	v					
6	غنم	تَغَنَّمَ	x					
6	حرك	تَحَرَّكَ	v					
6	قوت	تَقَوَّتَ	v					
6	علق	تَعَلَّقَ	y					
6	زين	تَزَيَّنَ	v					
6	قيل	تَقَيَّلَ	v					
6	حطم	تَحَطَّمَ	v					
6	ضور	تَضَوَّرَ	v					
6	صدر	تَصَدَّرَ	v					
6	قلب	تَقَلَّبَ	v					
6	صوف	تَصَوَّفَ	v					
6	كتك	تَكَتْكَتَ	v					
6	عزز	تَعَزَّزَ	v					
6	نمر	تَنَمَّرَ	v					
6	ململ	تَمَلْمَلَ	v					
6	ميز	تَمَيَّزَ	v					
6	عبس	تَعَبَّسَ	v					
6	ظلل	تَظَلَّلَ	v					
6	سهد	تَسَهَّدَ	v					
6	صدق	تَصَدَّقَ	v					
6	سمم	تَسَمَّمَ	v					
6	رنم	تَرَنَّمَ	v					
6	عظل	تَعَظَّلَ	v					
6	خلص	تَخَلَّصَ	v					
6	قضب	تَقَضَّبَ	v					
6	سلح	تَسَلَّحَ	v					
6	زمخ	تَزَمْخَرَ	v					
6	سور	تَسَوَّرَ	x					
6	كعب	تَكَعَّبَ	v					
6	سدر	تَسَدَّرَ	v					
6	رمم	تَرَمَّمَ	v					
6	زود	تَزَوَّدَ	v					
6	حذق	تَحَذَّقَ	v					
