#model	root	verb	class	bab	note	note1	note2	note3
42	خبء	تَخَبَّأَ	v					
42	دفء	تَدَفَّأَ	v					
42	قيء	تَقَيَّأَ	v					
42	هرء	تَهَرَّأَ	v					
42	مرء	تَمَرَّأَ	v					
42	برء	تَبَرَّأَ	v					
42	نشء	تَنَشَّأَ	v					
42	نبء	تَنَبَّأَ	v					
42	كمء	تَكَمَّأَ	x					
42	بوء	تَبَوَّأَ	x					
42	جرء	تَجَرَّأَ	v					
42	هيء	تَهَيَّأَ	v					
42	هزء	تَهَزَّأَ	v					
42	جزء	تَجَزَّأَ	v					
43	بطء	تَبَاطَأَ	v					
43	كفء	تَكَافَأَ	v					
43	وطء	تَوَاطَأَ	y					
43	خطء	تَخَاطَأَ	y					
44	درء	اِدَّارَأَ	v					
45	طفء	اِنْطَفَأَ	v					
45	خبء	اِخْتَبَأَ	x					
45	جشء	اِجْتَشَأَ	y					
45	وكء	اِتَّكَأَ	v					
45	بطء	اسْتَبْطَأَ	y					
45	جرء	اِجْتَرَأَ	v					
45	مرء	اِسْتَمْرَأَ	x					
45	قرء	اِسْتَقْرَأَ	y					
45	دفء	اِسْتَدْفَأَ	v					
45	فقء	اِنْفَقَأَ	v					
45	هزء	اِسْتَهْزَأَ	v					
45	بدء	اِبْتَدَأَ	x					
45	ملء	اِمْتَلَأَ	v					
45	لجء	اِلْتَجَأَ	v					
45	كفء	اِنْكَفَأَ	v					
46	وحل	وَحَلَ	y					
46	وصم	وَصَمَ	x					
46	ولق	وَلَقَ	y					
46	وصد	وَصَدَ	x					
46	وحن	وَحَنَ	v					
46	وهف	وَهَفَ	v					
46	وجف	وَجَفَ	v					
46	ودج	وَدَجَ	y					
46	وثب	وَثَبَ	v					
46	وشق	وَشَقَ	y					
46	وضع	وَضَعَ	y					
46	وقف	وَقَفَ	y					
46	وجه	وَجَهَ	y					
46	ودف	وَدَفَ	v					
46	وزف	وَزَفَ	y					
46	وجر	وَجَرَ	y					
46	وغل	وَغَلَ	v					
46	وجم	وَجَمَ	y					
46	وجب	وَجَبَ	y					
46	وسط	وَسَطَ	y					
46	ورع	وَرَعَ	x					
46	وسن	وَسِنَ	v					
46	وحد	وَحَدَ	v					
46	وصل	وَصَلَ	y					
46	وسع	وَسَعَ	x					
46	وثن	وَثَنَ	v					
46	وهج	وَهَجَ	v					
46	وجب	وَجَبَ	v					
46	وسخ	وَسِخَ	v					
46	وله	وَلَهَ	v					
46	وسق	وَسَقَ	x					
46	وزر	وَزَرَ	y					
46	ورط	وَرَطَ	y					
46	ورف	وَرَفَ	v					
46	ودق	وَدَقَ	v					
46	وخم	وَخَمَ	y					
46	وسط	وَسَطَ	y					
46	وصب	وَصَبَ	v					
46	وعر	وَعَرَ	y					
46	ودن	وَدَنَ	y					
46	وسم	وَسَمَ	y					
46	وزع	وَزَعَ	y					
46	ورك	وَرَكَ	v					
46	ورع	وَرَعَ	v					
46	وكر	وَكَرَ	y					
46	وشم	وَشَمَ	x					
46	وكن	وَكَنَ	x					
46	وكد	وَكَدَ	x					
46	وسع	وَسِعَ	y					
46	وصل	وَصَلَ	y					
46	وخط	وَخَطَ	y					
46	وهن	وَهَنَ	v					
46	وجس	وَجَسَ	v					
46	وتن	وَتَنَ	v					
46	وقر	وَقَرَ	v					
46	وزن	وَزَنَ	x					
46	وسق	وَسَقَ	y					
46	وثف	وَثَفَ	x					
46	وهل	وَهَلَ	v					
46	وثر	وَثَرَ	x					
46	وهل	وَهِلَ	v					
46	ورق	وَرَقَ	x					
46	وجد	وَجَدَ	v					
46	وغر	وَغَرَ	y					
46	وزغ	وَزَغَ	v					
46	وسط	وَسَطَ	y					
46	وقر	وَقَرَ	v					
46	وظب	وَظَبَ	x					
46	وعق	وَعَقَ	v					
46	وكد	وَكَدَ	v					
46	وثل	وَثَلَ	y					
46	ولع	وَلَعَ	v					
46	وقب	وَقَبَ	v					
46	وذر	وَذَرَ	x					
46	وضع	وَضَعَ	y					
46	وجز	وَجَزَ	x					
46	وطن	وَطَنَ	v					
46	وبر	وَبَرَ	v					
46	وده	وَدَهَ	y					
46	وشر	وَشَرَ	x					
46	ولغ	وَلَغَ	x					
46	وخف	وَخَفَ	y					
46	وجد	وَجَدَ	yw					
46	ولع	وَلَعَ	v					
46	وقف	وَقَفَ	v					
46	وتد	وَتَدَ	x					
46	ومق	وَمَقَ	y					
46	وكب	وَكَبَ	v					
46	ودع	وَدَعَ	y					
46	ورك	وَرَكَ	y					
46	وفر	وَفَرَ	x					
46	وغ د	وَغَدَ	y					
46	ولب	وَلَبَ	v					
46	وبق	وَبِقَ	v					
46	وعد	وَعَدَ	y					
46	ولف	وَلَفَ	v					
46	وقح	وَقَحَ	v					
46	ورد	وَرَدَ	y					
46	وعز	وَعَزَ	v					
46	وضع	وَضَعَ	y					
46	وقد	وَقَدَ	v					
46	وعد	وَعَدَ	y					
46	ورش	وَرَشَ	y					
46	وخز	وَخَزَ	y					
46	وهب	وَهَبَ	y					
46	ورس	وَرَسَ	v					
46	وظب	وَظَبَ	x					
46	ولد	وَلَدَ	y					
46	وضح	وَضَحَ	v					
46	وعب	وَعَبَ	x					
46	وهم	وَهَمَ	v					
46	وهف	وَهَفَ	v					
46	وقع	وَقَعَ	v					
46	وقت	وَقَتَ	x					
46	وفد	وَفَدَ	v					
46	وطد	وَطَدَ	y					
46	وبل	وَبَلَ	y					
46	وشج	وَشَجَ	y					
46	وقع	وَقَعَ	v					
46	وكل	وَكَلَ	y					
46	وكف	وَكَفَ	x					
46	وفض	وَفَضَ	v					
46	وقر	وَقَرَ	y					
46	وظف	وَظَفَ	y					
46	وسل	وَسَلَ	v					
46	وحش	وَحَشَ	v					
46	وعك	وَعَكَ	y					
46	ودن	وَدَنَ	y					
46	وقع	وَقَعَ	v					
46	وصف	وَصَفَ	y					
46	وكر	وَكَرَ	v					
46	وبق	وَبَقَ	v					
46	وتن	وَتَنَ	y					
46	وجد	وَجَدَ	v					
46	وزر	وَزَرَ	x					
46	وجد	وَجَدَ	v					
46	ومض	وَمَضَ	v					
46	وجب	وَجَبَ	v					
46	ولج	وَلَجَ	x					
46	وجن	وَجَنَ	x					
46	وحف	وَحَفَ	v					
46	وثق	وَثِقَ	y					
46	وتر	وَتَرَ	y					
46	وعظ	وَعَظَ	y					
46	وزف	وَزَفَ	v					
47	ودن	وَدِنَ	v					
47	وذم	وَذِمَ	v					
47	وبه	وَبِهَ	v					
47	ودق	وَدِقَ	v					
47	وذر	وَذِرَ	y					
47	وقر	وَقِرَ	v					
47	وعق	وَعِقَ	v					
47	وحش	وَحِشَ	v					
47	وحم	وَحِمَ	x					
47	وخم	تَخِمَ	v					
47	وره	وَرِهَ	v					
47	ورب	وَرِبَ	v					
47	وبد	وَبِدَ	v					
47	وبر	وَبِرَ	v					
47	وقح	وَقِحَ	v					
47	وجع	وَجِعَ	y					
47	وبق	وَبِقَ	v					
47	ودك	وَدِكَ	v					
47	ورس	وَرِسَ	v					
47	وحر	وَحِرَ	v					
47	ومد	وَمِدَ	v					
47	وهم	وَهِمَ	v					
47	وحن	وَحِنَ	v					
47	وفق	وَفِقَ	v					
47	ورث	وَرِثَ	x					
47	وجل	وَجِلَ	v					
47	ورع	وَرِعَ	v					
47	وحف	وَحِفَ	v					
47	ولع	وَلِعَ	v					
47	وعث	وَعِثَ	v					
47	ورش	وَرِشَ	v					
47	وجر	وَجِرَ	v					
47	وحل	وَحِلَ	v					
47	وله	وَلِهَ	v					
47	وكف	وَكِفَ	v					
47	وشق	وَشِقَ	v					
47	وغر	وَغِرَ	v					
47	وصب	وَصِبَ	v					
47	وعر	وَعِرَ	v					
47	وره	وَرِهَ	v					
47	وضح	وَضِحَ	v					
47	وقع	وَقِعَ	v					
47	ورك	وَرِكَ	v					
47	وخم	وَخِمَ	v					
47	وبش	وَبِشَ	v					
47	وكب	وَكِبَ	v					
47	وضع	وَضِعَ	v					
47	ورم	وَرِمَ	v					
48	ورق	اِيراقَّ	v					
49	يمن	يَمُنَ	u					
49	يقظ	يَقُظَ	u					
49	يتم	يَتُمَ	u					
49	يسر	يَسُرَ	u					
50	يتم	أَيْتَمَ	y					
50	يسر	أَيْسَرَ	v					
50	يفع	أَيْفَعَ	v					
50	ينع	أَيْنَعَ	v					
50	يقظ	أَيْقَظَ	y					
50	يبس	أَيْبَسَ	x					
50	يقن	أَيْقَنَ	y					
50	يمن	أَيْمَنَ	x					
51	بوخ	بَاخَ	v					
51	شوط	شَاطَ	v					
51	حوج	حَاجَ	v					
51	ديك	دَاكَ	y					
51	حوق	حَاقَ	x					
51	حوط	حَاطَ	y					
51	حوض	حَاضَ	x					
51	نول	نَالَ	y					
51	حود	حَادَ	v					
51	حوش	حَاشَ	y					
51	حوم	حَامَ	v					
51	ثوب	ثَابَ	v					
51	جوب	جَابَ	x					
51	حيل	حَالَ	v					
51	توق	تَاقَ	v					
51	جوش	جَاشَ	v					
51	جود	جَادَ	y					
51	خول	خَالَ	x					
51	ذوب	ذَابَ	v					
51	روح	رَاحَ	v					
51	خول	خَالَ	x					
51	عوص	عَاصَ	v					
51	دور	دَارَ	x					
51	دوس	دَاسَ	x					
51	خور	خَارَ	v					
51	قوت	قَاتَ	y					
51	دوح	دَاحَ	v					
51	نور	نَارَ	x					
51	طوع	طَاعَ	x					
51	دوم	دَامَ	v					
51	صوع	صَاعَ	y					
51	لوث	لَاثَ	x					
51	قول	قَالَ	x					
51	روق	رَاقَ	v					
51	سور	سَارَ	x					
51	زوح	زَاحَ	x					
51	رود	رَادَ	v					
51	جوز	جَازَ	x					
51	حوف	حَافَ	y					
51	بور	بَارَ	v					
51	موق	مَاقَ	v					
51	روض	رَاضَ	y					
51	زود	زَادَ	v					
51	زور	زَارَ	y					
51	دول	دَالَ	v					
51	روز	رَازَ	y					
51	زول	زَالَ	v					
51	سوخ	سَاخَ	v					
51	سوس	سَاسَ	x					
51	كور	كَارَ	x					
51	صوف	صَافَ	v					
51	فوت	فَاتَ	y					
51	روق	رَاقَ	y					
51	رود	رَادَ	y					
51	عوف	عَافَ	v					
51	سوع	سَاعَ	v					
51	شوه	شَاهَ	v					
51	فوح	فَاحَ	v					
51	عوج	عَاجَ	v					
51	فوق	فَاقَ	x					
51	سوط	سَاطَ	v					
51	نوب	نَابَ	y					
51	رون	رَانَ	v					
51	هون	هَانَ	v					
51	طوس	طَاسَ	x					
51	حوت	حَاتَ	v					
51	حوز	حَازَ	y					
51	دون	دَانَ	v					
51	خون	خَانَ	y					
51	جوس	جَاسَ	x					
51	فوق	فَاقَ	v					
51	قوف	قَافَ	x					
51	عود	عَادَ	y					
51	مول	مَالَ	y					
51	صوم	صَامَ	x					
51	شوص	شَاصَ	x					
51	لوع	لَاعَ	y					
51	روش	رَاشَ	y					
51	صول	صَالَ	v					
51	شول	شَالَ	x					
51	صور	صَارَ	x					
51	زوغ	زَاغَ	v					
51	جوع	جَاعَ	v					
51	زوغ	زَاغَ	x					
51	شوظ	شَاظَ	v					
51	حور	حَارَ	x					
51	طوق	طَاقَ	x					
51	ضوع	ضَاعَ	y					
51	صوخ	صَاخَ	v					
51	صوت	صَاتَ	v					
51	لوك	لَاكَ	x					
51	شوك	شَاكَ	yz					
51	طول	طَالَ	v					
51	خور	خَارَ	v					
51	حول	حَالَ	v					
51	كون	كَانَ	v					
51	قوض	قَاضَ	x					
51	دوه	دَاهَ	v					
51	جود	جَادَ	x					
51	خوض	خَاضَ	y					
51	جوح	جَاحَ	x					
51	جود	جَادَ	v					
51	بوح	بَاحَ	y					
51	نوع	نَاعَ	x					
51	عوذ	عَاذَ	v					
51	لوف	لَافَ	x					
51	جول	جَالَ	v					
51	عوم	عَامَ	v					
51	عور	عَارَ	y					
51	عوض	عَاضَ	y					
51	قوس	قَاسَ	y					
51	عول	عَالَ	y					
51	غوص	غَاصَ	v					
51	عوق	عَاقَ	y					
51	قوق	قَاقَ	v					
51	فوه	فَاهَ	v					
51	فوق	فَاقَ	y					
51	ذوق	ذَاقَ	y					
51	لوذ	لَاذَ	v					
51	قود	قَادَ	y					
51	روغ	رَاغَ	v					
51	غور	غَارَ	v					
51	موج	مَاجَ	v					
51	لوم	لَامَ	y					
51	قوم	قَامَ	y					
51	شور	شَارَ	x					
51	موت	مَاتَ	v					
51	مور	مَارَ	v					
51	لوج	لَاجَ	x					
51	موس	مَاسَ	x					
51	موه	مَاهَ	v					
51	قور	قَارَ	y					
51	نوح	نَاحَ	y					
51	نوش	نَاشَ	y					
51	قوع	قَاعَ	v					
51	ثور	ثَارَ	v					
51	حوك	حَاكَ	x					
51	بوس	بَاسَ	y					
51	صون	صَانَ	x					
51	سوم	سَامَ	yz					
51	طود	طَادَ	v					
51	ضور	ضَارَ	y					
51	جور	جَارَ	v					
51	دوف	دَافَ	x					
51	شوع	شَاعَ	v					
51	شوق	شَاقَ	y					
51	نور	نَارَ	v					
51	روج	رَاجَ	v					
51	شوف	شَافَ	x					
51	بول	بَالَ	v					
51	غيث	غَاثَ	y					
51	لوت	لَاتَ	y					
51	حيز	حَازَ	y					
51	هور	هَارَ	y					
51	هون	هَانَ	v					
51	هوش	هَاشَ	x					
51	نوه	نَاهَ	y					
51	عود	عَادَ	y					
51	سوط	سَاطَ	y					
51	لوه	لَاهَ	x					
51	هود	هَادَ	v					
51	نوف	نَافَ	x					
51	نوض	نَاضَ	x					
51	توب	تَابَ	v					
51	موص	مَاصَ	x					
51	صوب	صَابَ	x					
51	زوج	زَاجَ	v					
51	موت	مَاتَ	v					
51	روس	رَاسَ	y					
51	ذود	ذَادَ	x					
51	نوم	نَامَ	x					
51	صوغ	صَاغَ	y					
51	سوق	سَاقَ	y					
51	روح	رَاحَ	y					
51	غور	غَارَ	y					
51	طوح	طَاحَ	v					
51	هيل	هَالَ	y					
51	سوغ	سَاغَ	x					
51	روب	رَابَ	v					
51	لوط	لَاطَ	x					
51	نوب	نَابَ	v					
51	سود	سَادَ	y					
51	جوم	جَامَ	v					
51	طور	طَارَ	x					
51	روع	رَاعَ	y					
51	فوز	فَازَ	v					
51	فور	فَارَ	v					
51	حور	حَارَ	v					
51	شوب	شَابَ	x					
51	روث	رَاثَ	v					
51	لوح	لَاحَ	y					
51	نوس	نَاسَ	x					
51	عوج	عَاجَ	x					
51	نوط	نَاطَ	x					
51	حيك	حَاكَ	x					
51	طوف	طَافَ	x					
52	غير	غَارَ	v					
52	روح	رَاحَ	v					
52	خوف	خَافَ	yw					
52	دود	دَادَ	v					
52	خيل	خَالَ	yw					
52	روح	رَاحَ	x					
52	حير	حَارَ	v					
52	نوم	نَامَ	x					
52	سوس	سَاسَ	v					
52	شوك	شَاكَ	x					
52	نوم	نَامَ	x					
52	روح	رَاحَ	x					
52	هيب	هَابَ	y					
53	ضيع	أَضَاعَ	yz					
53	عول	أَعَالَ	y					
53	فيض	أَفَاضَ	x					
53	خوف	أَخَافَ	yw					
53	روح	أَرَاحَ	y					
53	روق	أَرَاقَ	x					
53	بين	أَبَانَ	x					
53	صوب	أَصَابَ	y					
53	شيد	أَشَادَ	x					
53	ميط	أَمَاطَ	y					
53	ذوب	أَذَابَ	y					
53	نوم	أَنَامَ	y					
53	شيح	أَشَاحَ	x					
53	فود;فيد	أَفَادَ	y					
53	طول	أَطَالَ	x					
53	جوع	أَجَاعَ	y					
53	جير	أَجَارَ	y					
53	حور	أَحَارَ	x					
53	سوغ	أَسَاغَ	yz					
53	دور	أَدَارَ	y					
53	لوم	أَلَامَ	y					
53	زيل	أَزَالَ	y					
53	بيت	أَبَاتَ	y					
53	نور	أَنَارَ	x					
53	لوذ	أَلَاذَ	v					
53	طوع	أَطَاعَ	y					
53	ذوق	أَذَاقَ	yz					
53	فوخ	أَفَاخَ	v					
53	رود	أَرَادَ	y					
53	جوز	أَجَازَ	y					
53	لين	أَلَانَ	x					
53	عيش	أَعَاشَ	y					
53	شيع	أَشَاعَ	x					
53	قوم	أَقَامَ	yz					
53	صوت	أَصَاتَ	y					
53	تيح	أَتَاحَ	x					
53	ميل	أَمَالَ	y					
53	هيب	أَهَابَ	v					
53	ريث	أَرَاثَ	y					
53	عور	أَعَارَ	yz					
53	بوح	أَبَاحَ	x					
53	زيغ	أَزَاغَ	y					
53	جول	أَجَالَ	x					
53	ريب	أَرَابَ	y					
53	دين	أَدَانَ	y					
53	دوم	أَدَامَ	x					
53	ثور	أَثَارَ	y					
53	شور	أَشَارَ	y					
53	خيل	أَخَالَ	x					
53	فوح;فيح	أَفَاحَ	x					
53	غيض	أَغَاضَ	x					
53	لوع;ليع	أَلَاعَ	y					
53	سيل	أَسَالَ	x					
53	طيف	أَطَافَ	v					
53	صوخ	أَصَاخَ	v					
53	طير	أَطَارَ	x					
53	روع	أَرَاعَ	y					
53	غيل	أَغَالَ	y					
53	نوف	أَنَافَ	v					
53	عوق	أَعَاقَ	y					
53	نوط	أَنَاطَ	y					
53	حول	أَحَالَ	y					
53	غيظ	أَغَاظَ	y					
53	هيج	أَهَاجَ	y					
53	نول	أَنَالَ	y					
53	نوب	أَنَابَ	y					
53	عود	أَعَادَ	y					
53	غيث	أَغَاثَ	y					
53	طوق	أَطَاقَ	x					
53	غير	أَغَارَ	y					
53	زوح;زيح	أَزَاحَ	y					
53	طيب	أَطَابَ	x					
53	نوخ	أَنَاخَ	x					
53	ذيع	أَذَاعَ	x					
53	غوث	أَغَاثَ	y					
53	جوب	أَجَابَ	y					
53	عوذ	أَعَاذَ	y					
53	عون	أَعَانَ	y					
53	زول	أَزَالَ	y					
53	طيح	أَطَاحَ	x					
53	ضيف	أَضَافَ	y					
53	حوط	أَحَاطَ	y					
53	بيد	أَبَادَ	y					
53	غور	أَغَارَ	y					
53	حيق	أَحَاقَ	x					
53	هون	أَهَانَ	y					
53	زوغ	أزَاغَ	y					
53	قيل	أَقَالَ	y					
53	غيم	أَغَامَ	v					
53	موت	أَمَاتَ	y					
53	فوق	أَفَاقَ	y					
53	لوح	أَلَاحَ	y					
53	ثوب	أَثَابَ	y					
53	طوف	أَطَافَ	x					
53	جود	أَجَادَ	yz					
54	سيب	اِنْسَابَ	v					
54	حوج	اِحْتَاجَ	v					
54	صيف	اِصْطَافَ	v					
54	زين	اِزْدَانَ	v					
54	طير	اِنْطَارَ	v					
54	روح	اِرْتَاحَ	v					
54	قوت	اِقْتَاتَ	x					
54	زود;زيد	اِزْدَادَ	x					
54	خيل	اِخْتَالَ	v					
54	خير	اِخْتَارَ	y					
54	جول	اِنْجَالَ	v					
54	صوب	اِنْصَابَ	v					
54	حول	اِحْتَالَ	v					
54	صوع;صيع	اِنْصَاعَ	v					
54	هيل	اِنْهَالَ	v					
54	ضيف	اِنْضَافَ	v					
54	روع	اِرْتَاعَ	v					
54	حوز	اِنْحَازَ	v					
54	هيج	اِهْتَاجَ	v					
54	نوب	اِنْتَابَ	y					
54	حوط	اِحْتَاطَ	v					
54	غول;غيل	اِغْتَالَ	y					
54	غيب	اِغْتَابَ	y					
54	زوح;زيح	اِنْزَاحَ	v					
54	صيد	اِصْطَادَ	y					
54	صوت	اِنْصَاتَ	v					
54	بيع	اِبْتَاعَ	x					
