#رقم 	مشكول	غير مشكول	جذر	وزن	صنف	اصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرده المحسوب	تأنيث	تثنية	ج.مؤ.س	ج. مذ. س.	منقوص	تنوين النصب	نسب	إض. لف.	ـو	نكرة	معرف	غ. عاقل	عاقل	تنون النصب للجمع	شرح
3507	رَادَارٌ	رادار	رادار					مذكر			مفرد	ات 			DnN	Pf			Tn	R								: جِهَازٌ إلِكْتِرُونِيٌّ مُرْسِلٌ لِمَوْجَاتٍ هِرْتِزِيَّةٌ لاَقِطٌّ لِمَوْجَاتٍمُنْعَكِسَةٍ مِنْهَا، لَهُ القُدْرَةُ عَلَى تَحَسُّسِ أَجْسَامٍ بَعِيدَةٍ وَتَمْيِيزِها كَالسُّفُنِ وَالطَّائِرَاتِ وَتحْدِيدِ اتِّجَاهَاتِهَا.
3508	رَادْيُو	راديو	راديو					مذكر			مفرد	ات 			DnN	Pf			Tn	R			O	O	N	N		: جِهَازُ الإِرْسَالِ، ن. المِذْيَاعُ.
3510	رَأْسٌ	رأس	رأس					مذكر			مفرد	رُؤُوسٌ 			DnN				Tn	R								". 1. (تش). ""رَأْسُ الإنْسَانِ"" : الجُمْجُمَةُ فِي أعْلَى الجِسْمِ، وَهُوَ يَضُمُّ الدِّمَاغَ وَحَاسَّةَ النَّظَرِ والسَّمْعِ وَالذَّوْقِ والشَّمِّ. ""حَرَّكَ رَأْسَهُ بِالْمُوَافَقَةِ"". 2. ""غِطَاءُ الرَّأْسِ"" : القُبَّعَةُ، الطَّاقِيَّةُ وَنَحْوُهُمَا. 3.""كَانَ عَلَى رَأْسِ الوَفْدِ"" : فِي مُقَدِّمَتِهِ، مُشْرِفاً عَلَيْهِ. 4.""تَوَصَّلَ بِهَدَايَا رَأْسِ السَّنَةِ"" : بِدَايَةِ السَّنَةِ، أَوَّلِ يَوْمٍ مِنَ السَّنَةِ الهِجْرِيَّةِ أوِ المِيلاَدِيَّةِ. 5. ""عَادَ إلَى مَسْقَطِ رَأْسِهِ"" : الْمَكَانُ الَّذِي وُلِدَ فِيهِ. 6. ""تَعَشَّى مَعَهُ رَأْساً لِرَأْسٍ"" : عَلَى انْفِرادٍ، وَجْهاً لِوَجْهٍ. 7. ""رَكِبَ رَأْسَهُ"" : عَمِلَ بِرَأْيِهِ دُونَ مَشُورَةٍ. 8.""أعَادَتْ تَنْظِيمَ الغُرْفَةِ رَأْساً عَلَى عَقِبٍ"" : حَوَّلَتْ كُلَّ مَا كَانَ بِهَا. 9. ""كُلُّ طَلَبَاتِكَ سَأُنْجِزُهَا عَلى الرَّأْسِ وَالعَيْنِ"" : بِكُلِّ طِيبَةِ خَاطِرٍ. 10. ""شَرِبَ مِنْ رَأْسِ العَيْنِ"" : مِنَ الْمَنْبَعِ. 11. ""أَعْلَنَ عَلَى رُؤُوسِ الأَشْهَادِ كُلَّ الوَقَائِعِ"" : أَظْهَرَ كُلَّ شَيْءٍ عَلاَنِيَةً. 12.""أَحْصَى أَرْبَعِينَ رَأْساً مِنَ الغَنَمِ"" : تُ"
3512	رَئِيسٌ	رئيس	رأس					مذكر			مفرد	+ات; رُؤَسَاءُ 		Ta 	DnT	Pf			Tn	R								". 1.""اِنْتَخَبُوا الرَّئِيسَ"" : أي الْمَسْؤُولَ الْمُباشِرَ عَلَى رَأْسِ بَلَدٍ أوْ مُنَظَّمَةٍ ومَا شابَهَ ذَلِكَ. ""رَئِيسُ الدَّوْلَةِ"" ""رَئِيسُ الجُمْهُورِيَّةِ"" ""رَئِيسَةُ الحُكومَةِ"" ""رَئيسُ مَجْلِسِ النُّوَّابِ"". 2.""الأَعْضَاءُ الرَّئِي"
3515	رَافِدٌ	رافد	رافدان					مذكر			مفرد				DnN				Tn	R								: نَهْرَا دِجْلَةَ وَالفُرَاتِ.
3516	رَاقُولٌ	راقول	راقول					مذكر			مفرد	رَوَاقِيلُ 			DnN				Tn	R								ج: رَوَاقِيلُ. : حَبْلٌ يُصْعَدُ بِهِ عَلَى النَّخْلِ.
3521	رَاوُوقٌ	راووق	راووق					مذكر			مفرد	رَوَاوِيقُ			DnN				Tn	R								ج: رَوَاوِيقُ. 1.: المِصْفَاةُ. 2.: الكَأسُ.
3525	رُؤْيَا	رؤيا	رأي					مذكر			مفرد	رُؤًى 			Dy					RwR0							Non	". 1. ""رَأى رُؤْيَا فِي مَنَامِهِ"" : حُلْماً. الفتح آية 27 لَقَدْ صَدَقَ اللَّهُ رَسُولَهُ الرُّؤْيَا بِالحَقِّ .(قرآن). 2.""الرُّؤْيَا الصَّادِقَةُ"" : العَلاَمَةُ الأُولَى لِكَشْفِ الغَيْبِ."
3534	مَرْبَأٌ	مربأ	ربأ					مذكر			مفرد			Ta 	DnT	Pf			Tn	Rz								"مَرْبَأٌ-مَرْبَأٌ، ةٌ [ر ب أ]. 1.""مَرْبَأُ أَوْ مَرْبَأَةُ الْمُرَاقِبِ"" : مَكَانٌ يَقِفُ فِيهِ الْمُرَاقِبُ. 2.""مَرْبَأَةُ البَازِيِّ"" : مَكَانٌ يَقِفُ فِيهِ."
3538	رَبُّ	رب	ربب					مذكر			مفرد	أرْبَابٌ; رُبُوبٌ 			DnN				Tn									". 1.""رَبُّ العَالَمِينَ"" : اللهُ، مِنْ أسْمَاءِ اللَّهِ تَعَالَى وَلاَ يُقَالُ الرَّبُّ فِي غَيْرِ اللهِ إِلاَّ بِالإِضَافَةِ. ""تُطَارِدُنِي لأِنِّي غَيْرَ رَبِّي وَحْدَهُ لَمْ أتَّخِذْ رَبّاً"". (بدر شاكر السياب). 2.""رَبُّ الْمَعْمَلِ"" : مَالِكُهُ، صاحِبُهُ. 3.""لِلْبَيْتِ رَبٌّ يَحْمِيهِ"" : سَيِّدٌ. ""رَبُّ الدَّارِ""."
3543	رَبِيبٌ	ربيب	ربب					مذكر			مفرد	أَرِبَّةٌ 			DnN				Tn	R								". 1. ""لَمْ يَكُنِ الزَّوْجُ يَحْتَمِلُ وُجودَ رَبيبٍ في البَيْتِ"" : اِبْنُ امْرَأَةٍ مِنْ زَوْجٍ سابِقٍ. 2. ""لَمْ تَكُن عَلاَقَتُهُ مَعَ رَبِيبِهِ سَهْلَةً"" : زَوْجُ الأُمِّ."
3549	مِرْبَدٌ	مربد	ربد					مذكر			مفرد	مَرَابِدُ 			DnN				Tn	R								". 1.""مِرْبَدُ الإِبِلِ"" : مَحْبَسُهَا، مَوْقِفُهَا، سُوقُهَا. 2.""مِرْبَدُ الدَّارِ"" : مَا وَرَاءهَا مِنْ فَضَاءٍ. 3.""مِرْبَدُ البَصْرَةِ"" : سُوقُ الإِبِلِ وَفِيهِ كَانَ الشُّعَرَاءُ يَجْتَمِعُونَ لِإِنْشَادِ أَشْعَارِهِمْ. 4.""مِرْبَدُ التَّمْرِ"" : مَا يُبْسَطُ ويُجَفَّفُ فِيهِ."
3552	رَبْرَبٌ	ربرب	ربرب					مذكر			مفرد	رَبارِبُ 			DnN				Tn	R								". ""لاَحَ رَبْرَبٌ مِنْ بَعِيدٍ فاهْتَزَّ الصَّائِدُ مُتَرَبِّصاً"" : القَطِيعُ مِنْ بَقَرِ الوَحْشِ أَوِ البَقَرِ الأَلِيفِ أَوِ الغِزْلانِ."
3554	رَبَضٌ	ربض	ربض					مذكر			مفرد	أَرْباضٌ 			DnN				Tn	R								". 1.""أَدْخَلَ الغَنَمَ إلى الرَّبَضِ"" : مَأْواها. 2.""أَرْبَاضُ الْمَدِينَةِ"" : نَواحِيهَا، ضَواحِيهَا. 3.""رَبَضُ الْمَدينَةِ"" : سُورُها."
3557	مَرْبِضٌ	مربض	ربض					مذكر			مفرد	مَرَابِضُ 			DnN				Tn	R								". ""مَرْبِضُ الدَّوَابِّ"" : مَوْضِعُ إِقَامَتِهَا، رَبْضِهَا."
3562	مَرْبَطٌ	مربط	ربط					مذكر			مفرد	مَرَابِطُ 			DnN				Tn	R								". ""مَرْبَطُ الدَّوَابِّ"" : مَوْضِعُ رَبْطِهَا."
3564	مِرْبَطٌ	مربط	ربط					مذكر			مفرد	مَرَابِطُ 		Ta 	DnT	Pf			Tn	R								". ""مِرْبَطُ الدَّابَّةِ"" : مَا تُرْبَطُ بِهِ."
3567	أَرْبَعُ	أربع	ربع					مذكر			مفرد	عَدَدٌ مُفْرَدٌ; مَعْدُودُهُ جَمْعٌ مُؤَنَّثٌ						Tn					O	O	N	N	Non	"أَرْبَعُ-أَرْبَعُ [ر ب ع]. : عَدَدٌ مُفْرَدٌ، مَعْدُودُهُ جَمْعٌ مُؤَنَّثٌ. 1.""دَخَلَتِ القَاعَةَ أَرْبَعُ نِسَاءٍ مَعَ أَرْبَعِ بَنَاتٍ"". ""زُرْتُهُ أَرْبَعَ مَرَّاتٍ"". 2. ""صَارَ عُمْرُها أَرْبَعَ عَشْرَةَ سَنَةً"" : عَدَدٌ مُرَكَّبٌ مَعْدُودُهُ مُفْرَدٌ مُؤَنَّثٌ مَنْصُوبٌ عَلَى التَّمْيِيزِ. 3.""يَتَقَلَّبُ مَعَ الرِّيَاحِ الأَرْبَعِ"" : الصَّبَا وَالدَّبُورُ وَالجَنُوبُ وَالشَّمَالُ. 4.""حَيَوَانٌ مِنْ ذَوَاتِ الأَرْبَعِ"" : يَمْشِي عَلَى أَرْبَعِ قَوَائِمَ."
3569	رَابِعٌ	رابع	ربع					مذكر			مفرد			Ta 	DnT	Pf			Tn									"رَابِعٌ-رَابِعٌ، ةٌ [ر ب ع]. 1.: عَدَدٌ يَدُلُّ عَلَى التَّرْتِيبِ وَيَكُونُ معْدُودُهُ مُذَكَّراً : ""هُوَ الرَّابِعُ فِي الصَّفِّ"" : أيْ كَانَتْ رُتْبَتُهُ بَيْنَ الثَّالِثِ وَالخَامِسِ وَيُعْرَبُ نَعْتاً فِي المِثَالِ التَّالِي : ""وَصَلَ الفَائِزُ الرَّابِعُ""، وَإذَا لَمْ يُذْكَرْ مَعدُودُهُ : ""وَصَلَ الرَّابِعُ"" فَيُعْرَبُ فاعِلَ وَصَلَ، وَإذَا قُلْتَ : ""كَلَّمْتُ الرَّابِعَ"" فَيُعْرَبُ مَفْعُولاً بِهِ، وَهَكَذَا يُعْرَبُ حَسَبَ مَوْقِعِهِ فِي الجُمْلَةِ. ""الجُزْءُ الرَّابِعُ"" ""الدَّرَجَةُ الرَّابِعَةُ"" ""تُشِيرُ السَّاعَةُ إلَى الرَّابِعَةِ"". 2.""رَابِعَ عَشَرَ"" : عَدَدٌ مُرَكَّبٌ يَدُلُّ علَى التَّرْتِيبِ مَعْدُودُهُ مُذَكَّرٌ و""رَابِعَةَ عَشْرَةَ"" ‎: يَكُونُ مَعْدُودُهُ مُؤَنَّثاً. 3.""رَابِعُ الْمُسْتَحِيلاَتِ"" : الأَمْرُ الْمُسْتَحِيلُ الَّذِي يَصْعُبُ تَصَوُّرُهُ. 4.""رَابِعاً"" : تَعْيِينُ التَّرْتِيبِ عِنْدَمَا يَتَعَلَّقُ الأَمْرُ بِمَوْضُوعٍ مُكَوَّنٍ مِنْ عِدَّةِ عَنَاصِرَ."
3572	رُبُعٌ	ربع	ربع					مذكر			مفرد	أَرْبَاعٌ 			DnN				Tn	R								. ن. رُبْعٌ.
3574	رُبْعٌ	ربع	ربع					مذكر			مفرد	أَرْبَاعٌ 			DnN				Tn	R								". 1. ""تُشِيرُ السَّاعَةُ إلَى الوَاحِدَةِ والرُّبْعِ"" : أيْ مَا يُعَادِلُ خَمْسَ عَشْرَةَ دَقِيقَةً، رُبْعُ سَاعَةٍ، وَالسَّاعَةُ أرْبَعةُ أجْزَاءٍ، والرُّبْعُ جُزْءٌ مِنْهَا. 2. ""أَخَذَ رُبْعَ الحِصَّةِ"" : أَيْ جُزْءاً مِنْ أرْبَعَةِ أَجْزَاءِ الحِصَّةِ. 3. ""رُبْعُ الدَّائِرَةِ"": جُزْءٌ مِنْ أرْبَعةِ أَجْزَاءِ مُحِيطِهَا، وَهُو 90 دَرَجَةً."
3579	رَبِيعٌ	ربيع	ربع					مذكر			مفرد	أَرْبِعةٌ; رِبَاعٌ; أرْبِعَاءُ 			DnN				Tn	R								". 1.""حَلَّ فَصْلُ الرَّبِيعِ"" : فَصْلٌ مِنَ الفُصُولِ الأرْبَعَةِ عَلَى مَدَارِ السَّنَةِ يَمْتَدُّ مِنْ 21 مَارِسَ، (آذَارَ) إلَى 21 جوان، (حَزِيرانَ). 2.""رَبِيعٌ الأوَّلُ"" : الشَّهْرُ الثَّالِثُ مِنَ السَّنَةِ الهِجْرِيَّةِ، عَدَدُ أيَّامِهِ (30) يَوْماً ويُمْكِنُ أَنْ يَكُونَ (29) يَوْماً فَقَطْ. 3.""رَبِيعٌ الثَّانِي"": الشَّهْرُ الرَّابِعُ مِنَ السَّنَةِ الهِجْرِيَّةِ، عَدَدُ أَيَّامِهِ (29) يَوْماً وَيُمْكِنُ أَنْ يَكُونَ (30) يَوْماً. 4. ""يَقْضُمُ الغَنَمُ الرَّبِيعَ"" : الرَّجيعُ، الرَّجْعُ مَا يَنْبُتُ فِي فَصْلِ الرَّبِيعِ مِنْ عُشْبٍ وَكَلإٍ. 5.""أيَنَمَا وَلَّيْتَ وَجْهَكَ تَجِدْ زَهْرَةَ الرَّبِيعِ"" : زَهْرَةً بَيْضَاءَ أوْ وَرْدِيَّةً، وَسَطُهَا أصْفَرُ اللَّوْنِ تَكْثُرُ فِي الحُقُولِ والبَسَاتِينِ. 6.""رَبيعُ العُمْرِ"" : قُوَّةُ الشَّبَابِ وَفُتُوّتُهُ."
3587	مَرْبَعٌ	مربع	ربع					مذكر			مفرد	مَرَابِعُ 			DnN				Tn	R								". 1.""مَرْبَعُ الرَّبِيعِ"" : مَطَرُهُ. 2.""قَضَى عُطْلَتَهُ فِي الْمَرْبَعِ"" : مَكَانُ إِقَامَتِهِ فِي فَصْلِ الرَّبِيعِ."
3589	مِرْبَعٌ	مربع	ربع					مذكر			مفرد	مَرابِعُ 			DnN				Tn	R								. : عَصاً يأْخُذُ رَجُلاَنِ بِطَرَفَيْهَا لِيَحْمِلاَ بِهَا الحِمْلَ عَلى الدَّابَّةِ.
3591	رِبْقٌ	ربق	ربق					مذكر			مفرد	أرْبَاقٌ; رِبَاقٌ; رِبَقٌ 		Ta 	DnT	Pf			Tn	R								". 1.: حَبْلٌ فِيهِ عُرًى عَدِيدَةٌ، كُلُّ عُرْوَةٍ فِيهَا رِبْقَةٌ تُشَدُّ بِهَا البَهَائِمُ وَالغَنَمُ. 2.""حَلَّ رِبْقَتَهُ"" : فَرَّجَ كُرْبَتَهُ. ""لا يَرْضَى الحُرُّ رِبْقَةَ الذُّلِّ"" l ""رِبْقَةُ الاسْتِعْبادِ""."
3602	رَبْلٌ	ربل	ربل					مذكر			مفرد	رُبولٌ 			DnN				Tn	R			O	O	O	N		(نب).: جِنْسُ نَباتٍ بَرِّيٍّ وَتَزْيِينِيٍّ مِنْ فَصِيلَةِ الفُوِّيّاتِ، أنْوَاعُهُ عَدِيدَةٌ، بَعْضُهَا شَائِكٌ وَجَعْدٌ، ثِمَارُهُ عِنَبِيَّةٌ ثُنَائِيَّةُ الفِلْقَةِ، يَعْلُو ثِمارَهُ زَهْرٌ أُقْحُوانِيٌّ الشَّكْلِ، يَكْثُرُ فِي الأرَاضِي الرَّطْبَةِ وَعلى ضِفَافِ الأَنْهَارِ، يُسْتَخْرَجُ مِنْ ثِمَارِهِ صِباغٌ أَزْرَقُ جَيِّدٌ.
3612	رِبَا	ربا	ربو					مذكر			مفرد				Dw					Rw							Non	"رِبَا-رِبَا [ر ب و]. ""يَعِيشُ عَلَى الرِّبَا"" : مَا يَتَقَاضَاهُ الْمُرَابِي مِن فَائِدَةٍ مِنْ مَدِينِهِ مُقَابِلَ مَا أقْرَضَهُ مِنْ مَالٍ. البقرة آية 275 وَأحَلَّ اللَّهُ البَيْعَ وَحَرَّمَ الرِّبَا (قرآن) ""الرِّبَا هُوَ كَسْبٌ بِدُونِ مُقَابِلٍ مَادِّيٍّ وَفِيهِ مَعْنَى الغَصْبِ"". (ع. الكواكبي)."
3620	رَاتِب	راتب	رتب					مذكر			مفرد				DnN				Tn	R								
3624	رَتٌّ	رت	رتت					مذكر			مفرد	رُتُوتٌ; رَتَتَةٌ 			DnN				Tn	R								". 1. ""هُوَ رَتُّ القَوْمِ"": سَيِّدُهُمْ، رَئِيسُهُمْ. ""هُوَ مِنْ رُتُوتِ النَّاسِ"" : أيْ مِنْ رُؤَسَائِهِمْ. 2. ""الرَّتُّ"" (حو).: الخِنْزِيرُ الوَحْشِيُّ."
3630	رِتَاجٌ	رتاج	رتج					مذكر			مفرد	رُتُجٌ 			DnN				Tn	R								". ""رِتَاجُ القَصْرِ"" : بَابُهُ العَظِيمُ،، البَابُ الْمُغْلَقُ وَفِيهِ بَابٌ صَغِيرٌ. وَتُطْلَقُ كَلِمةُ رِتَاج عَلَى البَاب عُمُوماً."
3632	مِرْتَاجٌ	مرتاج	رتج					مذكر			مفرد	مَرَاتِيجُ 			DnN				Tn	R								". ""مِرْتَاجُ البَابِ"" : مَا يُغْلَقُ بِهِ البَابُ، مِغْلاَقٌ، رِتَاجٌ، مِزْلاجٌ."
3634	مَرْتَعٌ	مرتع	رتع					مذكر			مفرد	مَرَاتِعُ 			DnN				Tn	R								". ""اِنْتَشَرَتِ الْمَاشِيَةُ فِي مَرَاتِعِهَا"" : الْمَوْضِعُ الَّذِي تَرْتَعُ فِيهِ. ""مَرْتَعُ الجُمْهُورِ"" ""الظُّلْمُ مَرْتَعُهُ وَخِيمٌ""."
3640	رَثٌّ	رث	رثث					مذكر			مفرد	رِثَاثٌ 		Ta 	DnT	Pf			Tn	R			O	O	O	N		". 1.""يَرْتَدِي ثَوْباً رَثَّاً"" : بَالِياً، مُتَّسِخاً، مُمَزَّقاً. ""مَتَاعٌ رَثٌّ"". 2.""رَأيْتُهُ رَثَّ الهَيْئَةِ"" : قَبِيحَ الْمَنْظَرِ. 3. ""كَلاَمٌ غَثٌّ رَثٌّ"" : سَخِيفٌ."
3652	رُجْبٌ	رجب	رجب					مذكر			مفرد	أَرْجَابٌ 			DnN				Tn	R								.: رَأْسُ الضِّلْعِ مِنْ نَاحِيَةِ الصَّدْرِ.
3654	رَجَبٌ	رجب	رجب					مذكر			مفرد	أَرْجَابٌ; رُجُوبٌ 			DnN				Tn	R			O	N	N	N		"ج: أَرْجَابٌ، رُجُوبٌ : الشَّهْرُ السَّابِعُ مِنَ السَّنَةِ الهِجْرِيَّةِ يَأْتِي بَعْدَ جُمَادَى الثَّانِيَةِ وَيَلِيهِ شَعْبَانُ، عَدَدُ أيَّامِهِ (30) يَوْماً أو (29) يَوْماً. ""عِشْ رَجَباً تَرَ عَجَباً"" (مثل)."
3665	رِجْسٌ	رجس	رجس					مذكر			مفرد	أرْجَاسٌ 			DnN				Tn	R								". 1.""أَتى رِجْساً"" : أتَى عَمَلاً دَنِيئاً، قَذِراً، قَبيحاً. 2.المائدة آية 19 إنَّمَا الخَمْرُ وَالْمَيْسِرُ وَالأَنْصَابُ وَالأَزْلامُ رِجْسٌ مِن عَمَلِ الشَّيْطَانِ (قرآن) : الإثْمُ الحَرَامُ. 3.""رِجْسُ الشَّيْطَانِ"" : وَسْوَسَتُهُ. 4.""عَلَيْهِ الرِّجْسُ"" : اللَّعْنَةُ."
3670	رَجِيعٌ	رجيع	رجع					مذكر			مفرد	رُجُعٌ 			DnN				Tn	R								". 1.""رَجِيعُ الحَيوانِ"" : رَوْثُ ذِي حَافِرٍ. 2.""رَجِيعُ الإبِلِ"" : مَا تَجْتَرُّهُ. 3.""رَجِيعُ الكَلاَمِ"" : الْمَرْدُودُ إلَى صَاحِبِهِ."
3673	مَرْجِعٌ	مرجع	رجع					مذكر			مفرد	مَرَاجِعُ 			DnN				Tn	R								". 1.""مَرْجِعُهُ مِنْ حَيْثُ أَتَى"" : عَوْدَتُهُ، مَآلُهُ، مَرَدُّهُ.المائدة آية 48 إِلَى الله مَرْجِعُكُمْ (قرآن). 2.""مَرْجِعِي فِي اللُّغَةِ هُوَ الْمُعْجَمُ"" : مَا أَعُودُ إِلَيْهِ عِنْدَ الْحَاجَةِ، الْمَصْدَرُ ""مَرَاجِعُ البَحْثِ""."
