#رقم 	مشكول	غير مشكول	جذر	وزن	صنف	اصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرده المحسوب	تأنيث	تثنية	ج.مؤ.س	ج. مذ. س.	منقوص	تنوين النصب	نسب	إض. لف.	ـو	نكرة	معرف	غ. عاقل	عاقل	تنون النصب للجمع	شرح
3179	دَغَلٌ	دغل	دغل					مذكر			مفرد	أدْغَالٌ; دِغَالٌ 			DnN				Tn	R								". ""كَانَ يُخِيفُهُ دَغَلُ الغَابَةِ"" : الشَّجَرُ الكَثِيرُ الْمُلْتَفُّ. ""ضَاعَ فِي أدْغَالِ إفْرِيقِيَا""."
3182	دُفٌّ	دف	دف					مذكر			مفرد	دُفُوفٌ 			DnN				Tn	R								"ج: دُفُوفٌ (مو).: آلَةٌ مُوسِيقِيَّةٌ هِيَ عِبَارَةٌ عَنْ إطَارٍ خَشَبِيٍّ مُدَوَّرٍ تُشَدُّ عَلَيْهِ قِطْعَةٌ مِنَ الجِلْدِ. ""كَانَ صَدى الدُّفُوفِ يَنْبَعِثُ مِن دَارِ العُرْسِ""."
3191	دَفْتَرٌ	دفتر	دفتر					مذكر			مفرد	دَفَاتِرُ			DnN				Tn	R								"ج: دَفَاتِرُ. ""يَكْتُبُ عَلَى الدَّفْتَرِ"" : مَجْمُوعُ أَوْرَاقٍ مَضْمُومَةٍ تُكْتَبُ فِيهِ النُّصُوصُ وَالتَّمَارِينُ، الكُرَّاسَةُ. ""عَلَـى التِّلْمِيذِ أنْ يُصَاحِبَهُ دَائِماً قَلَمٌ وَدَفْتَرٌ لِيَكْتُبَ كُلَّ فَائِدَةٍ يَسْمَعُهَا"". (الغزالي). 2.""دَفْتَرُ مُذَكِّرَاتٍ"" : مَا يُسَجَّلُ فِيهِ مِنْ مُلاَحَظَاتٍ وأفْكَارٍ، مُذَكِّرَةٌ. 3.""أخْرَجَ دَفْتَرَ شِيكَاتِهِ وَسَلَّمَنِي شِيكاً"" : مَجْمُوعُ أوْرَاقِ الشِّيكَاتِ. 4.""مَسْكُ الدَّفَاتِرِ"" : أمْرُ الْمُحَاسَبَةِ فِي مُؤَسَّسَةٍ أوْ مَصْرِفٍ وَالقِيَامُ بِهَا."
3197	مِدْفَعٌ	مدفع	دفع					مذكر			مفرد	مَدَافِعُ 			DnN				Tn	R								". ""دَوَّى صَوْتُ المِدْفَعِ"" : آلَةٌ حَرْبِيَّةٌ مُتَحَرِّكَةٌ تَقْذِفُ بِالقَنَابِلِ بَعِيداً وَهِيَ أَنْوَاعٌ: ""مِدْفَعُ الهَاوُنِ"" ""المِدْفَعُ الرَّشَّاشُ"" ""مِدْفَعٌ مُضَادٌّ لِلطَّائِرَاتِ"" ""مِدْفَعٌ مُضَادٌّ لِلصَّوَارِيخِ""."
3202	مَدْفِنٌ	مدفن	دفن					مذكر			مفرد	مَدَافِنُ 			DnN				Tn	R								". ""حَمَلُوهُ فَوْقَ النَّعْشِ إِلَى مَدْفِنهِ"" : مَوْضِعُ الدَّفْنِ، الْمَقْبَرَةُ."
3215	مِدَقٌّ	مدق	دقق					مذكر			مفرد	مَدَاقٌّ 		Ta 	DnT	Pf			Tn	R								": ""مِدَقُّ الْحُبُوبِ"" : مَا يُدَقُّ بِهِ. ""مِدَقُّ الغَسِيلِ""."
3222	دُكْتورٌ	دكتور	دكتور					مذكر			مفرد	دَكاتِرَةٌ			DnN				Tn									"ج: دَكاتِرَةٌ. 1.""فَحَصَهُ الدًّكْتورُ فَحْصاً دَقيقاً"" : الطَّبيبُ. 2.""أَلْقَى الدُّكْتورُ مُحاضَرَةً عِلْمِيَّةً"" : صِفَةٌ تُعْطَى لِمَنْ أَحْرَزَ على شَهادَةِ الدُّكْتوراه فِي الطِّبِّ أَوِ الأَدَبِ أَوْ مُخْتَلِفِ العُلومِ الأُخْرى."
3228	دُلاَّعٌ	دلاع	دلاع					مذكر			مفرد	دَلاَّعَةٌ							Tn	R								واحِدَتُهُ دَلاَّعَةٌ. (نب). 1.: البطيخ الأحمر نَباتٌ مِنْ فَصيلَةِ القَرْعِيَّاتِ، ثَمَرَتُهُ كَبيرَةُ الحَجْمِ لَها غِطاءٌ أَخْضَرُ سَميكٌ، حَمْراءُ اللبِّ، لَذيذَةُ الطَّعْمِ، بِداخِلِها بُذورٌ سَوْداءُ اللَّوْنِ، أَوْ ذاتُ بُقَعٍ. 2.: نَوْعٌ مِنْ مَحارِ البَحْرِ.
3230	دُلْبٌ	دلب	دلب					مذكر			مفرد			Ta 	DnT	Pf			Tn	R			O	O	O	N		دُلْبٌ-دُلْبٌ، ةٌ (نب).: جِنْس شَجَرٍ مِن فَصيلَةِ الدُّلْبِيَّاتِ، يَنْمو على ضِفافِ الأَنْهارِ والأَماكِنِ الرَّطْبَةِ لِحاجَتِهِ إلى الماءِ، يَبْلُغُ عُلُوُّهُ مِنْ عِشْرينَ إلى أَرْبَعينَ مِتْراً، وَهُوَ مِنَ الزَّهْرِيّاتِ.
3232	دُلْدُولٌ	دلدول	دلدول					مذكر			مفرد								Tn	R			O	O	O	N		دُلْدُولٌ-دُلْدُولٌ، دُلْدُلٌ (حو).: مِنَ القَواضِمِ، لَبونٌ، يَعيشُ في البِقاعِ الحارَّةِ، مُغَطّىً بِشَوْكٍ طَويلٍ، يُشْبِهُ القُنْفُذَ.
3234	دَلَسٌ	دلس	دلس					مذكر			مفرد	أَدْلاسٌ 			DnN				Tn	R								"ج: أَدْلاسٌ. 1.""جاءَ في دَلَسِ اللَّيْلِ"" : في ظُلْمَتِهِ. 2.""دَلَسُ العُشْبِ"" : بَقاياهُ."
3240	مِدْلَكٌ	مدلك	دلك					مذكر			مفرد	مَدَالِكُ 			DnN				Tn	R								". ""مِدْلَكُ الجِسْمِ"" : أَدَاةُ الدَّلْكِ."
3251	دَلْوٌ	دلو	دلو					مذكر			مفرد	دِلاءٌ (مُؤَنَّثٌ وَقَدْ يُذَكَّرُ)			DnN				Tn	R								"ج: دِلاءٌ. (مُؤَنَّثٌ وَقَدْ يُذَكَّرُ). 1.""دَلَّى الدَّلْوَ"" : السَّطْلَ. 2.""أَدْلَى بِدَلْوِهِ"" : شارَكَ بِرَأْيِهِ. ""أَلْقِ دَلْوَكَ بَيْنَ الدِّلاءِ"". 3.""بُرْجُ الدَّلْوِ"" : صورَةٌ مِنْ صُوَرِ مِنْطَقَةِ البُروجِ، وَهُوَ البُرْجُ الحادِي عَشَرَ، سُمِّيَ بِالدَّلْوِ تَشْبيهاً بِهِ."
3263	مَدَامِعُ	مدامع	دمع					مذكر			مفرد	مَدْمَع								R							Non	". ""فَاضَتْ مَدَامِعُهُ"" : مَسِيلُ الدَّمْعِ فِي العَيْنِ أَوْ مُجْتَمَعُهُ."
3264	مَدْمَعٌ	مدمع	دمع					مذكر			مفرد	مَدَامِعُ 			DnN				Tn	R								.: مَجْرَى الدَّمْعِ.
3266	دِماغٌ	دماغ	دمغ					مذكر			مفرد	أَدْمِغَةٌ 			DnN				Tn	R								". 1.""أَصابَ دِماغَهُ صُداعٌ"" : الْمُخُّ، وَهُوَ مَرْكَزٌ عَصَبِيٌّ في الرَّأْسِ يُسَيْطِرُ بِهِ عَلى الأَفْعالِ والأَعْمالِ. 2.""أُمُّ الدِّماغِ"" : جُلَيْدَةٌ رَقيقَةٌ تَجْمَعُ الْمُخَّ. ""بَلَغَتِ الشَّجَّةُ أُمَّ الدِّماغِ""."
3272	دُمَلٌ	دمل	دمل					مذكر			مفرد	دَمامِلُ; دَماميلُ 			DnN				Tn	R								"دُمَلٌ-دُمَلٌ، دُمَّلٌ [د م ل]. ج: دَمامِلُ، دَماميلُ. ""بَرَزَ دُمَّلٌ في فَخِذِهِ"" : الخُراجُ، البَثْرُ، وَهُوَ ما يَظْهَرُ على الجِلْدِ وَيُحْدِثُ انْتِفاخاً وَيَتَكَوَّنُ بِداخِلِهِ القَيْحُ."
3275	دُمْلُجٌ	دملج	دملج					مذكر			مفرد	دَمالِجُ			DnN				Tn	R								"ج: دَمالِجُ. ""وَضَعَتْ في مِعْصَمِها دُمْلُجاً مِنْ ذَهَبٍ"" : أَيْ سِواراً."
3283	دَمٌ	دم	دمي					مذكر			مفرد	دِماءٌ 			DnN				Tn									". ""سالَ الدَّمُ مِنْ جِسْمِهِ"" : سائِلٌ أَحْمَرُ يَجْرِي في عُروقِ الكائِنِ إِنْساناً أَوْ حَيَواناً."
3286	دَنٌّ	دن	دن					مذكر			مفرد	دِنانٌ			DnN				Tn	R								ج: دِنانٌ: الجَرَّةُ الضَّخْمَةُ لِلْخَمْرِ والزَّيْتِ وَنَحْوِهِما.
3289	دُنْيا	دنيا	دنو					مؤنث			مفرد	دُنىً مؤَنَّثُ أَدْنَى 			Dy					Rw							Non	". 1.""مَباهِجُ الدُّنْيا"" : الحَياةُ الحاضِرَةُ، العالَمُ. ""الحَياةُ الدُّنْيا"" : عَكْسَ الحَياة الأخرَى. 2.""أَقامَ الدُّنْيا وَأَقْعَدَها"" : شَغَلَ النَّاسَ، زَعْزَعَ كُلَّ شَيْءٍ. 3.""يَعيشُ في دُنْيا الأَحْلامِ"" : في عالَمِ الأَحْلامِ."
3291	دَهْرٌ	دهر	دهر					مذكر			مفرد	دُهورٌ 			DnN				Tn	R								"1.""أَطالَ بِهِ الدَّهْرُ"" :مُدَّةُ الحَياةِ الدُّنْيا كُلُّها وَتُطْلَقُ على أَلْفِ سَنَةٍ.الجاثية آية 24وَقالُوا مَا هِيَ إِلاَّ حَياتُنا الدُّنْيا نَموتُ وَنَحْيا وَما يُهْلِكُنا إِلاَّ الدَّهْرُ . (قرآن). 2.""أَقامَ في بِلادِ الغُرْبَةِ دَهْراً"" : زَمَناً طَويلاً. 3.""في أَوَّلِ الدَّهْرِ"" : في أَوَّلِ الزَّمانِ. 4.""في آخِرِ الدَّهْرِ"" : نِهايَة العالَمِ. 5.""لا آتيكَ أَبَدَ الدَّهْرِ"" : لا آتيكَ أَبَداً. 6.""إلى دَهْرِ الدَّاهِرينَ"" : إلى الأَبَدِ. 7.""تَقَلُّباتُ الدَّهْرِ"" : صُروفُهُ. ""صُروفُ الدَّهْرِ"" ""تَصاريفُ الدَّهْرِ"". 8.""ما دَهْرِي !"" : ما هَمِّي، ما غايَتِي!. 9.""دَهْرُ الإِنْسانِ"" : الزَّمَنُ الَّذِي يَعيشُ فيهِ، العَصْرُ. ""أَكَلَ عَلَيْهِ الدَّهْرُ وَشَرِبَ""."
3301	دِهْليزٌ	دهليز	دهليز					مذكر			مفرد	دَهاليزُ 			DnN				Tn	R								"ج: دَهاليزُ. 1.""دِهْليزُ الدَّارِ"" : الْمَدْخَلُ الْمُمْتَدُّ ما بَيْنَ البابِ وَوَسَطِ الدَّارِ. ""بَلَغَتِ الدِّهْليزَ الأَعْلَى وَكانَ قَليلَ الإِضاءةِ"". (جبرا إبراهيم جبرا). 2.""أَبْناءُ الدِّهْليزِ"" : اللُّقَطاءُ."
3307	دُهْنٌ	دهن	دهن					مذكر			مفرد	أَدْهانٌ; دِهانٌ 			DnN				Tn	R								". 1.""طَلَتْ شَعْرَها بِدُهْنٍ مُعَطَّرٍ"" : مادَّةٌ دَسِمَةٌ تُسْتَخْرَجُ مِنْ أَنْسِجَةِ النَّباتِ والحَيَوانِ، تَكونُ جامِدَةً في دَرَجَةِ الحَرارَةِ العادِيَةِ وَتُصْبِحُ زَيْتاً سائِلاً في دَرَجَةِ الحَرارَةِ العالِيَةِ. ""دُهْنُ الشَّعْرِ"". 2.""وَضَعَ الدُّهْنَ على الخُراجِ"" : الْمُرْهَمَ. 3.""دُهْنُ اللَّوْزِ"" : زَيْتٌ يُسْتَخْرَجُ مِنَ اللَّوْزِ. 4.""دُهْنُ النَّخيلِ"" : زَيْتٌ يُسْتَخْرَجُ مِنْ أَشْجارِ النَّخيلِ."
3322	دَارٌ	دار	دور					مذكر			مفرد	+ات; دُورٌ; دِيَارٌ; دِيَارَةٌ 		Ta 	DnT	Pf			Tn	R								". 1.""بَنَى دَارَهُ"" : مَحَلَّ سُكْنَاهُ، بَيْتُ السَّكَنِ، مَنْزِلٌ. 2. ""اِسْتَقَرَّ فِي دِيَارِ الإسْلاَمِ"" : فِي بِلاَدِ الإسْلاَمِ. 3. ""زَارَ دَارَ السَّلامِ"" : بَغْدَادَ. 4. ""اِنْتَقَلَ إلَى دَارِ الفَنَاءِ"" : تُوُفِّيَ، أي انْتَقَلَ إلَى الدَّارِ الآخِرَةِ. 5. ""اِكْتَمَلَتْ دَارَةُ القَمَ"
3330	دُوَّارٌ	دوار	دور					مذكر			مفرد	دَواويرُ 			DnN				Tn	R								". 1.""مُسْتدارُ رَمْلٍ تَدورُ حَوْلَهُ الوُحوشُ. 2.: الكَعْبَة. 3.""الْمَنْزِلُ، فِناءٌ فَسيحٌ في الْمَنْزِلِ الكَبيرِ لِلأُسْرَةِ. 4.""يَسْكُنُ في الدَّوارِ"" : القَرْيَةُ في البادِيَةِ تَضُمُّ عَدَداً مَحْدوداً مِنَ الدّورِ."
3335	مَدَارٌ	مدار	دور					مذكر			مفرد	+ات 			DnN	Pf			Tn	R								". 1.""مَدَارُ الأَرْضِ"" (فك) : مَسَارُهَا، أَيِ الفَلَكُ الَّذِي تَدُورُ عَلَيْهِ. 2.""مَدَارُ كَوْكَبٍ"" (فك) : مَسَارُهُ الَّذِي يَدُورُ عَلَيْهِ. 3.""مَدَارُ الجَدْيِ"" : خَطُّ عَرْضِ23,5 جَنُوباً. 4.""مَدَارُ السَّرَطَانِ"" : خَطُّ عَرْضِ 23,5 شَمَال"
3336	دَيْرٌ	دير	دور،دير					مذكر			مفرد	أَدْيِرَةٌ 			DnN				Tn									". ""جَلَسَ الرَّاهِبُ في الدِّيرِ يَتَأَمَّلُ آياتِ الكِتابِ الْمُقَدَّسِ"" : مَقامُ الرُّهْبانِ والرَّاهِباتِ."
3338	دَوْرَقٌ	دورق	دورق					مذكر			مفرد	دَوارِقُ 			DnN				Tn	R								"ج: دَوارِقُ. 1.""دَوْرَقُ الماءِ أَوِ الشَّرابِ"" : إِناءٌ مِنْ زُجاجٍ لَهُ عُرْوَتانِ وَلا بُلْبُلَةَ لَهُ. 2.""دَوْرَقُ الْمَخْبَرِ"" : زُجاجَةٌ ذاتُ عُنُقٍ طَويلٍ تُسْتَخْدَمُ في الْمَخابِرِ الكيماوِيَّةِ."
3343	مِدْوَاسٌ	مدواس	دوس					مذكر			مفرد	مَدَاوِسُ 			DnN				Tn	R								. ن. مِدْوَسٌ.
3348	دُولابٌ	دولاب	دولاب					مذكر			مفرد	دَوالِيبُ			DnN				Tn	R								"ج: دَوالِيبُ. 1.""دَواليبُ الحَقْلِ أَوِ الحَوْضِ"" : الآلَةُ الَّتِي تُديرُها الدَّابَّةُ لِيُسْقَى بِها. 2.""أُصيبَ دُولابُ سَيَّارَتِهِ بِعَطَبٍ"" : إِطارُها، كُلُّ آلَةٍ تَدورُ حَوْلَ مِحْوَرٍ. 3.""أَخْرَجَتْ فُسْتانَها مِنَ الدُّولابِ"" : دُرْجٌ، صُنْدوقٌ مِنْ خَشَبٍ لِحِفْظِ الثِّيابِ."
3350	دُولارٌ	دولار	دولار					مذكر			مفرد	+ات 			DnN	Pf			Tn	R								: الوَرَقَةُ الخَضْراءُ وَهِيَ الوَحْدَةُ النَّقْدِيَّةُ الأَساسِيَّةُ لِعُمْلَةِ الوِلاياتِ الْمُتَّحِدَةِ الأَمْرِيكِيَّةِ.
3352	مُدَامٌ	مدام	دوم					مذكر			مفرد			Ta 	DnT	Pf			Tn	R								مُدَامٌ-مُدَامٌ، ةٌ [د و م].: الخَمْرُ.
3362	ديباجٌ	ديباج	ديباج					مذكر			مفرد	دَبابيجُ; دَيابيجُ			DnN				Tn	R								"ج: دَبابيجُ، دَيابيجُ. ""تَرْتَدِي قَميصاً مِنْ دِيباجِ"" : نَسيج مِنَ الحَريرِ الأَصيلِ، مُلَوَّنٌ أَلْواناً مُخْتَلِفَةً. ""هَلْ تَبْكِي الطَّبيعَةُ أَيُّها القَمَرُ فَتَكونُ أَنْتَ في ديباجِ السَّماءِ""(م. ص. الرافعي)."
3368	دِيكٌ	ديك	ديك					مذكر			مفرد	دُيوكٌ; دِيَكَةٌ; أَدْياكٌ ذَكَرُ الدَّجاجِ			DnN				Tn	R								"دِيكٌ-دِيكٌ (حو). ج: دُيوكٌ، دِيَكَةٌ، أَدْياكٌ.[د ي ك]. 1.:ذَكَرُ الدَّجاجِ. 2.""الدِّيكُ الرُّومِيُّ"": طائِـرٌ مِـنْ رُتْبَـةِ الدَّجاجِيَّاتِ، "
3375	دِيماسٌ	ديماس	ديماس					مذكر			مفرد	دَيامِيسُ; دَمامِيسُ 			DnN				Tn	R								"ج: دَيامِيسُ، دَمامِيسُ. ""وَضَعَ سَيَّارَتَهُ في الدِّيماسِ"" : بِناءٌ أَرْضِيّ"
3382	دِينارٌ	دينار	دينار					مذكر			مفرد	دَنانيرُ			DnN				Tn	R								ج: دَنانيرُ: ضَرْبٌ مِنَ العُمْلَةِ النَّقْدِيَّةِ الذَّهَبِيَّةِ، وَهُوَ الآنَ الوَحْدَةُ النَّقْدِيَّةُ لِلْعُمْلَةِ الجَزائِرِيَّةِ والتُّونُسِيَّةِ والعِراقِيَّةِ.
3394	ذُبابٌ	ذباب	ذباب					مذكر			مفرد	+ات 		Ta 	DnT	Pf			Tn	R								"حش). 1.: حَشَرَةٌ مِنْ فَصيلَةِ الذُّبابِيَّاتِ، مِنْ رُتْبَةِ ذَاتِ الجَناحَيْنِ، وَهِيَ مُتَعَدِّدَةُ الأَنْواعِ، مِنها الزَّنابِيرُ والبَعوضُ، وَذُبابَةُ البُيوتِ تَتَغَذَّى بِالقاذُوراتِ وَتَنْقُلُ الأَمْراضَ. 2.""ذُبابَةُ الخَيْلِ"": حَشَرَةٌ مِنَ الذُّبابِيَّاتِ تَعيشُ في الإِصْطَبْلاتِ وَتَلْصَقُ في دُبُرِ الخَيْلِ والأَبْقارِ وَتَنْقُلُ الأَمْراضَ. 3.""الذُّبابَةُ الحَلَزونِيَّةُ"" : ذ"
3402	مَذْبَحٌ	مذبح	ذبح					مذكر			مفرد	مَذَابِحُ 			DnN				Tn	R								". 1.: مَكَانُ الذَّبْحِ، الْمَسْلَخُ. 2.""مَذْبَحُ الكَنِيسَةِ"" : الْمَوْضِعُ الَّذِي يُقِيمُ عَلَيْهِ الكَهَنَةُ القُدَّاسَ الإِلَهِيَّ، بَيْتُ كُتُبِ الكَنِيسَةِ."
3405	ذُخْرٌ	ذخر	ذخر					مذكر			مفرد	أَذْخارٌ 			DnN				Tn	R								.: ما يُذَّخَرُ.
3411	ذَرَبٌ	ذرب	ذرب					مذكر			مفرد	أَذْرابٌ 			DnN				Tn	R								". 1.""ذَرَبُ اللِّسانِ"" : بَذاءَتُهُ. 2.""بِهِ ذَرَبٌ"" : مَرَضٌ يَعْرِضُ لِلْمَعِدَةِ فَلا تَهْضِمُ الطَّعامَ وَيَفْسُدُ فيها ولا تُمْسِكُهُ. 3.""ذَرَبُ الإِناءِ"" : صَدَأُهُ."
3413	ذِرْبٌ	ذرب	ذرب					مذكر			مفرد			Ta 	DnT	Pf			Tn	R								"ذِرْبٌ-ذِرْبٌ، ةٌ [ذ ر ب]. 1.""وَلَدٌ ذِرْبٌ"" : سَليطُ اللِّسانِ. 2.""أُصيبَ في كَبِدِهِ بِذِرْبٍ"" : مَرَضٌ يُصيبُ الكَبِدَ. 3.""أُصيبَ عُنُقُهُ بِذِرْبٍ"" : وَرَمٌ يَكونُ في عُنُقِ الإِنْسانِ أو البَعيرِ يُشْبِهُ الحَصاةَ."
3414	ذُرَّاحٌ	ذراح	ذرح					مذكر			مفرد	ذَراريحُ 			DnN				Tn	R			O	O	O	N		.: حَشَرَةٌ مِنْ فَصيلَةِ الذّرَّاحيّاتِ، أَنْواعُها عَديدَةٌ، حَمْراءُ اللَّوْنِ، مُبَرْقَعَةٌ بِالأَسْوَدِ، تَطيرُ، تُسْتَعْمَلُ طِبِّيّاً، إِذْ تُسْحَقُ وَتُجَفَّفُ.
3417	ذَرورٌ	ذرور	ذرر					مذكر			مفرد	أَذِرَّةٌ 			DnN				Tn	R								". 1.""ذَرورُ العَيْنِ أَوِ الجُرْحِ"" : ما يُذَرُّ في العَيْنِ أَوْ على الجُرْحِ مِنْ دَواءٍ يابِسٍ. 2.""ذَرورُ الطَّعامِ"" : ما يُذَرُّ على الطَّعامِ مِنْ مِلْحٍ مَسْحوقٍ..."
3424	مَذْرَف	مذرف	ذرف					مذكر			مفرد				DnN				Tn	R								
3444	ذَقَنٌ	ذقن	ذقن					مذكر			مفرد	+ات 			DnN	Pf			Tn	R								ج: أَذْقانٌ. (مُذَكَّرٌ).: مُجْتَمَعُ اللَّحْيَيْنِ، أَيْ مَنْبِتُ شَعَرِ اللَّحْيَةِ مِنْ أَسْفَلِها.
3448	ذَكَرٌ	ذكر	ذكر					مذكر			مفرد	ذُكورٌ; ذُكورَةٌ; ذُكْرانٌ 			DnN				Tn	R								". 1. : كُلُّ عُضْوٍ مُذَكَّرٍ، أَيْ خِلافُ الأُنْثَى. الحجرات آية 13 يا أَيُّها النَّاسُ إِنَّا خَلَقْناكُمْ مِنْ ذَكَرٍ وَأُنْثَى . (قرآن). 2.""ذَكَرُ الرَّجُلِ"" : قَضيبُهُ، عُضْوُهُ التَّناسُلِيُّ. 3.""نَخْلٌ ذَكَرٌ"" : نَخْلٌ لا يُثْمِرُ. 4.""حَديدٌ ذَكَرٌ"" : حَديدٌ مِنْ مَعْدِنٍ جَيِّدٍ. 5.""نُحاسٌ ذَكَرٌ"" : نُحاسٌ مِنْ مَعْدِنٍ رَديءٍ. 6.""ذُكورُ البَقْلِ"" : بَقْلٌ طَعْمُهُ مُرٌّ."
3461	ذُلْذُلٌ	ذلذل	ذلذل					مذكر			مفرد	ذَلاذِلُ 			DnN				Tn	R								". 1.""لَبِسَ ذُلْذُلَهُ"" : أَسْفَلَ القَميصِ الطَّويلِ"". 2.""شَمَّرَ ذَلاذِلَهُ لِلأَمْرِ"" : تَجَلَّدَ لِكِفايَتِهِ. 3.""فَرَسٌ خَفيفُ الذَّلاذِلِ"". 4.""لَحِقْنا ذَلاذِلَ مِنَ النَّاسِ"" : أَواخِرَ مِنْهُمْ."
3465	ذِلٌّ	ذل	ذلل					مذكر			مفرد	أَذْلالٌ 			DnN				Tn	R								". 1.""عاشَ في ذِلٍّ"" : في ذُلٍّ، حَقارَةٍ، مَهانَةٍ. 2.""دَعْهُ على أَذْلالِهِ"" : كَما هُوَ. 3.""هُوَ مِنْ أَذْلالِ النَّاسِ"" : مِنْ أَراذِلِهِمْ."
3470	ذِمَامٌ	ذمام	ذمم					مذكر			مفرد	أَذِمَّةٌ 		Ta 	DnT	Pf			Tn	R								". 1.""سَافَرَ فِي ذِمَامٍ"" : فِي أمَانٍ وَكَفَالَةٍ وَعَهْدٍ. فَسِرْ بِنَا فِي ذِمَامِ اللَّيْلِ مُهْتَدِيا*بِنَفْحَةِ الطّيبِ تَهْدِينَا إلَى الحِلَلِ (الطغرائي). 2. ""هُوَ حَامِي الذِّمَامِ"" : الحَقُّ، الحُرْمَةُ."
3480	ذَنْبٌ	ذنب	ذنب					مذكر			مفرد	ذُنُوبٌ 			DnN				Tn	R								". ""اِرْتَكَبَ ذَنْباً"" : جُرْماً، ""اللَّهُمَّ اغْفِرْ ذُنُوبِي"" الْمُعْتَرِفُ بِالذَّنْبِ كَمَنْ لاَ ذَنْبَ لَهُ (حديث)."
3482	ذَنَبٌ	ذنب	ذنب					مذكر			مفرد	+ات; أذْنَابٌ		Ta 	DnT	Pf			Tn	R								"ج: أذْنَابٌ، ذَنَبَاتٌ. 1. ""ذَنَبُ الحَيَوَانِ"" : ذَيْلُهُ. 2. ""ذَنَبُ العَيْنِ"" : مُؤْخِرُها، الجَانِبُ الخَارِجِيُّ لأِقْصَى العَيْنِ. ""نَظَرَ إلَيْهِ بِذَنَبِ عَيْنِهِ"". 3. ""رَكِبَ ذَنَبَ الرِّيحِ"" : سَبَقَ فَلَمْ يُدْرَكْ. 4. ""رَكِبَ ذَنَبَ البَعِيرِ"" "
3485	مَذْهَبٌ	مذهب	ذهب					مذكر			مفرد	مَذَاهِبُ 			DnN				Tn	R								". 1.""مَذْهَبُهُ فِي الْحَيَاةِ"" : طَرِيقَتُهُ، مَسْلَكُهُ. ""لِلنَّاسِ فِيمَا يَعْشَقُونَ مَذَاهِبُ"". 2.""مَذَاهِبُ الإِسْلاَمِ أَرْبَعَةٌ"" : الْمَالِكِيُّ وَال"
3487	ذَهَبٌ	ذهب	ذهب					مذكر			مفرد	أذْهَابٌ; ذُهُوبٌ 			DnN				Tn	R								"ج: أذْهَابٌ، ذُهُوبٌ. 1. ""عُنْصُرٌ فِلِزِّيٌّ أصْفَرُ اللَّوْنِ، ثَمِينٌ جِدّاً، لَهُ قِيمَةٌ دَوْلِيَّةٌ فِي الْمُعَامَلاَتِ، وَزْنُهُ الذَّرِّيُّ : 197,2، وَعَدَدُهُ الذّرِّيُّ : 79، وَكَثَافَتُهُ : 1,94. 2. ""الذَّهَبُ الأَبْي"
3490	ذِهْنٌ	ذهن	ذهن					مذكر			مفرد	أَذْهَانٌ 			DnN				Tn	R								". 1.""رَجُلٌ ذِهْنٌ"" : فَطِنٌ، عَاقِلٌ. 2.""قُوَّةُ الذِّهْنِ"" : العَقْلُ، الفِطْنَةُ، الإِدْرَاكُ. ""شَارِدُ الذِّ"
3493	مِذْوَدٌ	مذود	ذود					مذكر			مفرد	مَذَاوِدُ 			DnN				Tn	R								". 1.""مِذْوَدُ الدَّوَابِّ"" : الْمَكَانُ الَّذِي يُوضَعُ فِيهِ عَلَفُ الدَّوَابِّ. 2. اللِّسَانُ."
3498	ذِئْبٌ	ذئب	ذئب					مذكر			مفرد	ذِئابٌ; ذُؤْبانٌ		Ta 	DnT	Pf			Tn	R								ج: ذِئابٌ، ذُؤْبانٌ. (حو). 1.: حَيَوانٌ مِنْ فَصيلَةِ الكَلْبِيَّاتِ، مِنْ رُتْبَةِ اللَّواحِمِ، لَهُ خُرْطومٌ مُدَبَّبٌ يُمَيِّزُهُ عَنِ الكَلْبِ، أُذُناهُ مُنْتَصِبَتانِ وَذَيْلُهُ كَثيفُ مُهَـدَّلٌ، رمـادِيُّ اللَّوْنِ، مائِلٌ إلى الصُّفْرَةِ، يَعيشُ في السُّهولِ والجِبالِ والصَّح
3502	ذَيْلٌ	ذيل	ذيل					مذكر			مفرد	ذُيُولٌ; أذْيَالٌ 			DnN				Tn	R								". 1.""ذَيْلُ الحَيَوَانِ"" : ذَنَبُهُ. 2.""ذَيْلُ الثَّوْبِ"" : أَسْفَلُهُ إِذَا جُرَّ مَا أُسْبِلَ مِنْهُ. 3.""ذَيْلُ الرِّيحِ"" : مَا تَتْرُكُهُ الرِّيحُ فِي الرَّمْلِ كَأثَرِ ذَيْلٍ مَجْرُورٍ. 4.""فِي ذَيْلِهِ"" : أدْنَاهُ. 5.""رَجُلٌ طَوِيلُ الذَّيْلِ"" : غَنِيٌّ. 6.""طَاهِرُ الذَّيْلِ"": بَرِيءٌ. 7."
3505	مَرْأَبٌ	مرأب	رأب					مذكر			مفرد	مَرَائِبُ 			DnN				Tn	R								". ""أَدْخَلَ السَّيَّارَةَ إِلَى الْمَرْأَبِ"" : بِنَاءٌ خَاصٌّ لِإِصْلاَحِ السَّيَّارَاتِ وَالدَّرَّاجَاتِ وَإِيوَائِهَا."
