#رقم	مشكول	غيرمشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرد	التأنيث	التثنية	ج, مؤ, س,	ج, مذ, س,	المنقوص	تنوين النصب	نسب	إض, لف,	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
1588	حَصِيفٌ		جصف	فَعيل	صيغة			مذكر			مفرد	+ون;+ات;حُصَفَاءُ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعيل). 1.""إنَّهُ رَجُلٌ حَصِيفٌ"" : جَيِّدُ الرَّأْيِ، حَكِيمٌ، مُتَعَقِّلٌ. ""رَأْيٌ حَصِيفٌ"". 2.""يَتَمَت"
1590	حَثيثٌ		حثث	فَعيل	صيغة			مذكر			مفرد	+ات;حِثاثٌ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعيل). ""يَمْشِي حَثيثَ الخُطَى"" : مُسْرِعَ الخُطَى. ""وَلَّى حَثيثاً""."
1592	دَخِيلٌ		دخل	فَعيل	صيغة			مذكر			مفرد	+ون;+ات;دُخَلاَءُ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعيل). 1.""كَانَ دَخِيلاً عَلَيْهِمْ"" : لَيْسَ مِنْهُمْ، لاَ يَنْتَسِبُ إلَيْهِمْ، غَرِيباً، أجْنَبِيّاً. 2. ""هُوَ دَخِيلُهُ"" : أيْ يُدَاخِلُهُ فِي أُمُورِهِ كُلِّهَا. 3.""مَرَضٌ دَخِيلٌ"" : دَاخِلٌ فِي أعْمَاقِ الجِسْمِ. 4. ""لَفْظٌ دَخِيلٌ عَلَى اللُّغَةِ العَرَبِيَّةِ"" : لَفْظٌ أجْنَبِيٌّ دَخَلَ فِيهَا دُونَ تَغْييرٍ. ""الكَلِمَةُ الدَّخِيلُ"". 5. ""العُلُومُ الدَّخِيلَةُ"" : العُلُومُ الَّتِي تَدْخُلُ عَلَى حَضَارَةٍ مِنْ حَضَارَةٍ أُخْرَى."
1594	ذَريعٌ		ذرع	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"ذَريعٌ-ذَريعٌ [ذ ر ع] (صِيغَةُ فَعيل). 1.""كانَ مَوْتُهُ مَوْتاً ذَريعاً"" : أَي شَنيعاً. 2.""جاءَ مَوْتُهُ ذَريعاً"" : أَيْ سَريعاً."
1595	رَكينٌ		ركن	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"رَكينٌ-رَكينٌ، ةٌ [ر ك ن] (صِيغَةُ فَعيل). 1.""وَجَدَتْهُ إِنْساناً رَكيناً"" : وَقوراً رَزيناً. 2.""جِبالٌ رَكينَةٌ"" : عالِيَةٌ، مُرْتَفِعَةُ الأَرْكانِ. 3.""عَمودٌ رَكينٌ"" : ثابِتٌ."
1596	زَميعٌ		زمع	فَعيل	صيغة			مذكر			مفرد	+ات;زُمَعاءُ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعيل). 1.""عَدَّاءٌ زَميعٌ"" : سَريعٌ. 2.""رَجُلٌ زَميعٌ"" : شُجاعٌ، مِقْدامٌ. 3.""كاتِبٌ زَميعٌ"" : جَيِّدُ الرَّأْيِ."
1598	زَميلٌ		زمل	فَعيل	صيغة			مذكر			مفرد	+ات;زُمَلاءُ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعيل). ""زَميلٌ في العَمَلِ"" : رَفيقٌ يَشْتَغِلُ مَعَكَ في العَمَلِ. ""هُوَ زَميلِي في المِهْنَةِ""."
1600	سَكِيبٌ		سكب	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									سَكِيبٌ-سَكِيبٌ، ةٌ [س ك ب] (صِيغَةُ فَعيل
1601	سَلِيبٌ		سلب	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn			ـو						"سَلِيبٌ-سَلِيبٌ [س ل ب] (صِيغَةُ فَعيل). 1.""سَلِيبُ العَقْلِ"" : مُسْتَلَبٌ، مَعْتُوهٌ. 2.""سَلِيبُ الْمَالِ"" : مَسْلُوبُ الْمَالِ."
1602	سَلِيلٌ		سلل	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"سَلِيلٌ-سَلِيلٌ، ةٌ [س ل ل] (صِيغَةُ فَعيل). 1.""سَيْفٌ سَلِيلٌ"" : مَسْلُول"
1603	طَلِيسٌ		طلس	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"طَلِيسٌ-طَلِيسٌ [ط ل س] (صِيغَةُ فَعيل). ""رَجُلٌ طَلِيسٌ"" : أَعْمَى، مَطْمُوسُ العَيْنِ."
1604	عَمِيرٌ		عمر	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"عَمِيرٌ-عَمِيرٌ [ع م ر] (صِيغَةُ فَعيل). 1.""مَكَانٌ عَمِيرٌ"" : مَعْمُورٌ. 2.""ثَوْبٌ عَمِيرٌ"" : صَفِيقٌ."
1605	قَحِيطٌ		قحط	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"قَحِيطٌ-قَحِيطٌ [ق ح ط] (صِيغَةُ فَعيل). """
1606	قَعِيدٌ		قعد	فَعيل	صيغة			مذكر			مفرد	+ات;قُعَدَاءُ;قَعَائِدُ		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعيل). 1.""قَعِيدٌ فِي الْمَجْلِسِ"" : الْمُقَاعِدُ، الْمُجَالِسُ. 2.""قَعِيدَا كُلِّ أَمْرٍ"" : حَافِظَاهُ عَنِ اليَمِينِ والشِّمَالِ.ق آية 17عَنِ اليَمِينِ وَعَنِ الشِّمَا"
1609	مَقِيتٌ		مقت	فَعيل	صيغة			مذكر			مفرد	+ات;مُقَتَاءُ;		Ta	DnN	Pf			Tn			ـو						"(صِيغَةُ فَعيل). ""رَجُلٌ مَقِيتٌ"" : مَمْقُوتٌ، مَبْغُوضٌ بُغْضاً شَدِيداً."
1611	مَكِينٌ		مكن	فَعيل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"مَكِينٌ-مَكِينٌ [م ك ن] (صِيغَةُ فَعيل).""هُوَ مَكِينٌ عِنْدَ أُسْتَاذِهِ"": هُوَ ذُو مَكَانَةٍ عِنْدَهُ."
1612	مَلِيحٌ		ملح	فَعيل	صيغة			مذكر			مفرد	+ون;+ات;مِلاَحٌ;مُلَحَاءُ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعيل). 1.""رَجُلٌ مَلِيحٌ"" : ذُو مَلاَحَةٍ، وَسيمٌ. ""فَتَاةٌ مَلِيحَةٌ"" : جَمِيلَةٌ. 2.""مَاءٌ مَلِيحٌ"" : مَاءٌ مَلِيحٌ غَيْرُ عَذْبٍ. 3.""سَمَكٌ مَلِيحٌ"" : مُمَلَّحٌ ومُقَدَّدٌ. ""قَدِيدٌ مَلِيحٌ""."
1615	مَنِيعٌ		منع	فَعيل	صيغة			مذكر			مفرد	+ون;+ات;مُنَعَاءُ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعيل). 1.""حِصْنٌ مَنِيعٌ"" : يَصْعُبُ، يَتَعَذَّرُ الوُصُولُ إِلَيْهِ. ""جَبَلٌ مَنِيعٌ"" ""مَدِينَةٌ مَنِيعَةٌ عَلَى الأَعْدَاءِ"". 2.""رَجُلٌ مَنِيعٌ"" : ذُو بَأْسٍ. ""قَالَتِ الْجَارِيَةُ: أُرِيدُ زَوْجاً قَوِيّاً شَدِيداً مَنِيعاً"". (ابن المقفع) ""هُوَ مَنِيعُ الْجَانِبِ"". 3. ""اِمْرَأَةٌ مَنِيعَةٌ"" : يَصْعُبُ الاقْتِرَابُ مِنْهَا."
1617	نَحِيفٌ		نحف	فَعيل	صيغة			مذكر			مفرد	+ون;+ات;نُحَفَاءُ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعيل). ""وَلَدٌ نَحِيفُ البِنْيَةِ"" : هَزِيلُ البِنْيَةِ، ذُو نَحَافَةٍ، نَحِفٌ. ""أَجْسَامُ أَهْلِ القَرْيَةِ نَحِيفَةٌ""."
1619	نَذِيرٌ		نذر	فَعيل	صيغة			مذكر			مفرد	+ون;+ات;نُذُرٌ;نَذَائِرُ		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فَعيل). 1.""كَانَ نَذِيرَ شُؤْمٍ"" : أَيْ إِنْذَارَ... ""نَذِيرُ سُوءٍ"" ""نَذِيرُ الخَطَرِ"".الفرقان آية 51 وَلَوْ شِئْنَا لَبَعَثْنَا فِي كُلِّ قَرْيَةٍ نَذِيراً (قرآن) : مُنْذِراً، مُخَوِّفاً.الإسراء آية 105 وَمَا أَرْسَلْنَاكَ إِلاَّ مُبْشِّراً وَنَذِيراً (قرآن) : رَسُولاً."
1622	نَذِيلٌ		نذل	فَعيل	صيغة			مذكر			مفرد	+ات;نُذَلاَءُ;نِذَالٌ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعيل). ""رَجُلٌ نَذِيلٌ"" : نَذْلٌ، أَيْ حَقِيرٌ، خَسِيسٌ."
1625	نَصِيعٌ		نصع	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"نَصِيعٌ-نَصِيعٌ [ن ص ع] (صِيغَةُ فَعيل). ""مَاءٌ نَصِيعٌ"" : خَالِصٌ، صَافٍ."
1626	نَمِيمٌ		نمم	فَعيل	صيغة			مذكر			مفرد	+ات;نَمَائِمُ;		Ta	DnN	Pf			Tn									"(صِيغَةُ فَعيل). 1.""سَمِعَ نَمِيماً خَلْفَ الْبَابِ"" : أَيْ صَوْتاً خَفِيّاً مِنْ حَرَكَةِ شَيْءٍ أَوْ وَطْءِ قَدَمٍ. .القلم آية 11 هَمَّازٍ مَشَّاءٍ بِن"
1628	لَئِيمٌ		لءم	فعيل	صيغة			مذكر			مفرد	+ون;+ات;لِئَامٌ;لُؤَمَاءُ;		Ta	DnN	Pf	Pm		Tn									"(صِيغَةُ فعيل).""رَجُلٌ لَئِيمٌ"" : خَسِيسٌ، مُنْحَطٌّ، دَنِيءٌ."
1631	بَهِيجٌ		بهج	فَعيل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn			ـو						"بَهِيجٌ-بَهِيجٌ، ةٌ [ب هـ ج]. 1. (صِيغةُ فَعيل). 1."" أَقَامَ حَفْلاً بَهِيجاً"" : سارّاً، حَسَناً، ذَا بَهْجَةٍ. 2.""وَجْهٌ بَهِيجٌ"" : مُتَهلِّل حُسْناً. 3.""بَهِيجَة"" : اِسْمُ عَلَمٍ للإنَاثِ."
1632	رَهيبٌ		رهب	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn			ـو						"رَهيبٌ-رَهيبٌ [ر هـ ب] (صِيغةُ فَعيل). ""أَمْرٌ رَهيبٌ"" : ما يُخافُ مِنْهُ، مُرْعِبٌ، مُفْزِعٌ."
1633	خَصِيفٌ		خصف	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"خَصِيفٌ-خَصِيفٌ [خ ص ف] (صيغَة فَعيل). 1.: رَمَادٌ. 2.:لَوْنٌ كَلَوْنِ الرَّمَادِ. 3.""حَبْلٌ خَصِيفٌ"" : كُلُّ ذِي لَوْنَيْنِ مُجْتَمِعَيْنِ وَأَكْثَرَ بَيْنَ السَّوَادِ وَا"
1634	دَنيءٌ		دنء	فَعيل	صيغة			مذكر			مفرد	+ون;أَدْنِياءُ;			Dz		Pm		Tn									"(صيغَة فَعيل). ""قامَ بِعَمَلٍ دَنيءٍ"" : ذَليل، خَسيس، مَنْ يَأْتِي بِالقَبيحِ."
1635	دَنيئَةٌ		دنء	فعيلة	صيغة			مذكر			مفرد	+ات;أَدْنِياءُ;		Ta	DnN	Pf			Tn									
1637	أَثِيرٌ		ءثر	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"أَثِيرٌ-أَثِيرٌ [أ ث ر] (صيغَةُ فَعِيل). ""هُوَ صَدِيقِي الأَثِيرُ"": صَدِيقِي المفَضَّلُ، أَيِ الَّذِي أُوثِرُهُ عَلى غَيْرِهِ. ""هُوَ أَثِيرِي""."
1638	أَثِيمٌ		ءثم	فَعِيل	صيغة			مذكر			مفرد	+ات;أُثَمَاءُ;		Ta	DnN	Pf			Tn									"(صيغَةُ فَعِيل). 1.""عَرَفْتُهُ رَجُلاً أَثِيمًا"" : كَذَّابًا، يَرْتَكِبُ آثَاماً.المطففين آية 12 وَمَا يُكَذِّبُ بِهِ إِلاَّ كُلُّ مُعْتَدٍ أَثِيم (قرآن) النساء آية 107 إِنَّ اللهَ لا يُحِبُّ مَنْ كَان خَوَّاناً أثِيمًا (قرآن). 2.""أَخْطَأْتَ خَطَأ أثِيماً"" : فِاحِشاً."
1640	ألِيفٌ		ءلف	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"ألِيفٌ-ألِيفٌ [أ ل ف] (صيغَةُ فَعِيل). ""إنَّهُ أَلِيفُ العُمْرِ"": الصَّدِيقُ الَّذِي يُؤْنِسُكَ وَتأْلَفُهُ أَوْ كُلُّ ما أَلِفَ الدَّارَ والنَّاسَ مِنَ الطَّيْرِ والحَيَوانِ."
1641	بَصيرٌ		بصر	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;بُصراءُ;		Ta	DnN	Pf	Pm		Tn									"(صيغَةُ فَعِيل). 1.""هُوَ العَلِيُّ البَصيرُ"" : مِنْ أَسْماءِ اللَّهِ الحُسْنَى، بِمَعنَى العَليمُ والخَبيرُ. 2.""رَجُلٌ بَ"
1643	بَطِيءٌ		بطء	فَعِيل	صيغة			مذكر			مفرد	+ون			Dz		Pm		Tn									"(صيغَةُ فَعِيل). 1.""يَمْشِي بِخُطُواتٍ بَطيئَةٍ"" : مُتَأَنِّيَةٍ، ثَقيلَةٍ. 2.""كانَ بَطيئاً في عَمَلِهِ"" : ثَقيلاً في عَمَلِهِ وَفَهْمِهِ. ""هُوَ بَطِيءُ الفَهْمِ""."
1644	بَطِيئةٌ		بطء	فعيلة	صيغة			مذكر			مفرد	+ات;			DnN	Pf			Tn									
1645	بَليدٌ		بلد	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;ج;بُلَدَاءُ		Ta	DnN	Pf	Pm		Tn									"بَليدٌ-بَليدٌ [ب ل د] (صيغَةُ فَعِيل). ""يَا لَهُ مِنْ بَلِيدٍ"" : بَطِيء الفَهمِ، خَامِل، قليل النَّشَاطِ."
1647	حَقِيقٌ		جقق	فَعِيل	صيغة			مذكر			مفرد	+ات;(ج);حَقَائِقُ		Ta	DnN	Pf			Tn									"حَقِيقٌ-حَقِيقٌ [ج ق ق] (صيغَةُ فَعِيل). ""هُوَ حَقِيقٌ بِالثِّقَةِ وَالمسْؤُولِيَّةِ"" : جَدِيرٌ بِهَا."
1649	حَشِيمٌ		حشم	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"حَشِيمٌ-حَشِيمٌ [ح ش م] (صيغَةُ فَعِيل). ""رَجُلٌ حَشِيمٌ"" : شَدِيدُ الحَيَاءِ، خَجُولٌ."
1650	حَضِيضٌ		حضض	فَعِيل	صيغة			مذكر			مفرد	+ات;حُضُضٌ;		Ta	DnN	Pf			Tn									"(صيغَةُ فَعِيل). 1.""سَقَطَ مِنْ أَعْلَى الجَبَلِ إلَى حَضِيضِهِ"" : نِهَايَةُ سَفْحِ الجَبَلِ. 2. ""بَلَغَ أَقْصَى دَرَجَاتِ الحَضِيضِ"" : أسْفَلَ سَافِلِينَ، كِنَايَةً عَنِ الرَّدَاءةِ والدَّنَاءةِ. ""شَعَرَ بِمَعْنوِيَّاتِهِ فِي الحَضِيضِ"" . "" نَزَلَ إلَى الحَضِيضِ"". 3.""الحَضِيضُ فِي عِلْمِ الفَلَكِ"" : أدْنَى مَنَازِلِ القَمَرِ عَكْسُ الأَوْجِ، وَهُوَ أعْلَى مَنَازِلِ القَمَرِ."
1652	حَلِيفٌ		حلف	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;حُلَفاءُ;أحلاف;وحُلَفاء		Ta	DnN	Pf	Pm		Tn									"(صيغَةُ فَعِيل). 1. ""هُوَ حَلِيفُهُ فِي السَّرَّاءِ وَالضَّرَّاءِ"" : مَنْ يَلْزَمُهُ وَلاَ يُفَارِقُهُ فِي كُلِّ الحَالاَتِ. 2. ""حَلِيفُ اللِّسَانِ"" : ذَرِبُهُ، حَدِيدُهُ. 3. ""مُعَاهَدَةُ الحُلَفَاءِ"": الدُّوَلُ الْمُرْتَبِطَةُ بِمُعَاهَدَةِ تَحَالُفٍ."
1655	حَمِيدٌ		حمد	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn			ـو						"حَمِيدٌ-حَمِيدٌ، ةٌ [ح م د] (صيغَةُ فَعِيل). 1.""كَانَ رجُلاً حَمِيداً"" : مَحْموداً. 2. ""هُوَ اللَّهُ الحَمِيدُ"" : مِنْ أَسْمَاءِ اللَّهِ الحُسْنَى. 3. ""يَتَّصِفُ بِخِصَالٍ حَمِيدَةٍ"" : كَرِيمَةٍ، مَحْمُودَةٍ. 4.""الْمَسَاعِي الحَمِيدَةُ"" : القِيَامُ بِوَسَاطَةٍ بَيْنَ فَرِيقَيْنِ لإِشَاعَةِ الوُدِّ وَالوِفَاقِ بَيْنَهُمَا. 5. ""عَبْدُ الحَمِيدِ"" : اِسْمُ عَلَمٍ مُرَكَّبٌ، ""حَمِيدَةُ"" : اِسْمُ عَلَمٍ لِلإنَاثِ."
1656	حَمِيمٌ		حمم	فَعِيل	صيغة			مذكر			مفرد	+ات;أحِمَّاءٌ;حَمَائِمُ;		Ta	DnN	Pf			Tn			ـو						"(صيغَةُ فَعِيل). 1. صَدِيقُكَ الحَمِيمُ"" : القَرِيبُ الَّذِي يَحْتَلُّ مَكَانَةً عِنْدَكَ، بَيْنَكَ وَبَيْنَهُ حُبٌّ مُتَبَادَلٌ. 2.""مَاءٌ حِميمٌ"" : ساخِنٌ، حَارٌّ.الأنعام آية 70 لَهُمْ شَرَابٌ مِنْ حَمِيمٍ وَعَذَابٌ ألِيمٌ (قرآن). 3.""نَاوَلَهُ حمِيمَةً"" : لَبَناً مُسَخَّناً. 4.""إبِلٌ حَمِيمَةٌ"" : كَرِيمَةٌ."
1659	دَفِينٌ		دفن	فَعِيل	صيغة			مذكر			مفرد	+ات;دُفَنَاءُ;		Ta	DnN	Pf			Tn			ـو						"(صيغَةُ فَعِيل). 1. ""يَتَزَوَّدُ أهْلُ القَرْيَةِ بِمَاءِ بِئْرٍ دَفِينٍ"" : بِئْرٌ بِدَاخِلِ الأرْضِ. بِئِرٌ مَسْتُورَةٌ. 2. ""يَحْتَفِظُ بِسِرٍّ دَفِينٍ"" : كَمِينٍ، لاَ يَعْرِفُهُ أحَدٌ. 3.""مَرَضٌ دَفِينٌ"" : مَرَضٌ مِنَ الأمْرَاضِ يَكُونُ مَخْفِيّاً وَيَظْهَرُ فَجْأةً وَغَالِباً مَا يَكُونُ فَتَّاكاً. ""دَاءٌ دَفِينٌ""."
1661	رَثِيمٌ		رثم	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"رَثِيمٌ-رَثِيمٌ [ر ث م] (صيغَةُ فَعِيل). 1.""أنْفٌ رَثِيمٌ"" : أنْفٌ كُسِرَ وَسَالَ مِنْهُ الدَّمُ. 2.""رَثِيمُ الحَصَى"" : مَا دُقَّ مِنْهُ بِالأَخْفَافِ."
1662	شَقِيفٌ		شقف	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"شَقِيفٌ-شَقِيفٌ [ش ق ف] (صيغَةُ فَعِيل). ""اِسْتَطَاعَ أَنْ يَتَسَلَّقَ شَقِيفاً فِي أَعْلَى الجَبَلِ"" : الصَّخْرُ العَظِيمُ الْمُنْحَدِرُ مِنَ الجَبَلِ."
1663	فَتِيتٌ		فتت	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"فَتِيتٌ-فَتِيتٌ [ف ت ت] (صيغَةُ فَعِيل). 1. : كُلُّ مَا هُوَ مَفْتُوتٌ، الشَّيْءُ يَسْقُطُ فَيَتَقَطَّعُ وَيَتَفَتَّتُ. 2.""تَنَاوَلَ فَتِيتاً"" : خُبْزًا مَفْتُوتاً، وَهُوَ مَا يُعَالَجُ بِالتَّوَابِلِ وَالزَّيْتِ."
1664	فَلِيقٌ		فلق	فَعِيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"فَلِيقٌ-فَلِيقٌ، ةٌ [ف ل ق] (صيغَةُ فَعِيل). 1.""إِنَّهُ لأَمْرٌ فَلِيقٌ"": عَجِيبٌ. 2.""فَلِيقُ العُنُقِ"" : عِرْقٌ يَن"
1665	قَطِيعٌ		قطع	فَعِيل	صيغة			مذكر			مفرد	+ات;قُطْعَانٌ;قِطَاعٌ;		Ta	DnN	Pf			Tn									"(صيغَةُ فَعِيل). ""قَطِيعُ الغَنَمِ"" : عَدَدٌ مِنَ الغَنَمِ. ""قَطِيعُ الإِبِلِ"" ""قَطِيعُ البَق"
1668	حَسِيبٌ		حسب	فَعيل	صيغة			مذكر			مفرد	+ون;+ات;		Ta	DnN	Pf	Pm		Tn									"حَسِيبٌ-حَسِيبٌ [ح س ب] (صيغَةُ فَعيل). 1.""هُوَ اللهُ الحَسِيبُ"" : مِنْ أسْمَاءِ اللَّهِ الحُسْنَى. النساء آية 6و كَفَى بِاللَّهِ حَسِيباً .(قرآن). 2. ""هُوَ حَسِيبٌ"" : ذُو حَسَبٍ وَنَسَبٍ. ""مَا عَابَ هَذَا أَحَدٌ وَمَا أَنَفَ مِنْهُ حَسِيبٌ وَلا نَسِيبٌ"" (التوحيدي). 3.""عَيَّنُوهُ حَسِيباً فِي الإدَارَةِ"" : مُحَاسِباً."
1669	دَقيقٌ		دقق	فَعيل	صيغة			مذكر			مفرد	+ون;+ات;أَدِقَّةٌ;وأدِقَّاء;ودِقاق;ودَقائِقُ		Ta	DnN	Pf	Pm		Tn									"دَقيقٌ-دَقيقٌ [د ق ق] (صيغَةُ فَعيل). 1.""هُوَ دَقيقٌ في أَحْكامِهِ"" : أَحْكامُهُ تَصْدُرُ عَنْ تَمَعُّنٍ وَبُعْدِ نَظَرٍ. 2.""دَقيقُ القَسماتِ"" : نَحيفٌ. ""وَجْهُها مائِلٌ إلى الطُّولِ مُرْتَفِعُ الجَبينِ دَقيقُ القَسَماتِ"" (ن. محفوظ). 3.""عالَجَ مَوْضوعاً دَقيقاً"" : مَوْضوعاً شائِكاً، غامِضاً. 4.""واجَهَ مَوْقِفاً دَقيقاً"" : حَرِجاً، صَعْباً. 5.""رَجُلٌ دَقيقٌ"" : قَليلُ الخَيْرِ. 6.""أَمْرٌ دَقيقٌ"" : حَقيرٌ."
1674	دَميثٌ		دمث	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"دَميثٌ-دَميثٌ [د م ث] (صيغَةُ فَعيل). ""دَمِيثُ الخُلُقِ"" : ُحَسَنُهُ، الدَّمِثُ."
1675	دَميعٌ		دمع	فَعيل	صيغة			مذكر			مفرد	+ون;+ات;دَمْعٌ;دُمَعاءُ;دمائع		Ta	DnN	Pf	Pm		Tn									"(صيغَةُ فَعيل). ""وَلَدٌ دَميعٌ"" : سَريعُ الدَّمْعِ والبُكاءِ."
1679	دَميمٌ		دمم	فَعيل	صيغة			مذكر			مفرد	+ات;دِمامٌ;دَمائِمُ;		Ta	DnN	Pf			Tn									"(صيغَةُ فَعيل). ""دَميمُ الخِلْقَةِ"" : القَبيحُ، البَشِعُ."
1682	رَبِيطٌ		ربط	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"رَبِيطٌ-رَبِيطٌ، ةٌ [ر ب ط] (صيغَةُ فَعيل). 1.""عَابِدٌ رَبِيطٌ"" : زَاهِدٌ، رَاهِبٌ. 2. ""رَجُلٌ رَبِيطٌ"" : حَكِيمٌ. 3.""هُوَ رَبِيطُ الجَأْشِ"" : رابِطُ الجَأْشِ، لاَ يَخَافُ وَلاَ يَفْزَعُ. 4. ""حَيوَانٌ رَبِيطٌ"" : مَرْبُوطٌ. ""دَابَّةٌ رَبِيطَةٌ""."
1683	زَعيقٌ		زعق	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"زَعيقٌ-زَعيقٌ[ز ع ق] (صيغَةُ فَعيل). ""جاءَ الوَلَدُ زَعيقاً"" : مَذْعوراً، خائِفاً."
1684	سَلِيخٌ		سلخ	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"سَلِيخٌ-سَلِيخٌ [س ل خ] (صيغَةُ فَعيل). 1.""حَيَوَانٌ سَلِيخٌ"" : مَسْلُوخٌ. 2.""طَعامٌ سَلِيخٌ"" : لاَ طَعْمَ لَهُ."
1685	صَقِيلٌ		صقل	فَعيل	صيغة			مذكر			مفرد	+ات;صِقَالٌ;		Ta	DnN	Pf			Tn									"(صيغَةُ فَعيل). 1.""سَيْفٌ صَقِيلٌ"" : السَّيْفُ الْمَجْلُوُّ الْحَادُّ. 2.""مَعْدِنٌ صَقِيلٌ"" : لاَمِعٌ، مَصْقُولٌ. ""م"
1687	ضَرِيمٌ		ضرم	فَعيل	صيغة			مذكر			مفرد	+ات;		Ta	DnN	Pf			Tn									"ضَرِيمٌ-ضَرِيمٌ [ض ر م] (صيغَةُ فَعيل). ""اِشْتَعَلَ الضَّرِيمُ"" : الْحَرِيقُ، وَكُلُّ مَا أُضْرِمَتْ بِهِ النَّارُ."
1688	ضَمِينٌ		ضمن	فَعيل	صيغة			مذكر			مفرد	+ات;ضُمَنَاءُ;		Ta	DnN	Pf			Tn									"(صيغَةُ فَعيل). ""وَجَدَ ضَمِيناً يَكْفُلُهُ"" : كَفِيلاً، ضَامِناً."
1690	فَقِيهٌ		فقه	فَعِيل	صيغة			مذكر			مفرد	+ون;+ات;فُقَهَاءُ;		Ta	DnN	Pf	Pm		Tn									"(صيغة فَعِيل). ""كَانَ فَقِيهَ عَصْرِهِ"" : الْعَالِمُ بِالْفِقْهِ وَالْمُتَضَلِّعُ مِنَ الْعُلُومِ، وَالْمَعْنَى الشَّائِعُ في بُلْدَانِ الْمَغْرِب العَرَبِيّ هُوَ مَنْ يَحْفَظُ القُرْآنَ وَيُحَفِّظُهُ."
1692	لَقِيطٌ		لقط	فَعِيل	صيغة			مذكر			مفرد	+ات;لَقَائِطُ;لَقِطَاتٌ;لقطاء;(;والمفعول;ملقوطٌ;ولَقِيطٌ)		Ta	DnN	Pf			Tn									(صيغة فَعِيل). 1. : الْوَلُودُ الَّذِي يُلْقَى بِهِ فِي الشَّارِعِ فَيُلْقَطُ، الْمَنْبُوذُ. 2. : الْمَلْقُوطُ.
1696	وَضِيعٌ		وضع	فَعِيلٌ	صيغة			مذكر			مفرد	+ون;+ات;وَضَائِعُ;		Ta	DnN	Pf	Pm		Tn									"(صيغة فَعِيلٌ). ""رَجُلٌ وَضِيعٌ"" : دَنِيءٌ، خَسِيسٌ."
