#رقم	مشكول	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنثه	مذكره	عدد	الجمع	مفرد	التأنيث	التثنية	ج, مؤ, س,	ج, مذ, س,	المنقوص	تنوين النصب	نسب	إض, لف,	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
906	مُعَنّاةٌ	معناة	عني		مفعول	عَنَّى		مؤنث			مفرد	+ات 			DnN	Pf			Tn									"(مفع. مِن عَنَّى). ""مُعَنَّى القَلْبِ والجَسَدِ"" : مُعَذَّبٌ..."
907	مَعْنِيٌّ	معني	عني		مفعول	عَنَى		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	PmS		Tn									"(مفع. مِن عَنَى). ""مَعْنِىٌّ بِالأَمْرِ"" : مَقْصُودٌ بِهِ."
908	مَعْهُودٌ	معهود	عهد		مفعول	عَهِدَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَعْهُودٌ-مَعْهُودٌ [ع هـ د] (مفع. مِن عَهِدَ). ""عَاوَدَ الْمَكَانَ هُدُوؤُهُ الْمَعْهُودُ"" : الْمُعْتَادُ، العَادِيُّ. ""مَعْهُودٌ فِيهِ التَّقْوَى والصَّلاَحُ""."
909	مُعَوَّدٌ	معود	عود		مفعول	عَوَّدَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن عَوَّدَ). ""مُعَوَّدٌ حُبَّ الخَيْرِ"" : مُعْتَادٌ لـ..."
910	مُعَوَّلٌ	معول	عول		مفعول	عَوَّلَ		مذكر			مفرد								Tn									"(مفع. مِن عَوَّلَ). ""مُعَوَّلٌ عَلَيْهِ"" : مُ"
911	مُعَيَّلٌ	معيل	عيل		مفعول	عيَّلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُعَيَّلٌ-مُعَيَّلٌ [ع ي ل] (مفع. مِن عيَّلَ). رَجُلٌ مُعَيَّلٌ"" : ذُو عِيالٍ."
912	مُعَيَّنٌ	معين	عين		مفعول	عَيَّنَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن عَيَّنَ). 1. ""مُعَيَّنٌ فِي مَنْصِبٍ هَامٍّ"" : مُسَمّىً. 2. ""مَكَانٌ مُعَيَّنٌ"": مُحَدَّدٌ. 3. ""أَمْرٌ مُعَيَّنٌ"" : مُخَصَّصٌ. ""يَزُورُنَا فِي أَ"
913	مُغَبَّرٌ	مغبر	غبر		مفعول	غَبَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن غَبَّرَ). ""مُغَبَّرُ الوَجْهِ"" : مُلَطَّخٌ بالغُبَارِ. ""تَخْلَعُ الذِّكْرَى مَلاَبِسَهَا الْمُغَبَّرَةَ القَدِيمَة"". (أمل دنقل)."
914	مَغْبُوطٌ	مغبوط	غبط		مفعول	غَبَطَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن غَبَطَ). ""مَغْبُوطٌ فِي عَمَلِهِ"" : فِي غِبْطَةٍ وسُرُورٍ."
915	مَغْبُونٌ	مغبون	غبن		مفعول	غَبَنَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن غَبَنَ). ""وَلَدٌ مَغْبُونٌ"" : خَائِبٌ. ""رَجَعَ مَغْبُوناً مِنْ سَفَرِهِ""."
916	مُغَذَّى	مغذى	غذي		مفعول	غَذَّى		مذكر			مفرد	+ون			Dy		Pm		Tn									"مُغَذّىً-مُغَذّىً، ةٌ [غ ذ ي] (مفع. مِن غَذَّى). ""مُغَذّىً بِوَجْبَةٍ دَسِمَةٍ"" : أَيْ مُتَنَاوِلٌ لِوَجْبَةٍ مُغَذِّيَةٍ."
917	مُغَذّاة	مغذاة	غذي		مفعول	غَذَّى		مؤنث			مفرد	+ات 			DnN	Pf			Tn									"مُغَذّىً-مُغَذّىً، ةٌ [غ ذ ي] (مفع. مِن غَذَّى). ""مُغَذّىً بِوَجْبَةٍ دَسِمَةٍ"" : أَيْ مُتَنَاوِلٌ لِوَجْبَةٍ مُغَذِّيَةٍ."
918	مَغْرُورٌ	مغرور	غرر		مفعول	غَرَّ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن غَرَّ). ""مَغْرُورٌ بِمَا حَقَّقَ مِنْ نَتَائِجَ"" : مَ"
919	مغارير	مغارير	غرر		مفعول	غَرَّ					جمع																Non	
920	مُغَرْبَلٌ	مغربل	غربل		مفعول	غَرْبَلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُغَرْبَلٌ-مُغَرْبَلٌ، ةٌ [غ ر ب ل] (مفع. مِن غَرْبَلَ). 1.""دَقِيقٌ مُغَرْبَلٌ"" : أَيْ تَمَّتْ غَرْبَلَتُهُ. 2.""رَجُلٌ مُغَرْبَلٌ"" : دَنِيءٌ، خَسِيسٌ، حَقِيرٌ. 3.""مَالٌ مُغَرْبَلٌ"" : ذَهَبَ كُلُّهُ، مُسْتَنْزَفٌ. 4.""مُلْكٌ مُغَرْبَلٌ"" : زَائِلٌ."
921	مَغْسُولٌ	مغسول	غسل		مفعول	غَسَلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَغْسُولٌ ، ةٌ - [غ س ل]. (مفع. مِن غَسَلَ). ""ثِيَابٌ مَغْسُولَةٌ"" : أَيْ تَمَّ غَسْلُهَا وتَنْظِيفُهَا. "
922	مَغْشُوشٌ	مغشوش	غشش		مفعول	غَشَّ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مَغْشُوشٌ-مَغْشُوشٌ، ةٌ [غ ش ش] (مفع. مِن غَشَّ). 1. ""عَمَلٌ مَغْشُوشٌ"" : فِيهِ غِشٌّ. 2. ""ل"
923	مَغْشِيٌّ	مغشي	غشي		مفعول	غَشِيَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن غَشِيَ). ""سَقَطَ مَغْشِيّاً عَلَيْهِ"" : مُغْمىً عَلَيْهِ، أَيْ فَاقِداً الحِسَّ والْحَرَكَةَ."
924	مَغْضُوبٌ	مغضوب	غضب		مفعول	غضِبَ		مذكر			مفرد								Tn									"(مفع. مِن غضِبَ). ""رَجُلٌ مَغْضُوبٌ عَلَيْهِ"" : رَجُلٌ مُبْغَضٌ.الفاتحة آية 7 غَيْرِ الْمَغْضُوبِ عَلَيْهِمْ (قرآن)."
925	مَذْهُوبٌ	مذهوب	ذهب		مفعول	ذَهَبَ		مذكر			مفرد								Tn									مذهوب بعقله.
926	مَغْفُورٌ	مغفور	غفر		مفعول	غَفَرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن غَفَرَ). 1. ""الْمَغْفُورُ لَهُ"" : الْمَرْحُومُ. 2. ""ذَنْبُهُ مَغْفُورٌ"" : ذَنْبُهُ مَحَلُّ غُفْرَانٍ."
927	مُغَفَّلٌ	مغفل	غفل		مفعول	غَفَّلَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن غَفَّلَ). ""رَجُلٌ مُغَفَّلٌ"" : لاَ فِطْنَةَ لَهُ ولاَ ذَكَا"
928	مَغْلُوبٌ	مغلوب	غلب		مفعول	غَلَبَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن غَلَبَ). ""مَغْلُوبٌ عَلَى أَمْرِهِ"" : أَيْ عَاجِزٌ عَنِ الْحَرَكَةِ لاَ يَسْتَطِيعُ تَنْفِيذَ أَمْرٍ مَّا."
929	مَغْلُوطٌ	مغلوط	غلط		مفعول	غَلِطَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَغْلُوطٌ-مَغْلُوطٌ، ةٌ [غ ل ط] (مفع. مِن غَلِطَ). ""حِ"
930	مُغَلَّفٌ	مغلف	غلف		مفعول	غَلَّفَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن غَلَّفَ). 1. ""سَلَّمَهُ مُغَلَّفاً"" : غِلاَف الرِّسَالَةِ. 2. ""مُغَلَّفٌ بِسِلْهَامِهِ"" : مُلْتَفٌّ بِهِ. 3. ""كِتَابٌ مُغَلَّفٌ"" : عَلَيْهِ غِلافٌ مِنْ وَرَقٍ."
931	مَغْلُوقٌ	مغلوق	غلق		مفعول	غَلَقَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَغْلُوقٌ-مَغْلُوقٌ، ةٌ [غ ل ق] (مفع. مِن غَلَقَ). ""بَابٌ مَغْلُوقٌ"": مَسْدُودٌ."
932	مَغْمُومٌ	مغموم	غمم		مفعول	غَمَّ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن غَمَّ). ""رَجُلٌ مَغْمُومٌ"" : مَهْمُومٌ، حَزِينٌ، كَئِيبٌ."
933	مُغَمَّدٌ	مغمد	غمد		مفعول	غَمَّدَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُغَمَّدٌ-مُغَمَّدٌ، ةٌ [غ م د] (مفع. مِن غَمَّدَ).""جَسَدٌ مُغَمَّدٌ"" : مُغَطّىً. ""وَقَدْ قُبِضَ عَل"
934	مَغْمُودٌ	مغمود	غمد		مفعول	غَمَدَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									مَغْمُودٌ-مَغْمُودٌ [غ م د] (مفع. مِن غَمَدَ
935	مَغْمُورٌ	مغمور	غمر		مفعول	غَمَرَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن غَمَرَ). 1.""رَجُلٌ مَغْمُورٌ لاَ ذِكْرَ لَهُ"" : مَجْهُولٌ، خَامِلُ الذِّكْرِ. 2."""
936	مَغْمُوزٌ	مغموز	غمز		مفعول	غَمَزَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن غَمَزَ). ""رَجُلٌ مَغْمُوزٌ"" : مُتَّهَمٌ بِعَيْبٍ."
937	مُغَمَّضٌ	مغمض	غمض		مفعول	غَمَّضَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. مِن غَمَّضَ). ""أَدْخَلُوهُ إِلَى غُرْفَةٍ مُغَمَّضَ العَيْنَيْنِ"" : مُطْبَقَ العَ"
938	مُغَيَّبٌ	مغيب	غيب		مفعول	غَيَّبَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن غَيَّبَ). ""رَجُلٌ مُغَيَّبٌ"" : أَيْ أُبْعِدَ وتَمَّ تَغْيِيبُهُ."
939	مُغَيَّرٌ	مغير	غير		مفعول	غَيَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُغَيَّرٌ-مُغَيَّرٌ، ةٌ [غ ي ر] (مفع. مِن غَيَّرَ). ""لَوْنُهُ مُغَيَّرٌ"" : مُبَدَّلٌ."
940	مُغَيَّمٌ	مغيم	غيم		مفعول	غَيَّمَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُغَيَّمٌ-مُغَيَّمٌ، ةٌ [غ ي م] (مفع. مِن غَيَّمَ). ""يَوْمٌ مُغَيَّمٌ"" : يَوْمٌ تُخَيِّمُ عَلَيْهِ الغُيُومُ."
941	مُفَتَّتٌ	مفتت	فتت		مفعول	فَتَّتَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُفَتَّتٌ-مُفَتَّتٌ، ةٌ [ف ت ت] (مفع. مِن فَتَّتَ). ""خُبْزٌ مُفَتَّتٌ"": مُكَسَّرٌ إِلَى فُتَاتٍ."
942	مَفْتُوحٌ	مفتوح	فتح		مفعول	فَتَحَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn			ـو						"مَفْتُوحٌ-مَفْتُوحٌ، ةٌ [ف ت ح] (مفع. مِن فَتَحَ). ""بَابٌ مَفْتُوحٌ"": مُشْرَعٌ عَلَى مِصْرَاعَيْهِ."
943	مَفْتُولٌ	مفتول	فتل		مفعول	فَتَلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn			ـو						"(مفع. مِن فَتَلَ). ""رَجُلٌ مَفْتُولُ السَّاعِدِ"" : قَوِيُّ العَضَلاَتِ."
944	مَفْتُونٌ	مفتون	فتن		مفعول	فَتَنَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن فَتَنَ). ""مَفْتُونٌ بِجَمَالِ الطَّبِيعَةِ"" : مَأْخُوذٌ"
945	مَفْجُوعٌ	مفجوع	فجع		مفعول	فَجَعَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. مِن فَجَعَ). ""رَجُلٌ مَفْجُوعٌ"" : مُصَابٌ بِفَاجِعَةٍ مُؤْلِمَةٍ. ""إِنَّ التَّجَمُّلَ بِالصَّبْرِ هُوَ آخِرُ سِلاَحِ الْمَفْجُوعِ"". (إسحق الحسيني)."
946	مَفْدِيٌّ	مفدي	فدي		مفعول	فَدَى		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	PmS		Tn									"(مفع. مِن فَدَى). ""رَجُلٌ مَفْدِيٌّ"" : مُفَدّىً مَنْ خُلِّصَ مِنَ الأَسْرِ بِمُقَابِلٍ."
947	مَفْرُوشٌ	مفروش	فرش		مفعول	فَرَشَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من فَرَشَ). 1.""بَيْتٌ مَفْرُوشٌ"" : مُؤَثَّثٌ. ""شُقَقٌ مَفْرُوشَةٌ"". 2.""مَفْرُوشَاتُ البَيْتِ"" : أَثَاثُهُ."
948	مَفْرُوضٌ	مفروض	فرض		مفعول	فَرَضَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَفْرُوضٌ-مَفْرُوضٌ، ةٌ [ف ر ض] (مفع. من فَرَضَ). ""مِنَ الْمَفْرُوضِ أَنْ"" : مِنَ الوَاجِبِ."
949	مَفْرُوغٌ	مفروغ	فرغ		مفعول	فَرَغَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَفْرُوغٌ-مَفْرُوغٌ، ةٌ [ف ر غ] (مفع. من فَرَغَ). 1.""إِنَاءٌ مَفْرُوغٌ"" : أُفْرِغَ مِمَّا فِيهِ. 2.""مَاءٌ مَفْرُوغٌ"" : سَائِلٌ. 3.""كَلاَمٌ مَفْرُوغٌ مِنْهُ"": مُنْتَهٍ، تَامٌّ."
950	مُفَرَّقٌ	مفرق	فرق		مفعول	فَرَّقَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُفَرَّقٌ-مُفَرَّقٌ [ف ر ق] (مفع. من فَرَّقَ). ""البَيْعُ بِالْمُفَرَّقِ"": ال"
951	مَفْرُوكٌ	مفروك	فرك		مفعول	فَرَكَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَفْرُوكٌ-مَفْرُوكٌ، ةٌ [ف ر ك] (مفع. من فَرَكَ). 1.""حَبٌّ مَفْرُوكٌ"": تَمَّ فَرْكُهُ وَحَكُّهُ. 2.""رَجُلٌ مَفْرُوكٌ"" "
952	مَفْرُومٌ	مفروم	فرم		مفعول	فَرَمَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَفْرُومٌ-مَفْرُومٌ [ف ر م] (مفع. من فَرَمَ). ""لَحْمٌ مَفْرُومٌ"""
953	مُفَسَّرٌ	مفسر	فسر		مفعول	فَسَّرَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُفَسَّرٌ-مُفَسَّرٌ، ةٌ [ف س ر] (مفع. من فَسَّرَ). ""نَصٌّ مُفَسَّرٌ"": مَشْرُوحٌ، مُؤَوَّلٌ."
954	مُفَصَّلٌ	مفصل	فصل		مفعول	فَصَّلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُفَصَّلٌ-مُفَصَّلٌ، ةٌ [ف ص ل] (مفع. من فَصَّلَ). 1.""قُمَاشٌ مُفَصَّلٌ"" : أَيْ فُصِّلَ إِلَى أَجْزَاءٍ. 2.""حَدِيثٌ مُفَصَّلٌ"" : مُبَيَّنٌ بِكُلِّ أَجْزَائِهِ وحَيْثِيَّاتِهِ. ""بَيَانٌ مُفَصَّلٌ بِالوَقَائِعِ"" ""اِسْتَمَعَ إِلَى نَشْرَةِ الأَخْبَارِ الْمُفَصَّلَةِ""."
955	مُفَضَّضٌ	مفضض	فضض		مفعول	فَضَّضَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُفَضَّضٌ-مُفَضَّضٌ [ف ض ض] (مفع. من فَضَّضَ). ""مَعْدِنٌ مُفَضَّضٌ"" : مَطْلِيٌّ بِالفِضَّةِ، أَوْ مُرَصَّعٌ بِهَا."
956	مُفَضَّلٌ	مفضل	فضل		مفعول	فَضَّلَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من فَضَّلَ) . ""عَمَلٌ مُفَضَّلٌ لَدَيْهِ"" : أَثِيرٌ ل"
957	مَفْعُولٌ	مفعول	فعل		مفعول	فَعَلَ		مذكر			مفرد	+ات;مَفَاعِيلُ 		ة	DnT	Pf			Tn									"(مفع. من فَعَلَ). 1.""دَوَاءٌ لَهُ مَفْعُولٌ قَوِيٌّ"" : تَأْثِيرٌ، أَثَرٌ، نَتِيجَةٌ. 2. ""قَانُونٌ لَهُ مَفْعُولٌ رَجْعِيّ"" : أَيْ يَشْمُلُ مَا قَبْلَهُ. 3. ""مَفْعُولٌ بِهِ"" : هُوَ اسْمٌ مَنْصُوبٌ يَقَعُ عَلَيْهِ فِعْلُ الفَاعِلِ : ""قَذَفَ اللاعِبُ الكُرَةَ"". 4.""الْمَفْعُولُ لَهُ، الْمَفْعُولُ لأَجْلِهِ"" : هُوَ مَصْدَرٌ يُبَيِّنُ سَبَبَ مَا قَبْلَهُ ويُشَارِكُ عَامِلَهُ فِي الزَّمَانِ وفِي الفَاعِلِ، ويُخَالِفُ"
958	مَفَاعِيلُ	مفاعيل	فعل		مفعول	فَعَلَ					جمع		مَفْعُولٌ														Non	
959	مَفْقُودٌ	مفقود	فقد		مفعول	فَقَدَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. من فَقَدَ). 1. ""صَارَ الْحَلِيبُ مَفْقُوداً"" : أَيْ غَيْرَ مَوْجُودٍ، لاَ أَثَرَ لَهُ. 2.""عَزِيزٌ مَفْقُودٌ"" : فَقِيدٌ. ""أَصْبَحَ مَفْقُودًا مَا كَانَ عَزِيزاً فَقْدُهُ""."
960	مَفْكُوكٌ	مفكوك	فكك		مفعول	فَكَّ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَفْكُوكٌ-مَفْكُوكٌ [ف ك ك] (مفع. من فَكَّ). ""جهِاَزٌ مَفْكُوكُ الأَجْزَاءِ"" : مَفْصُولُ الأَجْزَاءِ."
961	مُفَكَّرٌ	مفكر	فكر		مفعول	فَكَّرَ		مذكر			مفرد								Tn									"مُفَكَّرٌ-مُفَكَّرٌ [ف ك ر] (مفع. من فَكَّرَ). ""أَفْكَارٌ مُفَكَّرٌ فِيهَا"" : أَيْ سَبَقَ التَّفْكِيرُ فِيهَا. ""ظَهَرَتْ آرَاءٌ غَيْرُ مُفَكَّرٍ فِيهَا""."
962	مُفَكَّكٌ	مفكك	فكك		مفعول	فَكَّكَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُفَكِّكٌ، ةٌ - [ف ك ك]. (مفع. من فَكَّكَ). 1. ""جِهَازٌ مُفَكَّكٌ"" : أَيْ حُلَّتْ قِطَعُهُ إِلَى أَجْزَاءٍ. 2.""عَمَلٌ مُفَكَّكٌ"" : غَيْرُ مُحْكَمٍ. ""رِوَايَةٌ غَرِيبَةُ الأَطْوَارِ مُفَكَّكَةُ الفُصُولِ"""
963	مَفْلُوجٌ	مفلوج	فلج		مفعول	فَلِجَ		مذكر			مفرد	+ات;مَفَالِيجُ 		ة	DnT	Pf			Tn									"(مفع. مِن فَلِجَ). ""رَجُلٌ مَفْلُوجٌ"" : مُصَابٌ بِدَاءِ الفَالِجِ، أَ"
964	مَفَاهِيمُ	مفاهيم	فهم		مفعول	فَهِمَ					جمع		مَفْهُومٌ														Non	
965	مَفْلُوحٌ	مفلوح	فلح		مفعول	فَلَحَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَفْلُوحٌ-مَفْلُوحٌ، ةٌ [ف ل ح] (مفع. من فَلَحَ). ""حَقْلٌ مَفْلُوحٌ"" : مَحْرُوثٌ."
966	مُفَلْفَلٌ	مفلفل	فلفل		مفعول	فَلْفَلَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُفَلْفَلٌ-مُفَلْفَلٌ [ف ل ف ل] (مفع. من فَلْفَلَ). 1. ""طَعَامٌ مُفَلْفَلٌ"": طَعَامٌ وُضِعَ فِيهِ الفُلْفُلُ. 2. ""الأَرُزُّ الْمُفَل"
967	مَفْلُوقٌ	مفلوق	فلق		مفعول	فَلَقَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مَفْلُوقٌ-مَفْلُوقٌ [ف ل ق] (مفع. مِن فَلَقَ). 1.""حَافِرٌ مَفْلُوقٌ"": مَشْقُوقٌ،"
968	مُفَنَّدٌ	مفند	فند		مفعول	فَنَّدَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُفَنَّدٌ-مُفَنَّدٌ، ةٌ [ف ن د] (مفع. من فَنَّدَ). ""رَأْ"
969	مُفَهْرَسٌ	مفهرس	فهرس		مفعول	فَهْرَسَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُفَهْرَسٌ-مُفَهْرَسٌ، ةٌ [ف هـ ر س] (مفع. من فَهْرَسَ). ""كِتَابٌ مُفَهْرَسٌ"" : كِتَابٌ تَمَّ تَبْوِيبُ مَوَاضِيعِهِ وأَسْمَائِهِ وفَهْرَسَتُهَا."
970	مَفْهُومٌ	مفهوم	فهم		مفعول	فَهِمَ		مذكر			مفرد	+ات;مَفَاهِيمُ 		ة	DnT	Pf			Tn									"(مفع. من فَهِمَ). 1.""مَفْهُومُ التُّرَاثِ"" : مَجْمُوعُ الصِّفَاتِ والخَصَائِصِ الْمُوَضِّحَةِ لِمَعْنَاهُ ومَدْلُول"
971	مَفَاهِيمُ	مفاهيم	فهم		مفعول	فَهِمَ					جمع																Non	
972	مُفَوَّضٌ	مفوض	فوض		مفعول	فَوَّضَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn			ـو						"(مفع. من فَوَّضَ). 1. ""الْمُفَوَّضُ السَّامِي"" : مَنْ فُوِّضَتْ إِلَيْهِ إِدَارَةُ دَائِرَةٍ حُكُومِيَّةٍ. 2. ""مُفَوَّضُ الشُّرْطَةِ"" : ضَابِ"
973	مُفَوَّهٌ	مفوه	فوه		مفعول	فَوَّهَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من فَوَّهَ). ""خَطِيبٌ مُفَوَّهٌ"" : بَلِيغٌ جَيِّدُ الكَلاَمِ."
974	مُقَابَلٌ	مقابل	قبل		مفعول	قَابَلَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُقَابَلٌ - [ق ب ل]. (مفع. من قَابَلَ). ""رَجُلٌ مُقَابَلٌ"" : رَجُلٌ كَرِيمُ النَّسَبِ مِنْ قِبَلِ أَبَوَيْهِ. "
975	مَقُودٌ	مقود	قود		مفعول	قَادَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مَقُودٌ-مَقُودٌ، ةٌ [ق و د] (مفع. من قَادَ). ""حَيَوَانٌ مَقُودٌ"" : يُقَادُ بِمِقْوَدٍ."
976	مُقَارَنٌ	مقارن	قرن		مفعول	قَارَنَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مُقَارَنٌ-مُقَارَنٌ [ق ر ن] (مفع. من قَارَنَ). ""أَدَبٌ مُقَارَنٌ"" : الدِّرَاسَةُ الأَدَبِي"
977	مَقُولٌ	مقول	قول		مفعول	قَالَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من قَالَ). 1.""لاَ يَهْتَمُّ بِكُلِّ مَقُولٍ"" : بِكُلِّ مَا يُقَالُ. 2. ""مَقُولُ القَوْلِ"" : مَفْعُولُ القَوْلِ. 3. ""مَقُولَةٌ دِينِيَّةٌ"" : الْمَعْنَى العَامُّ لِمَوْضُوعِ الدِّينِ. ""مَقُولَةٌ أَيدِيُولُوجِيَّةٌ""."
978	مُقَبَّبٌ	مقبب	قبب		مفعول	قَبَّبَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقَبَّبٌ-مُقَبَّبٌ، ةٌ [ق ب ب] (مفع. من قَبَّبَ). 1."" ضَرِيحٌ مُقَبَّبٌ"" "
979	مَقْبُورٌ	مقبور	قبر		مفعول	قَبَرَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"مَقْبُورٌ، ةٌ - ج: ون، ات. [ق ب ر]. (مفع. من قَبَرَ). ""مَقْبُورٌ فِي قَبْرِهِ"" : مَدْفُونٌ. "
980	مَقْبُوضٌ	مقبوض	قبض		مفعول	قَبَضَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من قَبَضَ). 1.""مَقْبُوضٌ عَلَيْهِ"" : مَن اُعْتُقِلَ، وَقُبِ"
981	مَقْبُولٌ	مقبول	قبل		مفعول	قَبِلَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من قَبِلَ). 1. ""مَقْبُولٌ فِي الْمَعْهَدِ"" : مُوَافَقٌ عَلَى الْتِحَاقِهِ بِالْمَعْهَدِ. 2. ""حَصَلَ عَلَى دَرَجَةِ مَقْبُولٍ فِي الامْتِحَانِ"" : مَنْ حَصَلَ عَلَ"
982	مَقْتُولٌ	مقتول	قتل		مفعول	قَتَلَ		مذكر			مفرد	+ون;+ات 		ة	DnT	Pf	Pm		Tn									"(مفع. من قَتَلَ). ""مَقْتُولٌ بِخِنْجَرٍ"" : مَنْ قُتِلَ. ""كَانَ الأَطْ"
983	مَقْدُودٌ	مقدود	قدد		مفعول	قَدَّ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"(مفع. من قَدَّ). ""مَقْدُودٌ مِنْ صَخْرٍ"" : مَنْحُوتٌ مِنْ صَخْرٍ."
984	مُقَدَّدٌ	مقدد	قدد		مفعول	قَدَّدَ		مذكر			مفرد	+ات 		ة	DnT	Pf			Tn									"مُقَدَّدٌ-مُقَدَّدٌ، ةٌ [ق د د] (مفع. من قَدَّدَ). ""لَحْمٌ مُقَدَّدٌ"" : لَحْمٌ مُمَلَّحٌ يَابِسٌ."
985	مُقَدَّرٌ	مقدر	قدر		مفعول	قَدَّرَ		مذكر			مفرد	+ات		ة	DnT	Pf			Tn									"(مفع. من قَدَّرَ). 1.""قَضَاءُ مُقَدَّرٌ"" : مَحْتُومٌ. ""مُقَدَّرٌ عَلَيْهِ العَذَابُ"". 2.""يَتَصَوَّرُ أَنَّ مُقَدَّرَاتِ الْمَشْ"
