#رقم	مشكول	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرد	التأنيث	التثنية	ج. مؤ. س.	ج. مذ. س.	المنقوص	تنوين النصب	نسب	إض. لف.	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
4204	هَادِلٌ	هادل	هدل		فاعل	هَدَلَ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"هَادِلٌ-هَادِلٌ، ةٌ [هـ د ل] (فا. من هَدَلَ). 1.""حَمَامٌ هَـادِلٌ"" : الْمُحْدِثُ لِصَوْتٍ. 2.""شَفَةٌ هَادِلَةٌ"" : شَفَةٌ مُسْتَرْخِيَةٌ."
4205	هَوَادِلٌ	هوادل	هدل								جمع		هَادِلٌ														Non	
1197	مُتَهَدِّمٌ	متهدم	هدم		فاعل	تَهَدَّمَ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"(فَا. مِنْ تَهَدَّمَ). ""بَيْتٌ مُتَهَدِّمٌ"" : مُحَطَّمٌ، أَيْ تَحَطَّمَتْ، تَهَدَّمَتْ جُدْرَانُهُ. ""دُورٌ مُتَهَدِّمَةٌ"" ""تَرَكَتِ الْحَرْبُ الأَرْضَ خَرَاباً وَمُدُناً مُتَهَدِّمَةً""."
4206	هَادِمٌ	هادم	هدم		فاعل	هَدَمَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فا. من هَدَمَ). ""هَادِمٌ لِكُلِّ بِنَاءٍ"" : مُحَطِّمٌ... ""جَاءَ الإسْلاَمُ بِالْحِكْمَةِ هَادِماً لِلشِّرْكِ وَدَاعِياً لِلتَّوْحِيدِ""."
4207	هَوَادِمٌ	هوادم	هدم								جمع		هَادِمٌ														Non	
4208	هُدََّامٌ	هدام	هدم								جمع		هَادِمٌ						Tn									
4209	هَدَمَةٌ	هدمة	هدم								جمع		هَادِمٌ						Tn									
6762	مُنْهَدِمٌ	منهدم	هدم	مُنْفَعِلٌ	فاعل	اِنْهَدَمَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4146	مُهَادِنٌ	مهادن	هدن		فاعل	هَادَنَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فا. من هَادَنَ). ""رَجُلٌ مُهادِنٌ"" : مُصَالِحٌ، غَيْرُ مُناوِئٍ، مُسالِمٌ."
5854	مُتَهَادِنٌ	متهادن	هدن	مُتَفَاعِلٌ	فاعل	تَهَادَنَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6891	هَادِنٌ	هادن	هدن	فَاعِلٌ	فاعل	هَدَنَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
728	مُهْتَدِي	مهتدي	هدي		فاعل	اِهْتَدَى		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm	Tk	Tn									"(فا. من اِهْتَدَى). 1.""رَجُلٌ مُهْتَدٍ"" : السَّائِرُ فِي طَرِيقِ الرَّشَادِ والصَّوَابِ.النجم آية 30 إِنَّ رَبَّكَ هُوَ أَعْلَمُ بِمَنْ ضَلَّ عَن"
4210	هَادِي	هادي	هدي		فاعل	هَدَى		مذكر			مفرد	ون;+ات;هُدَاةٌ;هَوَادٍ 		Ta	DnT	Pf	Pm	Tk	Tn		Cv	ـو						"(فا. من هَدَى). 1.""كَانَ هَادِياً لِقَوْمِهِ"" : مُرْشِداً. 2.""هُوَ اللَّهُ الْهَادِي"" : مِنْ أَسْمَاءِ اللَّهِ الْحُسْنَى. 3.""عَبْد الْهَادي"" : اِسْم"
4211	هُدَاةٌ	هداة	هدي								جمع		هَادِي						Tn									
4212	هَوَادِي	هوادي	هدي								جمع		هَادِيَةُ					Tk	Tn									
1198	مُتَهَذِّبٌ	متهذب	هذب		فاعل	تَهَذَّبَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ تَهَذَّبَ). ""وَلَدٌ مُتَهَذِّبٌ"" : مُتَأَدِّبٌ."
4518	مُهَذِّبٌ	مهذب	هذب	مُفَعِّلٌ		هَذَّبَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						
6892	هَاذِبٌ	هاذب	هذب	فَاعِلٌ	فاعل	هَذَبَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4213	هَاذِرٌ	هاذر	هذر		فاعل	هَذَرَ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									هَاذِرٌ-هَاذِرٌ، ةٌ [هـ ذ ر] (فَا. مِنْ هَ
4214	هَوَاذِرٌ	هواذر	هذر								جمع		هَاذِرٌ														Non	
729	مُهْتَرِئٌ	مهترئ	هرأ		فاعل	اهْتَرَأَ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"مُهْتَرِئٌ-مُهْتَرِئٌ، ةٌ [هـ ر أ] (فا. من اهْتَرَأَ). ""ثَو"
4215	هَارِبٌ	هارب	هرب		فاعل	هَرَبَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. مِنْ هَرَبَ). ""خَرَجَ هَارِباً"" : فَارّاً. ""هَارِبٌ مِنَ الْجُنْدِيَّةِ"" ""يَ"
4216	هَزَزَةٌ	هززة	هرب								جمع		هَازِزٌ						Tn									
4217	هَوَارِبٌ	هوارب	هرب								جمع		هَارِبٌ														Non	
4218	هُرََّابٌ	هراب	هرب								جمع		هَارِبٌ						Tn									
4219	هَرَبَةٌ	هربة	هرب								جمع		هَارِبٌ						Tn									
4220	مُهَرِّبٌ	مهرب	هرب		فاعل	هَرَّبَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فا. من هَرَّبَ). ""مُهَرِّبُ الْمُخَدِّرَاتِ"" : مَنْ يُدْخِلُ الْمُخَدِّرَاتِ أَوْ يُخْرِجُها مِنْ بَلَ"
5855	مُتَهَارِبٌ	متهارب	هرب	مُتَفَاعِلٌ	فاعل	تَهَارَبَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5864	مُتَهَرِّبٌ	متهرب	هرب	مُتَفَعِّلٌ	فاعل	تَهَرَّبَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4221	مُهَرِّجٌ	مهرج	هرج		فاعل	هَرَّجَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فا. من هَرَّجَ). 1.""كَانَ مِنْ بَيْنِ الْمُهَرِّجِينَ"" : مَنْ يُحْدِثُ الفَوْضَى والتَّشْوِيشَ فِي قَاعَةٍ أ"
6893	هَارِجٌ	هارج	هرج	فَاعِلٌ	فاعل	هَرَجَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6894	هَارِدٌ	هارد	هرد	فَاعِلٌ	فاعل	هَرَدَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6895	هَارِسٌ	هارس	هرس	فَاعِلٌ	فاعل	هَرَسَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5865	مُتَهَرْطِقٌ	متهرطق	هرطق	مُتَفَعْلِلٌ	فاعل	تَهَرْطَقَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6896	هَارِعٌ	هارع	هرع	فَاعِلٌ	فاعل	هَرَعَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6897	هَارِفٌ	هارف	هرف	فَاعِلٌ	فاعل	هَرَفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6898	هَارِقٌ	هارق	هرق	فَاعِلٌ	فاعل	هَرَقَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4222	مُهَرْوِلٌ	مهرول	هرول		فاعل	هَرْوَلَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من هَرْوَلَ"". ""يَمْشِي مُهَرْوِلاً"" : مَنْ يَمْشِي مُسْرِعاً، بَيْنَ الْعَدْوِ وَالْمَشْيِ."
411	مُسْتَهْزِئٌ	مستهزئ	هزأ		فاعل	اِسْتَهْزَأَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِن اِسْتَهْزَأَ). ""مُسْتَهْزِئٌ بِالنَّاسِ"" : مَنْ يَسْخَرُ مِنْهُمْ وَيَسْتَخِفُّ بِهِمْ."
4227	هَازِئٌ	هازئ	هزأ		فاعل	هَزَأَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. مِن هَزَأَ). ""كَلَّمَهُ هَازِئاً بِهِ"" : سَاخِرًا مِنْهُ. ""وَقَفَ هَازِئاً مِنْ رِفَاقِهِ""."
4228	هَوَازِئٌ	هوازئ	هزأ								جمع		هَازِئٌ														Non	
4229	هُزََّاءٌ	هزاء	هزأ								جمع		هَازِءٌ														Non	
4230	هَزَأَةٌ	هزأة	هزأ								جمع		هَازِأٌ						Tn									
5866	مُتَهَزِّجٌ	متهزج	هزج	مُتَفَعِّلٌ	فاعل	تَهَزَّجَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6899	هَازِرٌ	هازر	هزر	فَاعِلٌ	فاعل	هَزَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
730	مُهْتَزٌّ	مهتز	هزز		فاعل	اِهْتَزَّ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من اِهْتَزَّ). 1.""جِدَارٌ مُهْتَزٌّ"" : غَيْرُ مُسْتَقِرٍّ عَلَى أُسُسٍ مَتِينَةٍ. 2. ""مُهْتَزٌّ طَرَباً"" : نَشِيطٌ، فَرِحٌ. 3.""أَصْوَاتٌ"
4223	هَازٌّ	هاز	هزز		فاعل	هَزَّ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"هَازٌّ-هَازٌّ، ةٌ [هـ ز ز] (فا. مِنْ هَزَّ). ""أَ"
4224	هُوََّازٌ	هواز	هزز								جمع		هَاوِزٌ														Non	
4225	هُزََّازٌ	هزاز	هزز								جمع		هَازِزٌ						Tn									
4226	هُشُمٌ	هشم	هزز								جمع		هَاشِمٌ						Tn									
5867	مُتَهَزِّزٌ	متهزز	هزز	مُتَفَعِّلٌ	فاعل	تَهَزَّزَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5868	مُتَهَزِّعٌ	متهزع	هزع	مُتَفَعِّلٌ	فاعل	تَهَزَّعَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6900	هَازِعٌ	هازع	هزع	فَاعِلٌ	فاعل	هَزَعَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4231	هَازِلٌ	هازل	هزل		فاعل	هَزَلَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									هَازِلٌ-هَازِلٌ [هـ ز ل] (فا. مِنْ هَزَلَ 
4232	هَوَازِلٌ	هوازل	هزل								جمع		هَازِلٌ														Non	
4233	هُزََّالٌ	هزال	هزل								جمع		هَازِلٌ						Tn									
4234	هَزَلَةٌ	هزلة	هزل								جمع		هَازِلٌ						Tn									
723	مُنْهَزِمٌ	منهزم	هزم		فاعل	اِنْهَزَمَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من اِنْهَزَمَ). ""جَيْشٌ مُنْهَزِمٌ"" : مُنْكَسِرٌ، "
6901	هَازِمٌ	هازم	هزم	فَاعِلٌ	فاعل	هَزَمَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4235	هَاشِمٌ	هاشم	هشم		فاعل	هَشَمَ		مذكر			مفرد	+ون;+ات;هُشُمٌ;هَوَاشِمُ 		Ta	DnT	Pf	Pm		Tn									"(فا. من هَشَمَ). 1.""جَبَلٌ هَاشِمٌ"" : هَشٌّ. 2.""بَدَوِيٌّ هَاشِمٌ"" : حَلاَّبٌ مَاهِرٌ، حَاذِقٌ. 3.""سِكّ"
5869	مُتَهَشِّمٌ	متهشم	هشم	مُتَفَعِّلٌ	فاعل	تَهَشَّمَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6763	مُنْهَشِمٌ	منهشم	هشم	مُنْفَعِلٌ	فاعل	اِنْهَشَمَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6773	مُهَشِّمٌ	مهشم	هشم	مُفَعِّلٌ	فاعل	هَشَّمَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6902	هَاصِرٌ	هاصر	هصر	فَاعِلٌ	فاعل	هَصَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6903	هَاضِبٌ	هاضب	هضب	فَاعِلٌ	فاعل	هَضَبَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6904	هَاضِلٌ	هاضل	هضل	فَاعِلٌ	فاعل	هَضَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4240	هَاضِمٌ	هاضم	هضم		فاعل	هَضَمَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"هَاضِمٌ-هَاضِمٌ، ةٌ [هـ ض م] (فا. من هَضَمَ). ""مَاءٌ مَعْدِنِيٌّ هَاضِمٌ"" : مُسَاعِدٌ عَلَى "
4241	هَوَاضِمٌ	هواضم	هضم								جمع		هَاضِمٌ														Non	
4242	هُضََّامٌ	هضام	هضم								جمع		هَاضِمٌ						Tn									
4243	هَضَمَةٌ	هضمة	هضم								جمع		هَاضِمٌ						Tn									
6765	مُنْهَضِمٌ	منهضم	هضم	مُنْفَعِلٌ	فاعل	اِنْهَضَمَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4244	هَاطِلٌ	هاطل	هطل		فاعل	هَطَلَ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"هَاطِلٌ-هَاطِلٌ، ةٌ [هـ ط ل] (فا. مِنْ هَطَلَ). 1.""مَطَرٌ هَاطِـلٌ"" : نَاز"
4245	هَوَاطِلٌ	هواطل	هطل								جمع		هَاطِلٌ														Non	
4246	هَمَدَةٌ	همدة	هطل								جمع		هَامِدٌ						Tn									
4247	هَلْكَى	هلكى	هطل								جمع		هَالِىٌ														Non	
4248	هَوَالِكُ	هوالك	هطل								جمع		هَالِكٌ														Non	
4249	هُلََّاكٌ	هلاك	هطل								جمع		هَالِكٌ						Tn									
4250	هَلَكَةٌ	هلكة	هطل								جمع		هَالِكٌ						Tn									
5870	مُتَهَطِّلٌ	متهطل	هطل	مُتَفَعِّلٌ	فاعل	تَهَطَّلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5856	مُتَهَافِتٌ	متهافت	هفت	مُتَفَاعِلٌ	فاعل	تَهَافَتَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6905	هَافِتٌ	هافت	هفت	فَاعِلٌ	فاعل	هَفَتَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5871	مُتَهَفْهِفٌ	متهفهف	هفهف	مُتَفَعْلِلٌ	فاعل	تَهَفْهَفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1199	مُتَهَكِّمٌ	متهكم	هكم		فاعل	تَهَكَّمَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ تَهَكَّمَ). ""رَجُلٌ مُتَهَكِّمٌ"" : مُسْتَهْزِئٌ، أَي يَتَهَكَّمُ وَيَسْخَرُ مِنْ غَيْرِهِ."
422	مُسْتَهْلِكٌ	مستهلك	هلك		فاعل	اِسْتَهْلَكَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِن اِسْتَهْلَكَ). 1.""مُسْتَهْلِكٌ لِلْخُبْزِ بِكَثْرَةٍ"" : مُتَنَاوِلٌ... 2.""مُسْتَهْلِكٌ لِلآلاَتِ الصِّنَاعِيَّةِ"" : مُسْتَعْمِلٌ. 3.""لاَ بُدَّ مِنِ إِقَامَةِ تَوَازُنٍ بَيْنَ الْمُنْتِجِ وَالْمُسْتَهْلِكِ"" : بَيْنَ الْمُنْتِجِ وَالزَّبُونِ."
734	مُهْلِكٌ	مهلك	هلك		فاعل	أَهْلَكَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فا. من أَهْلَكَ). ""رَجُلٌ مُهْلِكٌ"" : مُدَمِّرٌ. ""مَرَضٌ مُهْلِكٌ"" ""نَارٌ مُهْلِكَةٌ""."
4236	هَالِكٌ	هالك	هلك		فاعل	هَلَكَ		مذكر			مفرد	+ون;+ات;هَلْكَى;هَوَالِـكُ 		Ta	DnT	Pf	Pm		Tn									"(فا. من هَلَكَ). 1.""هَالِكٌ لاَ مَحَالَةَ"" : أَيْ مُعَرَّضٌ لِمَوْتٍ شَنِيعٍ. 2.""كَلُّ شَيْءٍ هَالِكٌ"" : فَانٍ. 3.""نَفْسٌ هَالِكَةٌ"" : شَرِهَةٌ. 4.""سَحَابَةٌ هَالِكَةٌ"" : السَّحَابَةُ الَّتِي تُمْطِرُ مَطَراً ثُمَّ تُقْلِعُ فَلاَ يَكُونُ لَهَا أَثَرٌ."
4237	هَوَاشِمُ	هواشم	هلك								جمع		هَاشِمٌ														Non	
4238	هُشََّامٌ	هشام	هلك								جمع		هَاشِمٌ						Tn									
4239	هَشَمَةٌ	هشمة	هلك								جمع		هَاشِمٌ						Tn									
5857	مُتَهَالِكٌ	متهالك	هلك	مُتَفَاعِلٌ	فاعل	تَهَالَكَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6767	مُنْهَلِكٌ	منهلك	هلك	مُنْفَعِلٌ	فاعل	اِنْهَلَكَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6771	مُهْتَلِكٌ	مهتلك	هلك	مُفْتَعِلٌ	فاعل	اِهْتَلَكَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1200	مُتَهَلِّلٌ	متهلل	هلل		فاعل	تَهَلَّلَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ تَهَلَّلَ). ""أَعْلَنَ عَنِ الخَبَرِ السَّارِّ مُتَهَلِّلَ الوَجْهِ"" : مُشْرِقَ، الوَجْهِ، مُبْتَهِجَهُ."
4251	مُهَلِّلٌ	مهلل	هلل		فاعل	هَلَّلَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من هَلَّلَ). 1.""جَاءهُ مَهَلِّلاً"" : مَصَفِّقاً، مُعَبِّراً عن فَرَحِهِ. ""كَانَ مِنْ بَيْنِ الْمُهَلِّلِينَ والْمُسْتَبْشِرينَ بِالأَخْبارِ السَّارَّةِ"". 2.""رَفَعَ الْمُسْلِمُ صَوْتَهُ مُهَلِّلاً"" : قَائِلاً: ""لاَ إِلَهَ إِلاَّ اللهُ""."
5872	مُتَهَلْهِلٌ	متهلهل	هلهل	مُتَفَعْلِلٌ	فاعل	تَهَلْهَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6774	مُهَلْهِلٌ	مهلهل	هلهل	مُفَعْلِلٌ	فاعل	هَلْهَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4253	هَامِدٌ	هامد	همد		فاعل	هَمَدَ		مذكر			مفرد	ون;ات هَوَامِدُ 		Ta	DnT	Pf	Pm		Tn									"(فا. من هَمَدَ). 1.""وَجَدَهُ هَامِداً لاَ رُوحَ فِيهِ"" : سَاكِناً لاَحَرَكَةَ فِيهِ. ""سَقطَ جُثَّةً هَامِدَةً"". 2.""نَارٌ هَامِدَةٌ"" : مُطْفأَةٌ. 3.""نَبَاتٌ هَامِدٌ"": يَابِسٌ."
4254	هَوَامِدُ	هوامد	همد								جمع		هَامِدٌ														Non	
4255	هُمََّادٌ	هماد	همد								جمع		هَامِدٌ						Tn									
4256	هَمَسَةٌ	همسة	همد								جمع		هَامِسٌ						Tn									
6775	مُهْمِدٌ	مهمد	همد	مُفْعِلٌ	فاعل	أَهْمَدَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
725	مُنْهَمِرٌ	منهمر	همر		فاعل	اِنْهَمَرَ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"مُنْهَمِرٌ-مُنْهَمِرٌ، ةٌ [هـ م ر] (فا. من اِنْهَمَرَ). ""مَطَرٌ مُنْهَمِرٌ"": مُتَسَاقِطٌ بِغَزَارَةٍ. ""دُمُوعٌ مُنْهَمِرَةٌ عَلَى خَدِّهَا""."
4257	هَامِرٌ	هامر	همر		فاعل	هَمَرَ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"هَامِرٌ-هَامِرٌ [هـ م ر] (فا. من هَمَرَ). ""سَحَابٌ هَامِرٌ"" : سَيَّالٌ."
4258	هَوَامِرٌ	هوامر	همر								جمع		هَامِرٌ														Non	
4259	هَامِزٌ	هامز	همز		فاعل	هَمَزَ		مذكر			مفرد	ون;ات;هُمَّازٌ 		Ta	DnT	Pf	Pm		Tn									"(فا. من هَمَزَ). ""رَجُلٌ هَامِزٌ"" : هُمَزَةٌ، أَيْ مَنْ يَطْعَنُ فِي أَعْرَاضِ النَّاسِ، عَيَّابٌ."
4260	هُمََّازٌ	هماز	همز								جمع		هَامِزٌ						Tn									
4261	هَوَامِزٌ	هوامز	همز								جمع		هَامِزٌ														Non	
4262	هَمَزَةٌ	همزة	همز								جمع		هَامِزٌ						Tn									
1192	مُتَهَامِسٌ	متهامس	همس		فاعل	تَهَامَسَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ تَهَامَسَ). ""رَآهُمْ مُتَهَامِسِينَ وَلَمْ يَفْهَمْ مَا يُخَبِّئُونَ"" : كُلُّ وَاحِدٍ يَهْمِسُ فيِ أُذُنِ الآخَرِ. ""كُنَّ يَتَناَقَلْنَ الْحَدِيثَ مُتَهَامِسَاتٍ"". (أحمد بوزفور)."
4263	هَامِسٌ	هامس	همس		فاعل	هَمَسَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من هَمَسَ). 1.""صَوْتٌ هَامِسٌ"" : صَوْتٌ بِهِ وَشْوَشَةٌ. ""تُرَدِّدُ كَلِمَاتٍ مُبْهَمَةً بِصَوْتٍ هَامِسٍ"" ""الْكُلُّ يُرَدِّدُ هَامِساً بِالْأَدْعِيَةِ وَالتَّسَابِيحِ"". (عبد الحكيم قاسم). 2.""هَامِسٌ فِي أُذُنِهِ بِسِرٍّ"" : مُوَشْوِشٌ."
4264	هَوَامِسٌ	هوامس	همس								جمع		هَامِسٌ														Non	
4265	هُمََّاسٌ	هماس	همس								جمع		هَامِسٌ						Tn									
4267	هَامِشٌ	هامش	همش		فاعل	هَمَشَ		مذكر			مفرد	هَوَامِشُ 							Tn									"(فا. من هَمَشَ). 1.""عَلَى هَامِشِ الدَّفْتَرِ"" : عَلَى حَاشِيَتِهِ. 2.""يَعِيشُ عَلَى هَامِشِ الْمُجْتَمَعِ"" : خَارِجَ سِيَاقِ الْمُجْتَمَعِ. 3. ""تَرَكَهُ عَلَى الْهَامِشِ"" : عَلَى الْجَانِبِ. 4. ""عَلَى هَامِشِ الْحَدَثِ"" : بِمُنَاسَبَة. 5.""عَلَى هَامِشِ الْأَخْبَارِ"" : تَعْلِيقاً عَلَى مَا وَرَدَ فِيهَا."
4268	هَوَامِشُ	هوامش	همش								جمع		هَامِشٌ														Non	
5858	مُتَهَامِشٌ	متهامش	همش	مُتَفَاعِلٌ	فاعل	تَهَامَشَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4269	هَامِعٌ	هامع	همع		فاعل	هَمَعَ		مذكر			مفرد	هَوَامِعُ 		Ta	DnT				Tn									"(فا. من هَمَعَ). 1.""طَرْفٌ هَامِعٌ"" : سَيَّالٌ. 2. ""دُمُوعٌ هَوَامِعُ"" : سَيَّالَةٌ."
4270	هَوَامِعُ	هوامع	همع								جمع		هَامِعٌ														Non	
726	مُنْهَمِكٌ	منهمك	همك		فاعل	اِنْهَمَكَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من اِنْهَمَكَ). ""مُنْهَمِكٌ فِي عَمَلِهِ"" : مُسْتَغْرِقٌ فِيهِ، مُنْكَبٌّ عَلَيْهِ، مُنْشَغِلٌ بِهِ. ""وَجَدَهُمْ جَمِيعاً مُنْهَمِكِينَ فِي أَحَادِيثِهِمْ""."
6906	هَامِكٌ	هامك	همك	فَاعِلٌ	فاعل	هَمَكَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
14	هَامِلٌ	هامل	همل		فاعل							+ات;هَوَامِلُ;هَمُولَةٌ;هُمَّلٌ 		Ta	DnT	Pf	Pm		Tn									". ""جَمَلٌ هَامِلٌ"" : تُرِكَ مُهْمَلاً مُسَيَّباً لَيْلاً وَنَهَاراً."
15	هَوَامِلٌ	هوامل	همل		فاعل						جمع		هَامِلٌ														Non	
16			همل		فاعل						جمع								Tn									
17			همل		فاعل						جمع								Tn									
735	مُهْمِلٌ	مهمل	همل		فاعل	أَهْمَلَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فا. من أَهْمَلَ). ""مُهْمِلٌ لِوَاجِبَاتِهِ"" : تَارِكٌ لَهَا عَمْداً. ""مُهْمِلَةٌ لِمَلاَبِسِهَا وَزِينَتِهَا""."
721	مُهْتَمٌّ	مهتم	همم		فاعل	اِهْتَمَّ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من اِهْتَمَّ). ""مُهْتَمٌّ بِأُمُورِهِ"" : مُعْتَنٍ بِهَا."
4252	مُهِمٌّ	مهم	همم		فاعل	أَهَمَّ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"مُهِمٌّ-مُهِمٌّ، ةٌ [هـ م م] (فا. من هَمَّ). 1.""أَمْرٌ مُهِمٌّ"" : أَمْرٌ شَدِيدُ الأَهَمِّيَّةِ. ""دَرْسٌ مُهِمٌّ"" ""قَضِيَّةٌ مُهِمَّةٌ"". 2.""مِنَ الْمُهِمِّ أَنْ تَحْضُرَ"" : مِنَ الْمُفِيدِ. 3. ""الْمُهِمُّ فِي هَذِهِ الْمَسْأَلَةِ"" : الأَسَاسِيُّ فِيهَا."
4271	مُهَمْهِمٌ	مهمهم	همهم		فاعل	هَمْهَمَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من هَمْهَمَ). ""كَانَ يُحَرِّكُ شَفَتَيْهِ مُهَمْهِماً"" : مُتَكَلِّماً بِكَلاَمٍ غَيْرِ مَفْهُومٍ."
