#رقم	مشكول	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنث	مذكر	عدد	الجمع	مفرد	التأنيث	التثنية	ج. مؤ. س.	ج. مذ. س.	المنقوص	تنوين النصب	نسب	إض. لف.	ـو	ك	كال	ها	هم	تنوين النصب للجمع	شرح
1264	ثَامِنٌ	ثامن	ثمن		فاعل	ثَمَنَ		مذكر			مفرد			Ta	DnT				Tn									"ثَامِنٌ-ثَامِنٌ، ةٌ [ث م ن]. (فا. مِنْ ثَمَنَ). 1. عَدَدٌ يَدُلُّ عَلى التَّرْتِيبِ، وَيَكُونُ مَعْدُودُهُ مُذَكَّراً : ""هُوَ الثَّامِنُ فِي الفَصْلِ"" : أيْ مَنْ كَانَتْ رُتْبَتُهُ بَيْنَ السَّابِعِ وَالتَّاسِعِ، وَيُعْرَبُ نَعْتاً فِي المِثَالِ التَّالِي: ""وَصَلَ الفَائِزُ الثَّامِنُ"" ؛ وَإذَا لَمْ يُذْكَرْ مَعْدُودُهُ : ""وَصَلَ الثَّامِنُ"" : يُعْرَبُ فَاعِلَ وَصَلَ، وَإذَا قُلْتُ ""كَلَّمْتُ الثَّامِنَ"": يُعْرَبُ مَفْعُولاً بِهِ، وَكَذَا يُعْرَبُ حَسَبَ مَوْقِعِهِ فِي الجُمْلَةِ. ""كَان"
1265	ثَوَامِنٌ	ثوامن	ثمن		فاعل						جمع		ثَامِنٌ															
5928	مُثَامِنٌ	مثامن	ثمن	مُفَاعِلٌ	فاعل	ثَامَنَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1266	ثَانِي	ثاني	ثني		فاعل	ثَنَى		مذكر			مفرد	+ون;+ات		Ta	DnT		Pm	Tk	Tn									"ثَانٍ-ثَانٍ، الثَّانِي، ةٌ [ث ن ي] (فا، من ثَنَى). 1. عَدَدٌ يَدُلُّ عَلَى التَّرْتِيبِ وَيَكُونُ مَعْدُودُهُ مُذَكَّراً : ""هُوَ الثَّانِي فِي الفَصْلِ"": أيْ مَنْ كَانَتْ رُتْبَتُهُ بَيْنَ الأوَّلِ وَالثَّالِثِ، وَيُعْرَبُ نَعْتاً فِي المِثَالِ التَّالِي : ""وَصَلَ الفَائِزُ الثَّانِي""، وإذَا لَمْ يُذْكَرْ مَعْدُودُهُ : ""وَصَلَ الثَّانِي"" : فَيُعْرَبُ فَاعِلَ وَصَلَ، وإذَا قُلْتُ : ""كَلَّمْتُ الثَّانِي"" : يُعْرَبُ مَفْعُولاً بِهِ، وَهكَذَا يُعْرَبُ حَسَبَ مَوْقِعِهِ فِي الجُمْلَةِ. ""كَانَ الثَّانِيَ مِنْ بَيْنِ الْمُتَسَابِقِينَ"" ""الجُزْءُ الثَّانِي"". وَفِي حَالَةِ التَّأْنِيثِ يَكُونُ الْمَعْدُودُ مُؤَنَّثاً : ""هِيَ الثَّ"
1267	ثُنَاةٌ	ثناة	ثني		فاعل						جمع		ثَانِي						Tn									
1268	ثَوَانِي	ثواني	ثني		فاعل						جمع		ثَانِيَةُ					Tk	Tn									
226	مُثِيرٌ	مثير	ثور		فاعل	أَثَارَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِنْ أَثَارَ). 1.""عَمَلٌ مُثِيرُ لِلْأَعْصَابِ"" : مُقْلِقٌ، مُزْعِجٌ. 2.""مُثِيرٌ لِلْفِتَنِ أَيْنَمَا حَلَّ وَارْتَحَلَ"" : مُهَيِّجٌ، مُحَرِّضٌ. 3.""جَمَالُ مُثِيرٌ"" : فَاتِنٌ، أَيْ يَفْتِنُ العُقُولَ."
356	مُسْتَثِيرٌ	مستثير	ثور		فاعل	اِسْتَثَارَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"مُسْتَثِيرٌ-مُسْتَثِيرٌ، ةٌ [ث و ر] (فَا. مِن اِسْتَثَارَ). ""عَمَلٌ مُسْتَثِيرٌ لِلْغَضَبِ"" : مُثِيرٌ لِلْغَضَبِ، دَافِعٌ لَهُ."
5931	مُثَوِّرٌ	مثور	ثور	مُفَعِّلٌ	فاعل	ثَوَّرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4587	جَابِذٌ	جابذ	جبذ	فَاعِلٌ	فاعل	جَبَذَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1279	مُجَبِّرٌ	مجبر	جبر		فاعل	جَبَّرَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"مُجَبِّرٌ-مُجَبِّرٌ، ةٌ [ج ب ر] (فَا. مِنْ جَبَّرَ). ""مُجَبِّ"
1290	جَابِرٌ	جابر	جبر		فاعل	جَبَرَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"جَابِرٌ-جَابِرٌ [ج ب ر] (فَا. من جَبَرَ). 1.""جَابِرُ العِظَامِ"" : مَنْ يَج"
1291	جَوَابِرٌ	جوابر	جبر		فاعل						جمع		جَابِرٌ														Non	
1292	جُبََّارٌ	جبار	جبر		فاعل						جمع		جَابِرٌ						Tn									
1293	جَبَرَةٌ	جبرة	جبر		فاعل						جمع		جَابِرٌ						Tn									
4511	مُجْبِرٌ	مجبر	جبر	مُفْعِلٌ	فاعل	أَجْبَرَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						
5199	مُتَجَبِّرٌ	متجبر	جبر	مُتَفَعِّلٌ	فاعل	تَجَبَّرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6651	مُنْجَبِرٌ	منجبر	جبر	مُنْفَعِلٌ	فاعل	اِنْجَبَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5938	مُجَبِّسٌ	مجبس	جبس	مُفَعِّلٌ	فاعل	جَبَّسَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4588	جَابِلٌ	جابل	جبل	فَاعِلٌ	فاعل	جَبَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5200	مُتَجَبِّنٌ	متجبن	جبن	مُتَفَعِّلٌ	فاعل	تَجَبَّنَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4589	جَابِهٌ	جابه	جبه	فَاعِلٌ	فاعل	جَبَهَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5932	مُجَابِهٌ	مجابه	جبه	مُفَاعِلٌ	فاعل	جَابَهَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1294	جَابِي	جابي	جبى		فاعل	جَبَى		مذكر			مفرد	+ون;+ات جُبَاةٌ 		Ta	DnT	Pf	Pm	Tk	Tn									"(فَا. من جَبَى) . ""جَاءَ الجَابِي يَطْلُبُ فَوَاتِيرَ الحِسَابِ"" : جَامِعُ "
1295	جُبَاةٌ	جباة	جبى		فاعل						جمع		جَابِي						Tn									
1296	جَوَابِي	جوابي	جبى		فاعل						جمع		جَابِيَةٌ					Tk	Tn									
1299	جَاثِمٌ	جاثم	جثم		فاعل	جَثَمَ		مذكر			مفرد	+ون;+ات; جُثَّمٌ 		Ta	DnT	Pf	Pm		Tn									"(فَا. من جَثَمَ). ""جَاثِمٌ عَلَى الأَرْضِ"" : الْمُنْبَطِحُ، الْمُكِبُّ عَلَى وَجْهِهِ"
1300	جُثَّمٌ	جثم	جثم		فاعل						جمع		جَاثِمٌ						Tn									
1301	جَوَاثِمٌ	جواثم	جثم		فاعل						جمع		جَاثِمٌ														Non	
1302	جُثََّامٌ	جثام	جثم		فاعل						جمع		جَاثِمٌ						Tn									
1303	جَثَمَةٌ	جثمة	جثم		فاعل						جمع		جَاثِمٌ						Tn									
1297	جَاثِي	جاثي	جثو		فاعل	جَثَا		مذكر			مفرد	+ون;+ات;جُثَاةٌ 		Ta	DnT	Pf	Pm	Tk	Tn									"(فَا. من جَثَا). 1. ""اِرْتَمَى جَاثِياً لَمَّا رَآهُ حَامِلًا مُسَدَّسَهُ"" : رَاكِعاً. ""اِرْتَمَتْ جَاثِيَةً عَلَى رُكْبَتَيْهَا"". 2.""الجَا"
1298	جُثَاةٌ	جثاة	جثو		فاعل						جمع		جَاثِي						Tn									
1304	جَاحِدٌ	جاحد	جحد		فاعل	جَحَدَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. من جَحَدَ). ""كَانَ جَاحِداً لِكُلِّ النِّعَمِ"" : كَافِراً بِهَا، ناَكِراً لَهَا، عَاقّاً. ""لمَ يَرَ جَاحِدًا لِلْمَعْرُوفِ مِثْلَهُ""."
1305	جَوَاحِدٌ	جواحد	جحد		فاعل						جمع		جَاحِدٌ														Non	
1306	جُحََّادٌ	جحاد	جحد		فاعل						جمع		جَاحِدٌ						Tn									
1307	جَحَدَةٌ	جحدة	جحد		فاعل						جمع		جَاحِدٌ						Tn									
1308	جَاحِظٌ	جاحظ	جحظ		فاعل	جَحَظَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِن جَحَظَ). 1.""نَظَرَ إِلَيْهِ بِعَيْنَيْنِ جَاحِظَتَيْنِ"" : أَخْرَجَ مُقْلَتَيْهِ وَقَدْ ظَهَرَ عَلَيْهِمَا "
1309	جَوَاحِظٌ	جواحظ	جحظ		فاعل						جمع		جَاحِظٌ														Non	
1310	جُحََّاظٌ	جحاظ	جحظ		فاعل						جمع		جَاحِظٌ						Tn									
1311	جَحَظَةٌ	جحظة	جحظ		فاعل						جمع		جَاحِظٌ						Tn									
240	مُجْحِفٌ	مجحف	جحف		فاعل	أَجْحَفَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ أَجْحَفَ). ""صَدَرَ حُكْمٌ مُجْحِفٌ فِي حَقِّهِ"" : حُكْمٌ"
231	مُجْدِبٌ	مجدب	جدب		فاعل	أَجْدَبَ		مذكر			مفرد	+ات 		Ta	DnT	Pf			Tn									"(فَا. مِنْ أَجْدَبَ). ""مَكَانٌ مُجْدِبٌ"" : قَاحِلٌ."
232	أُثََّامٌ	أثام	جدب		فاعل						جمع		آثِمٌ						Tn									
233	أَثَمَةٌ	أثمة	جدب		فاعل						جمع		آثِمٌ						Tn									
956	مُتَجَدِّدٌ	متجدد	جدد		فاعل	تَجَدَّدَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ تَجَدَّدَ). 1.""بِنَاءٌ مُتَجَدِّدٌ"" : أَيْ أُعِيدَ بِنَاؤُ"
1312	جَادٌّ	جاد	جدد		فاعل	جَدَّ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"جَادٌّ-جَادٌّ [ج د د] (فَا. مِن جَدَّ). ""عَرَفْتُهُ وَلَداً جَادّاً"" : رَصِيناً، ر"
1313	جُوََّادٌ	جواد	جدد		فاعل						جمع		جَاوِدٌ														Non	
1314	جُدََّادٌ	جداد	جدد		فاعل						جمع		جَادِدٌ						Tn									
1315	جَدَدَةٌ	جددة	جدد		فاعل						جمع		جَادِدٌ						Tn									
1317	مُجَدِّدٌ	مجدد	جدد		فاعل	جَدَّدَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِنْ جَدَّدَ). ""كَاتِبٌ مُجَدِّدٌ"" : مُ"
6177	مُسْتَجِدٌّ	مستجد	جدد	مُسْتَفْعِلٌ	فاعل	اِسْتَجْدَّ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4590	جَادِرٌ	جادر	جدر	فَاعِلٌ	فاعل	جَدَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4591	جَادِعٌ	جادع	جدع	فَاعِلٌ	فاعل	جَدَعَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4592	جَادِفٌ	جادف	جدف	فَاعِلٌ	فاعل	جَدَفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5946	مُجَدِّفٌ	مجدف	جدف	مُفَعِّلٌ	فاعل	جَدَّفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1274	مُجَادِلٌ	مجادل	جدل		فاعل	جَادَلَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فَا. مِنْ جَادَلَ). ""مُجَادِلٌ فِي كُلِّ أَمْرٍ"" : مَنْ يُجَادِلُ وَيُحَاوِرُ."
4593	جَادِلٌ	جادل	جدل	فَاعِلٌ	فاعل	جَدَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5191	مُتَجَادِلٌ	متجادل	جدل	مُتَفَاعِلٌ	فاعل	تَجَادَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
359	مُسْتَجْدِي	مستجدي	جدو		فاعل	اِسْتَجْدَى		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm	Tk	Tn									"مُسْتَجْدٍ، الْمُسْتَجْدِي، ةٌ - ج: ـون، ـات. [ج د و]. (فَا. مِن  اِسْتَجْدَى). ""لَيْسَ في بَلَدِهِمْ مُسْتَجْدٍ""  : مُسْتَعْطٍ، أَيْ طَالِبٌ عَطَاءهُمْ وَعَطْفَهُمْ. "
5947	مُجَدْوِلٌ	مجدول	جدول	مُفَعْلِلٌ	فاعل	جَدْوَلَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
668	مُنْجَذِبٌ	منجذب	جذب		فاعل	اِنْجَذَبَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									"(فا. من اِنْجَذَبَ). ""مُنْجَذِبٌ إِلَيْهِ"" : مُنْدَفِعٌ إِلَيْهِ."
1318	جَاذِبٌ	جاذب	جذب		فاعل	جَذَبَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِن جَذَبَ). 1.""كَانَ جَاذِباً بِأَنَاقَتِهِ"""
1319	جَوَارِفٌ	جوارف	جذب		فاعل						جمع		جَارِفٌ														Non	
1320	جَوَاذِبٌ	جواذب	جذب		فاعل						جمع		جَاذِبٌ														Non	
1321	جُذََّابٌ	جذاب	جذب		فاعل						جمع		جَاذِبٌ						Tn									
1322	جَذَبَةٌ	جذبة	جذب		فاعل						جمع		جَاذِبٌ						Tn									
5192	مُتَجَاذِبٌ	متجاذب	جذب	مُتَفَاعِلٌ	فاعل	تَجَاذَبَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5939	مُجْتَذِبٌ	مجتذب	جذب	مُفْتَعِلٌ	فاعل	اِجْتَذَبَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4594	جَاذِعٌ	جاذع	جذع	فَاعِلٌ	فاعل	جَذَعَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4595	جَاذِفٌ	جاذف	جذف	فَاعِلٌ	فاعل	جَذَفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5201	مُتَجَذِّفٌ	متجذف	جذف	مُتَفَعِّلٌ	فاعل	تَجَذَّفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1323	مُجَرِّبٌ	مجرب	جرب		فاعل	جَرَّبَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِنْ جَرَّبَ). ""رَجُلٌ مُجَرِّبٌ"" : الْمُمْتَحِنُ، الْمُخْتَبِرُ، ذُو خِبْرَةٍ وَتَجْرِبَةٍ."
5948	مُجَرْجِرٌ	مجرجر	جرجر	مُفَعْلِلٌ	فاعل	جَرْجَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1324	جَارِحٌ	جارح	جرح		فاعل	جَرَحَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. من جَرَحَ). ""كَانَ كَلاَمُهُ جَارِحاً"" : مُهِيناً مُؤْلِماً، مُؤْذِياً. ""وَجَّهَ لَهُ انْتِقَاداً جَارِحاً""."
1325	جَوَارِحٌ	جوارح	جرح		فاعل						جمع		جَارِحٌ														Non	
1326	جُرََّاحٌ	جراح	جرح		فاعل						جمع		جَارِحٌ						Tn									
1327	جَرَحَةٌ	جرحة	جرح		فاعل						جمع		جَارِحٌ						Tn									
5949	مُجَرِّحٌ	مجرح	جرح	مُفَعِّلٌ	فاعل	جَرَّحَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
951	مُتَجَرِّدٌ	متجرد	جرد		فاعل	تَجَرَّدَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من تَجَرَّدَ). 1.""مُتَجَرِّدٌ فِي أَحْكَامِهِ"" : مَوْضُوعِيٌّ فِي أَحْكَامِهِ. 2.""مُتَجَرِّدٌ عَنْ ك"
4596	جَارِدٌ	جارد	جرد	فَاعِلٌ	فاعل	جَرَدَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
239	مُجْتَرٌّ	مجتر	جرر		فاعل	اِجْتَرَّ		مذكر			مفرد	ات 		Ta	DnT	Pf			Tn									"(فَا. مِن اِجْتَرَّ). 1.""البَقَرَةُ حَيَوَانٌ مُجْتَرٌّ"" : تَجْتَرُّ طَعَامَهَا، أَيْ تُعِيدُهُ مِنْ بَطْنِهَا فَتَمْضَغُهُ مَرَّةً ثَانِيَةً. 2.""الْحَيَوَانَاتُ الْمُجْتَرَّةُ"" : هِيَ حَيَوَانَاتٌ فِقَرِيَّةٌ مِنْ رُتْبَةِ ا"
5950	مُجَرِّرٌ	مجرر	جرر	مُفَعِّلٌ	فاعل	جَرَّرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4597	جَارِزٌ	جارز	جرز	فَاعِلٌ	فاعل	جَرَزَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4598	جَارِسٌ	جارس	جرس	فَاعِلٌ	فاعل	جَرَسَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5951	مُجْرِسٌ	مجرس	جرس	مُفْعِلٌ	فاعل	أَجْرَسَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
4599	جَارِعٌ	جارع	جرع	فَاعِلٌ	فاعل	جَرَعَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5203	مُتَجَرِّعٌ	متجرع	جرع	مُتَفَعِّلٌ	فاعل	تَجَرَّعَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5940	مُجْتَرِعٌ	مجترع	جرع	مُفْتَعِلٌ	فاعل	اِجْتَرَعَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1328	جَارِفٌ	جارف	جرف		فاعل	جَرَفَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"جَارِفٌ-جَارِفٌ، ةٌ [ج ر ف] (فَا. من جَرَفَ). 1.""كَانَ السَّيْلُ جَارِفاً"" : مُكْتَسِحاً. 2.""يَشْعُرُ بِحُبٍّ جَارِ"
1329	جَوَاسِرٌ	جواسر	جرف		فاعل						جمع		جَاسِرٌ														Non	
1330	جُرََّافٌ	جراف	جرف		فاعل						جمع		جَارِفٌ						Tn									
1331	جَرَفَةٌ	جرفة	جرف		فاعل						جمع		جَارِفٌ						Tn									
5941	مُجْتَرِفٌ	مجترف	جرف	مُفْتَعِلٌ	فاعل	اِجْتَرَفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
6654	مُنْجَرِفٌ	منجرف	جرف	مُنْفَعِلٌ	فاعل	اِنْجَرَفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
243	مُجْرِمٌ	مجرم	جرم		فاعل	أَجْرَمَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. مِنْ أَجْرَمَ). ""أُلْقِيَ القَبْضُ عَلَى الْمُجْرِمِ"" : الَّذِي ارْتَكَبَ جُرْم"
4600	جَارِمٌ	جارم	جرم	فَاعِلٌ	فاعل	جَرَمَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1332	جَارِي	جاري	جري		فاعل	جَرَى		مذكر			مفرد	+ات 		Ta	DnT	Pf		Tk	Tn									"جَارٍ-جَارٍ، الجَارِي [ج ر ي] (فَا. من جَرَى). 1.""نَهْرٌ جَارٍ فِي كُلِّ السَّنَةِ"" : لاَيَجِفُّ مِنَ الْمَاءِ. 2.""حَرَكَةٌ جَارِيَةٌ"" : مُتَّصِلَةٌ غَيْرُ مُنْقَطِعَةٍ. ""اللٌّغَةُ جَارِيَةٌ عَلَى التَّوَسُّعِ"". (التَّوْحِيدِيُّ) ""صَدَقَةٌ جَار"
1333	جَوَارِي	جواري	جري		فاعل						جمع		جَارِيَةٌ					Tk	Tn									
4484	مُجَزِّئٌ	مجزئ	جزئ	مُفَعِّلٌ	فاعل	جَزَّئَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						
4601	جَازِرٌ	جازر	جزر	فَاعِلٌ	فاعل	جَزَرَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1269	مُجَازِفٌ	مجازف	جزف		فاعل	جَازَفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									"(فا. من جَازَفَ). ""رَجُلٌ مُجَازِفٌ"" : مُخَاطِرٌ بِحَيَاتِهِ، مُغَامِرٌ."
4602	جَازِفٌ	جازف	جزف	فَاعِلٌ	فاعل	جَزَفَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
1334	جَازِمٌ	جازم	جزم		فاعل	جَزَمَ		مذكر			مفرد	+ون;+ات;جَوَازِمُ 		Ta	DnT	Pf	Pm		Tn		Cv	ـو						"(فَا. ‎من جَزَمَ). 1.""كَانَ جَازِماً في نَتَائِجِهِ"" : مُتَأَكِّداً تَأَكُّداً كَامِلاً لاَ رُج"
1335	جَوَازِمُ	جوازم	جزم		فاعل						جمع		جَازِمٌ														Non	
1336	جُزََّامٌ	جزام	جزم		فاعل						جمع		جَازِمٌ						Tn									
1337	جَزَمَةٌ	جزمة	جزم		فاعل						جمع		جَازِمٌ						Tn									
962	مُتَجَسِّدٌ	متجسد	جسد		فاعل	تَجَسَّدَ		مذكر			مفرد	+ون;+ات 		Ta	DnT	Pf	Pm		Tn									"(فا. من تَجَسَّدَ). ""أَمْرٌ مُت"
4603	جَاسِدٌ	جاسد	جسد	فَاعِلٌ	فاعل	جَسَدَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
5952	مُجْسِدٌ	مجسد	جسد	مُفْعِلٌ	فاعل	أَجْسَدَ		مذكر			مفرد	+ون;+ات		Ta	DnT	Pf	Pm		Tn									
